,atletas.clube.id.full.name,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.status_id,atletas.apelido,atletas.entrou_em_campo,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,atletas.media_num,atletas.atleta_id,atletas.slug,atletas.nome,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.pontos_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,SG,DE,GS,V,PS,GC,PP,DP
245,Atlético-GO,2,,7,Bruno Tubarão,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,B. Tubarão,-0.96,2.24,93637,bruno-tubarao,Bruno Nunes de Barros,373,3.66,31,16,1.2,,2.0,,17.0,13.0,3.0,4.0,9.0,,,1.0,,2.0,,,,,,,
246,Juventude,2,,6,Gabriel Inocêncio,False,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,G. Inocêncio,0.0,3.47,93702,gabriel-inocencio,Gabriel de Souza Inocêncio,286,4.65,31,13,0.0,,2.0,,19.0,19.0,1.0,3.0,15.0,,,2.0,1.0,4.0,,,,,,,
247,Vasco,2,,2,Paulo Henrique,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,P. Henrique,0.48,4.12,93716,paulo-henrique,Paulo Henrique de Oliveira Alves,267,6.39,31,29,4.5,,4.0,,64.0,36.0,3.0,8.0,19.0,,1.0,,,6.0,,,,,,,
248,Botafogo,4,,7,Marlon Freitas,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,M. Freitas,-0.38,2.04,93790,marlon-freitas,Marlon Rodrigues Freitas,263,3.72,31,26,-0.1,4.0,7.0,,25.0,18.0,3.0,8.0,5.0,1.0,,1.0,,,,,,,,,
249,Vasco,1,,6,Keiller,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,Keiller,0.0,0.0,93834,keiller,Keiller da Silva Nunes,267,4.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
250,Bragantino,1,,7,Cleiton,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,Cleiton,-0.72,3.9,93882,cleiton,Cleiton Schwengber,280,6.64,31,21,3.0,,3.0,1.0,,1.0,,,4.0,,,,,4.0,76.0,24.0,,,,,2.0
251,Criciúma,4,,7,Matheusinho,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,Matheusinho,0.29,4.84,93886,matheusinho,Matheus Leonardo Sales Cardoso,288,7.25,31,19,7.3,3.0,2.0,,19.0,11.0,5.0,10.0,21.0,1.0,4.0,2.0,,,,,,,,,
252,Fortaleza,5,,2,Breno Lopes,False,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,B. Lopes,0.0,4.75,93988,breno-lopes,Breno Henrique Vasconcelos Lopes,356,7.35,31,24,0.0,3.0,6.0,,16.0,13.0,12.0,19.0,47.0,1.0,4.0,6.0,,,,,,2.0,,,
253,Botafogo,1,,7,John,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,John,0.72,4.69,94044,john,John Victor Maciel Furtado,263,7.78,31,28,6.0,,2.0,,,1.0,,,3.0,,,,,13.0,82.0,22.0,,,,,1.0
254,Bragantino,4,,6,Matheus Fernandes,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,M. Fernandes,0.14,5.0,94067,matheus-fernandes,Matheus Fernandes Siqueira,280,8.43,31,9,4.4,1.0,2.0,,23.0,11.0,2.0,4.0,8.0,,1.0,,,,,,,,,,
255,Criciúma,5,,6,Felipe Vizeu,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,F. Vizeu,0.56,2.2,94138,felipe-vizeu,Felipe dos Reis Pereira Vizeu do Carmo,288,4.26,31,10,8.5,,1.0,,1.0,2.0,2.0,2.0,5.0,,2.0,1.0,,,,,,,,,
256,Corinthians,4,,5,Maycon,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,Maycon,0.0,0.2,94154,maycon,Maycon de Andrade Barberan,264,4.65,31,2,0.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
257,Palmeiras,4,,7,Raphael Veiga,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,R. Veiga,-2.06,6.25,94509,raphael-veiga,Raphael Cavalcante Veiga,275,12.44,31,27,9.3,3.0,3.0,1.0,18.0,13.0,22.0,32.0,39.0,1.0,9.0,4.0,,,,,,,,1.0,
258,Flamengo,5,,5,Pedro,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,Pedro,0.0,7.9,94583,pedro,Pedro Guilherme Abreu dos Santos,262,13.93,31,21,0.0,5.0,3.0,,15.0,14.0,15.0,11.0,25.0,2.0,11.0,3.0,,,,,,1.0,,1.0,
259,São Paulo,4,,6,Jhegson Méndez,False,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,J. Méndez,0.0,0.0,94786,jhegson-mendez,Jhegson Sebastián Méndez Carabalí,276,4.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
260,Atlético-MG,4,,7,Battaglia,False,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,Battaglia,0.0,1.11,94845,battaglia,Rodrigo Andrés Battaglia,282,2.36,31,20,0.0,,3.0,2.0,20.0,26.0,3.0,3.0,12.0,1.0,,,,,,,,,,,
261,Cuiabá,4,,7,Lucas Fernandes,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,L. Fernandes,0.27,2.21,94931,lucas-fernandes,Lucas Fernandes da Silva,1371,4.49,31,17,5.4,1.0,2.0,,10.0,10.0,5.0,5.0,15.0,,1.0,,,,,,,,,,
262,Bragantino,2,,7,Juninho Capixaba,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,J. Capixaba,0.35,4.95,94968,juninho-capixaba,Luis Antônio da Rocha Júnior,280,10.37,31,16,4.7,,3.0,,47.0,21.0,2.0,3.0,25.0,,,1.0,,3.0,,,,,,,
263,Juventude,5,,6,Gabriel Taliari,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,G. Taliari,-0.19,2.22,95131,gabriel-taliari,Gabriel Pereira Taliari,286,3.43,31,14,0.5,2.0,,,3.0,7.0,2.0,2.0,20.0,2.0,,4.0,,,,,,,,,
264,Botafogo,4,,7,Gregore,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,Gregore,1.59,2.87,95464,gregore,Gregore de Magalhães da Silva,263,5.69,31,26,12.3,2.0,7.0,,60.0,77.0,4.0,3.0,13.0,,1.0,1.0,,,,,,1.0,,,
265,São Paulo,2,,7,Igor Vinícius,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,I. Vinícius,-0.85,4.0,95466,igor-vinicius,Igor Vinícius de Souza,276,5.89,31,23,1.7,2.0,3.0,1.0,35.0,14.0,1.0,1.0,28.0,1.0,,1.0,1.0,7.0,,,,,1.0,,
266,Corinthians,4,,6,Raniele,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,Raniele,0.44,3.41,95556,raniele,Raniele Almeida Melo,264,6.5,31,26,3.2,,7.0,,60.0,26.0,8.0,7.0,24.0,1.0,,1.0,,,,,,1.0,,,
267,Criciúma,2,,6,Trauco,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,Trauco,0.31,1.6,95738,trauco,Miguel Ángel Trauco Saavedra,288,3.73,31,18,1.8,,2.0,,13.0,12.0,1.0,5.0,1.0,,1.0,,,1.0,,,,,,,
268,Criciúma,3,,7,Tobias Figueiredo,True,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,T. Figueiredo,-0.32,1.0,95878,tobias-figueiredo,Tobias Pereira Figueiredo,288,1.8,31,16,0.0,,4.0,,9.0,13.0,1.0,2.0,7.0,,,,,2.0,,,,,1.0,,
269,Vitória,4,,2,Machado,True,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,Machado,0.02,1.25,96089,machado,Luiz Filipe da Rosa Machado - Felipe,287,2.41,31,17,1.2,,3.0,,14.0,13.0,4.0,2.0,10.0,,,1.0,,,,,,,,,
270,Fluminense,4,,6,Lima,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,Lima,-0.32,3.36,96340,lima,Vinicius Moreira de Lima,266,7.73,31,21,7.7,,3.0,1.0,20.0,15.0,2.0,13.0,36.0,1.0,3.0,,1.0,,,,,,,,
271,Corinthians,4,,7,Charles,True,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,Charles,0.21,3.41,96342,charles,Charles Rigon Mattos,264,5.83,31,10,3.6,,4.0,,29.0,10.0,2.0,2.0,5.0,,,2.0,,,,,,,,,
272,Cruzeiro,4,,7,Matheus Pereira,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,M. Pereira,-1.03,5.71,96610,matheus-pereira,Matheus Fellipe Costa Pereira,283,9.36,31,26,1.3,6.0,8.0,,15.0,25.0,13.0,24.0,72.0,2.0,5.0,7.0,,,,,,,,,
273,Vasco,4,,6,Maxime Dominguez,True,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,M. Dominguez,0.08,1.83,96614,maxime-dominguez,Maxime Dominguez,267,4.64,31,3,3.1,,1.0,,5.0,5.0,,,4.0,,,,,,,,,,,,
274,Flamengo,4,,6,Allan,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,Allan,0.0,1.37,96652,allan,Allan Rodrigues de Souza,262,3.7,31,22,0.0,,5.0,,26.0,23.0,3.0,2.0,13.0,,,,1.0,,,,,,,,
275,Atlético-MG,6,,7,Gabriel Milito,True,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,G. Milito,-0.03,4.72,96673,gabriel-milito,Gabriel Alejandro Milito,282,8.45,31,29,3.64,,,,,,,,,,,,,,,,9.0,,,,
276,Atlético-MG,2,,7,Saravia,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,Saravia,-0.33,4.13,96725,saravia,Renzo Saravia,282,7.43,31,23,5.5,,2.0,,53.0,34.0,2.0,3.0,24.0,1.0,,1.0,1.0,5.0,,,,,,,
277,Vitória,3,,5,Camutanga,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,Camutanga,0.0,0.63,96793,camutanga,Cleidson Andrade da Souza Silva,287,2.34,31,4,0.0,,1.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,
278,Flamengo,5,,5,Carlinhos,False,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,Carlinhos,0.0,1.57,96831,carlinhos,Carlos Moisés de Lima,262,2.48,31,13,0.0,,2.0,1.0,3.0,8.0,3.0,5.0,2.0,,2.0,4.0,,,,,,,,,
279,Criciúma,2,,6,Dudu,False,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,Dudu,0.0,1.73,97133,dudu,Luís Eduardo Marques dos Santos,288,3.74,31,9,0.0,,1.0,,4.0,5.0,2.0,,2.0,,,1.0,,2.0,,,,,,,
280,Grêmio,4,,6,Villasanti,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,Villasanti,1.25,4.38,97145,villasanti,Mathías Adalberto Villasanti Rolón,284,9.68,31,19,11.8,1.0,3.0,,49.0,31.0,3.0,2.0,21.0,,2.0,,,,,,,,,,
281,Atlético-GO,5,,6,Janderson,True,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,Janderson,-0.58,2.45,97245,janderson,Janderson Santos de Souza,373,3.93,31,12,-1.3,,3.0,1.0,11.0,16.0,5.0,5.0,18.0,,1.0,,,,,,,,,,
282,Bahia,6,,7,Rogério Ceni,True,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,R. Ceni,0.33,5.1,97341,rogerio-ceni,Rogério Mücke Ceni,265,9.41,31,29,5.35,,,,,,,,,,,,,,,,12.0,,,,
283,Vitória,5,,3,Gustavo Mosquito,True,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,G. Mosquito,0.15,2.67,97450,gustavo-mosquito,Gustavo Henric da Silva,287,4.43,31,17,1.1,2.0,3.0,,10.0,9.0,,4.0,14.0,1.0,2.0,1.0,,,,,,,,,
284,Botafogo,2,,6,Marçal,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,Marçal,0.0,5.07,97468,marcal,Fernando Marçal de Oliveira,263,7.42,31,14,0.0,,5.0,,25.0,20.0,1.0,3.0,13.0,,1.0,1.0,1.0,7.0,,,,,,,
285,Atlético-GO,4,,6,Shaylon,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,Shaylon,-0.01,2.07,97520,shaylon,Shaylon Kallyson Cardozo - Cardoso,373,4.24,31,28,0.0,1.0,2.0,,15.0,11.0,8.0,16.0,5.0,1.0,2.0,,,,,,,,,1.0,
286,Vitória,2,,6,Willean Lepo,True,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,W. Lepo,0.21,3.16,97522,willean-lepo,William Bernardo Willemen - Willeam Lepu,287,4.79,31,21,1.2,,3.0,,41.0,14.0,3.0,3.0,17.0,,,2.0,,2.0,,,,,,,
287,Corinthians,3,,6,Félix Torres,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,F. Torres,0.83,2.71,97642,felix-torres,Félix Eduardo Torres Caicedo,264,6.76,31,20,5.9,,3.0,,23.0,24.0,1.0,1.0,4.0,1.0,,2.0,,6.0,,,,,,,
288,Palmeiras,3,,6,Murilo,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,Murilo,0.0,4.13,97653,murilo,Murilo Cerqueira Paim,275,10.42,31,21,0.0,,4.0,1.0,19.0,27.0,2.0,8.0,5.0,,1.0,1.0,,12.0,,,,,,,
289,São Paulo,5,,7,Erick,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,Erick,-0.57,2.06,97810,erick,Erick de Arruda Serafim,276,4.33,31,17,2.2,2.0,3.0,,8.0,10.0,3.0,5.0,14.0,,1.0,,1.0,,,,,,,,
290,Flamengo,3,,6,Léo Ortiz,True,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,L. Ortiz,0.1,3.34,97867,leo-ortiz,Leonardo Rech Ortiz,262,7.12,31,21,1.2,2.0,2.0,,24.0,10.0,2.0,5.0,4.0,1.0,,,,5.0,,,,,,,
291,Bahia,2,,6,Iago,True,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,Iago,-0.18,2.8,97868,iago,Iago Amaral Borduchi,265,5.12,31,12,0.5,,,,6.0,4.0,2.0,2.0,7.0,,,,,4.0,,,,,,,
292,Internacional,3,,7,Vitão,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,Vitão,-0.51,3.0,97900,vitao,Vitor Eduardo da Silva Matos,285,5.24,31,19,2.9,,3.0,,15.0,16.0,3.0,6.0,7.0,,,,,7.0,,,,,,,
293,Juventude,4,,6,Luís Oyama,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,L. Oyama,0.3,2.27,97908,luis-oyama,Luís Felipe Oyama,286,3.95,31,14,2.1,,1.0,,10.0,6.0,2.0,2.0,5.0,,2.0,,,,,,,,,,
294,Athlético-PR,4,,7,Erick,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,Erick,-0.47,4.43,98022,erick,Erick Luis Conrado de Carvalho,293,8.27,31,27,8.8,1.0,1.0,,57.0,28.0,6.0,19.0,22.0,2.0,2.0,1.0,,,,,,,,,
295,Corinthians,5,,6,Pedro Raul,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,P. Raul,0.0,1.24,98225,pedro-raul,Pedro Raul Garay da Silva,264,2.6,31,17,0.0,,2.0,,12.0,10.0,4.0,4.0,8.0,,,2.0,,,,,,,,,
296,Botafogo,3,,3,Bastos,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,Bastos,0.3,4.07,98280,bastos,Bartolomeu Jacinto Quissanga,263,6.28,31,28,6.5,,6.0,,24.0,30.0,1.0,10.0,6.0,,3.0,2.0,1.0,13.0,,,,,,,
297,Bahia,3,,7,Kanu,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,Kanu,0.08,1.97,98484,kanu,Victor Hugo Soares dos Santos,265,3.24,31,23,0.7,,10.0,,10.0,26.0,1.0,,22.0,,,,1.0,8.0,,,,,,,
298,Bahia,4,,7,Jean Lucas,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,J. Lucas,-0.5,4.25,98517,jean-lucas,Jean Lucas de Souza Oliveira,265,6.8,31,28,-0.3,4.0,5.0,,34.0,37.0,14.0,27.0,40.0,,2.0,2.0,,,,,,,,,
299,Fortaleza,3,,6,Kuscevic,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,Kuscevic,-0.1,3.23,98619,kuscevic,Benjamín Kuščević Jaramillo,356,5.02,31,16,0.0,,3.0,1.0,16.0,9.0,3.0,4.0,3.0,,1.0,2.0,,5.0,,,,,,,
300,Botafogo,5,,7,Savarino,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,Savarino,0.05,3.84,98672,savarino,Jefferson David Savarino Quintero,263,6.81,31,22,1.7,5.0,3.0,,2.0,9.0,16.0,8.0,5.0,1.0,4.0,3.0,,,,,,,,,
301,Athlético-PR,5,,7,Cuello,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,Cuello,-0.29,3.31,98909,cuello,Tomás Esteban Cuello,293,5.46,31,24,0.7,3.0,2.0,,19.0,15.0,12.0,12.0,21.0,2.0,1.0,5.0,,,,,,,,,
302,Flamengo,2,,5,Viña,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,Viña,0.0,1.39,98974,vina,Matías Nicolás Viña Susperreguy,262,4.63,31,9,0.0,,1.0,,5.0,4.0,1.0,2.0,2.0,,,,,1.0,,,,,,,
303,Internacional,3,,6,Rogel,True,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,Rogel,-0.26,2.66,98975,rogel,Agustín Maximiliano Rogel Paita,285,4.35,31,5,0.0,,,,3.0,5.0,3.0,2.0,2.0,,,,,1.0,,,,,,,
304,Vasco,5,,7,Vegetti,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,Vegetti,0.0,6.06,99198,vegetti,Pablo Vegetti,267,11.91,31,27,0.0,1.0,5.0,,16.0,29.0,22.0,35.0,57.0,2.0,9.0,20.0,,,,,,2.0,,2.0,
305,Vasco,2,,2,Puma Rodríguez,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,P. Rodríguez,1.12,2.66,99213,puma-rodriguez,José Luis Rodríguez Bebanz,267,4.78,31,15,7.3,1.0,,,16.0,2.0,1.0,5.0,2.0,,,,,2.0,,,,,,,
306,Flamengo,4,,5,De la Cruz,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,D. Cruz,0.0,6.65,99228,de-la-cruz,Diego Nicolás de la Cruz Arcosa,262,11.93,31,12,0.0,2.0,1.0,,23.0,14.0,5.0,8.0,32.0,1.0,2.0,,,,,,,,,,
307,Atlético-GO,4,,6,Gonzalo Freitas,True,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,G. Freitas,-0.23,2.65,99234,gonzalo-freitas,Gonzalo Gastón Freitas Silva,373,4.75,31,8,0.0,,4.0,,14.0,11.0,6.0,5.0,5.0,,,,2.0,,,,,,,,
308,Fortaleza,4,,6,Pochettino,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,Pochettino,-0.07,4.37,99267,pochettino,Tomás Pochettino,356,7.39,31,24,0.0,6.0,4.0,,23.0,15.0,5.0,8.0,15.0,,5.0,3.0,1.0,,,,,1.0,,1.0,
309,Botafogo,3,,7,Alexander Barboza,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,A. Barboza,0.21,3.97,99274,alexander-barboza,Alexander Nahuel Barboza Ullúa,263,5.44,31,21,4.1,1.0,7.0,1.0,25.0,32.0,5.0,8.0,3.0,,,1.0,1.0,11.0,,,,,,,
310,Cruzeiro,5,,5,Dinenno,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,Dinenno,0.0,4.95,99316,dinenno,Juan Ignacio Dinenno de Cara,283,7.98,31,6,0.0,,1.0,,1.0,1.0,3.0,1.0,3.0,,3.0,1.0,,,,,,,,,
311,São Paulo,6,,7,Luis Zubeldía,True,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,L. Zubeldía,-0.68,5.14,99366,luis-zubeldia,Luis Francisco Zubeldía,276,9.52,31,28,3.88,,,,,,,,,,,,,,,,14.0,,,,
312,Vasco,3,,6,Robert Rojas,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,R. Rojas,0.0,1.84,99387,robert-rojas,Robert Samuel Rojas Chávez,267,3.21,31,5,0.0,,,,4.0,2.0,,,,,,,,1.0,,,,,,,
313,Flamengo,5,,7,Michael,True,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,Michael,1.27,6.52,99392,michael,Michael Richard Delgado de Oliveira,262,11.89,31,4,10.4,,,,2.0,,3.0,2.0,3.0,,2.0,,,,,,,1.0,,,
314,Atlético-GO,4,,7,Baralhas,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,Baralhas,0.04,4.45,99440,baralhas,Gabriel Baralhas dos Santos,373,6.54,31,25,5.8,2.0,7.0,,53.0,21.0,14.0,15.0,27.0,,1.0,2.0,,,,,,1.0,,,
315,Flamengo,1,,7,Rossi,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,Rossi,-0.79,2.64,99552,rossi,Agustín Daniel Rossi,262,5.1,31,28,-1.0,,,,,,,,5.0,,,,,5.0,65.0,33.0,,,,,2.0
316,Atlético-GO,2,,7,Guilherme Romão,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,G. Romão,0.0,3.19,99623,guilherme-romao,Guilherme Kennedy Romão,373,4.54,31,23,1.6,3.0,5.0,1.0,14.0,17.0,7.0,14.0,35.0,,1.0,4.0,,2.0,,,,,,,
317,Fluminense,4,,6,Arias,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,Arias,-0.81,6.76,99815,arias,Jhon Adolfo Arias Andrade,266,12.73,31,19,2.3,1.0,4.0,,32.0,22.0,12.0,17.0,50.0,1.0,5.0,2.0,,,,,,,,,
318,Atlético-MG,5,,6,Paulinho,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,Paulinho,0.0,4.53,99818,paulinho,Paulo Henrique Sampaio Filho,282,10.12,31,21,0.0,1.0,3.0,1.0,20.0,10.0,11.0,8.0,14.0,,6.0,8.0,,,,,,1.0,,,
319,São Paulo,3,,6,Alan Franco,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,A. Franco,0.13,2.91,99889,alan-franco,Alan Javier Franco,276,6.13,31,20,1.7,1.0,6.0,1.0,20.0,15.0,,4.0,5.0,,,1.0,,8.0,,,,,1.0,,
320,Juventude,5,,6,Carrillo,False,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,Carrillo,0.0,2.3,100076,carrillo,Ronie Edmundo Carrillo Morales,286,4.15,31,10,0.0,,,,7.0,6.0,2.0,4.0,6.0,,1.0,2.0,,,,,,,,,
321,Atlético-MG,4,,6,Zaracho,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Zaracho,0.0,3.23,100079,zaracho,Federico Matías Javier Zaracho,282,7.04,31,13,0.0,,1.0,,15.0,10.0,2.0,4.0,13.0,,2.0,1.0,,,,,,,,,
322,Atlético-MG,4,,3,Igor Gomes,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,I. Gomes,-0.42,3.11,100084,igor-gomes,Igor Silveira Gomes,282,5.13,31,18,-0.2,3.0,6.0,,18.0,18.0,3.0,5.0,21.0,2.0,1.0,,1.0,,,,,,,,
323,Fortaleza,4,,6,Pedro Augusto,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,P. Augusto,-0.21,1.47,100085,pedro-augusto,Pedro Augusto Borges da Costa,356,2.78,31,26,-1.3,1.0,8.0,,31.0,29.0,2.0,1.0,21.0,,,,1.0,,,,,,,,
324,Corinthians,5,,7,Yuri Alberto,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,Y. Alberto,0.0,5.89,100652,yuri-alberto,Yuri Alberto Monteiro da Silva,264,8.78,31,23,0.0,4.0,6.0,1.0,13.0,26.0,13.0,19.0,34.0,2.0,8.0,12.0,,,,,,,,,
325,Cruzeiro,4,,7,Matheus Henrique,True,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,M. Henrique,-0.52,4.29,100742,matheus-henrique,Matheus Henrique de Souza,283,6.84,31,12,0.5,,4.0,,19.0,12.0,4.0,10.0,15.0,,2.0,,,,,,,,,,
326,São Paulo,4,,6,Liziero,True,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,Liziero,1.63,3.06,100761,liziero,Igor Matheus Liziero Pereira,276,5.33,31,7,8.8,,1.0,,10.0,8.0,1.0,2.0,4.0,,1.0,,,,,,,,,,
327,Grêmio,1,,6,Brenno,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,Brenno,0.0,0.0,100830,brenno,Brenno Oliveira Fraga Costa,284,4.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
328,São Paulo,3,,6,Ruan,False,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,Ruan,0.0,5.67,100842,ruan,Ruan Tressoldi Netto,276,8.74,31,3,0.0,,,,6.0,5.0,,1.0,1.0,,,,,2.0,,,,,,,
