,atletas.pontos_num,atletas.status_id,atletas.apelido_abreviado,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.nome,atletas.slug,atletas.foto,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.posicao_id,atletas.apelido,atletas.jogos_num,atletas.atleta_id,CA,DE,DS,FS,GS,SG,FC,FD,FF,A,CV,FT,G,I,PC,V,PP,PS,DP,GC
255,3.3,7,M. Fernandes,8.29,0.62,5.07,Matheus Fernandes Siqueira,matheus-fernandes,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,True,Bragantino,,280,28,4,Matheus Fernandes,8,94067,2.0,,20.0,8.0,,,11.0,2.0,3.0,1.0,,,1.0,,,,,,,
256,1.2,6,F. Vizeu,2.69,0.09,0.86,Felipe dos Reis Pereira Vizeu do Carmo,felipe-vizeu,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,True,Criciúma,,288,28,5,Felipe Vizeu,7,94138,,,1.0,4.0,,,1.0,2.0,1.0,,,,,1.0,,,,,,
257,0.0,5,Maycon,4.65,0.0,0.2,Maycon de Andrade Barberan,maycon,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,False,Corinthians,,264,28,4,Maycon,2,94154,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,
258,20.4,7,R. Veiga,13.33,2.54,5.41,Raphael Cavalcante Veiga,raphael-veiga,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,True,Palmeiras,,275,28,4,Raphael Veiga,24,94509,3.0,,17.0,34.0,,,13.0,20.0,31.0,3.0,1.0,1.0,5.0,4.0,,,1.0,,,
259,0.0,5,Pedro,13.93,0.0,7.9,Pedro Guilherme Abreu dos Santos,pedro,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,False,Flamengo,,262,28,5,Pedro,21,94583,3.0,,15.0,25.0,,,14.0,15.0,11.0,5.0,,2.0,11.0,3.0,,,1.0,1.0,,
260,0.0,6,J. Méndez,4.0,0.0,0.0,Jhegson Sebastián Méndez Carabalí,jhegson-mendez,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,False,São Paulo,,276,28,4,Jhegson Méndez,0,94786,,,,,,,,,,,,,,,,,,,,
261,0.7,7,Battaglia,2.36,-0.01,1.11,Rodrigo Andrés Battaglia,battaglia,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,True,Atlético-MG,,282,28,4,Battaglia,20,94845,3.0,,20.0,12.0,,,26.0,3.0,3.0,,2.0,1.0,,,,,,,,
262,1.5,7,L. Fernandes,3.81,-0.14,1.86,Lucas Fernandes da Silva,lucas-fernandes,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,True,Cuiabá,,1371,28,4,Lucas Fernandes,15,94931,1.0,,7.0,13.0,,,7.0,4.0,4.0,,,,1.0,,,,,,,
263,0.0,5,J. Capixaba,10.84,0.0,5.18,Luis Antônio da Rocha Júnior,juninho-capixaba,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,False,Bragantino,,280,28,2,Juninho Capixaba,14,94968,3.0,,41.0,24.0,,3.0,18.0,2.0,3.0,,,,,1.0,,,,,,
264,0.0,6,G. Taliari,3.55,0.0,2.4,Gabriel Pereira Taliari,gabriel-taliari,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,False,Juventude,,286,28,5,Gabriel Taliari,12,95131,,,3.0,17.0,,,7.0,2.0,1.0,2.0,,2.0,,3.0,,,,,,
265,0.0,7,Gregore,4.76,0.0,2.52,Gregore de Magalhães da Silva,gregore,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,False,Botafogo,,263,28,4,Gregore,23,95464,6.0,,50.0,10.0,,,64.0,4.0,3.0,2.0,,,,1.0,,,,1.0,,
266,0.0,6,I. Vinícius,5.55,0.0,4.08,Igor Vinícius de Souza,igor-vinicius,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,False,São Paulo,,276,28,2,Igor Vinícius,20,95466,3.0,,31.0,27.0,,6.0,14.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,1.0
267,0.0,6,Raniele,6.84,0.0,3.66,Raniele Almeida Melo,raniele,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,False,Corinthians,,264,28,4,Raniele,23,95556,6.0,,56.0,24.0,,,24.0,7.0,7.0,,,1.0,,1.0,,,,1.0,,
268,0.0,6,Trauco,3.97,0.0,1.73,Miguel Ángel Trauco Saavedra,trauco,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,False,Criciúma,,288,28,2,Trauco,16,95738,2.0,,11.0,1.0,,1.0,8.0,1.0,5.0,,,,1.0,,,,,,,
269,0.5,7,T. Figueiredo,1.69,-0.34,0.69,Tobias Pereira Figueiredo,tobias-figueiredo,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,True,Criciúma,,288,28,3,Tobias Figueiredo,13,95878,4.0,,7.0,7.0,,1.0,12.0,1.0,2.0,,,,,,,,,,,1.0
270,2.1,3,Machado,2.52,-0.11,1.25,Luiz Filipe da Rosa Machado - Felipe,machado,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,True,Vitória,,287,28,4,Machado,15,96089,3.0,,12.0,10.0,,,13.0,4.0,2.0,,,,,1.0,,,,,,
271,0.5,6,Lima,6.44,-0.31,2.57,Vinicius Moreira de Lima,lima,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,True,Fluminense,,266,28,4,Lima,18,96340,2.0,,13.0,27.0,,,12.0,2.0,9.0,,1.0,,2.0,,,,,,,
272,3.5,7,Charles,5.99,0.09,3.84,Charles Rigon Mattos,charles,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,True,Corinthians,,264,28,4,Charles,7,96342,4.0,,23.0,5.0,,,10.0,2.0,2.0,,,,,2.0,,,,,,
273,0.0,2,M. Pereira,9.08,0.0,5.66,Matheus Fellipe Costa Pereira,matheus-pereira,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,False,Cruzeiro,,283,28,4,Matheus Pereira,23,96610,7.0,,9.0,62.0,,,23.0,12.0,22.0,5.0,,2.0,5.0,7.0,,,,,,
274,0.0,6,M. Dominguez,4.27,0.0,-0.3,Maxime Dominguez,maxime-dominguez,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,False,Vasco,,267,28,4,Maxime Dominguez,1,96614,,,,,,,1.0,,,,,,,,,,,,,
275,0.0,6,Allan,3.51,0.0,1.47,Allan Rodrigues de Souza,allan,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,False,Flamengo,,262,28,4,Allan,20,96652,4.0,,25.0,12.0,,,23.0,3.0,2.0,,,,,,1.0,,,,,
276,2.4,7,G. Milito,8.31,-0.75,4.79,Gabriel Alejandro Milito,gabriel-milito,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,True,Atlético-MG,,282,28,6,Gabriel Milito,26,96673,,,,,,,,,,,,,,,,9.0,,,,
277,0.0,6,Saravia,6.71,0.0,3.97,Renzo Saravia,saravia,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,False,Atlético-MG,,282,28,2,Saravia,20,96725,2.0,,44.0,22.0,,5.0,33.0,1.0,3.0,,,,,1.0,1.0,,,,,
278,0.0,5,Camutanga,2.34,0.0,0.63,Cleidson Andrade da Souza Silva,camutanga,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,False,Vitória,,287,28,3,Camutanga,4,96793,1.0,,3.0,2.0,,,3.0,1.0,2.0,,1.0,,,,,,,,,
279,0.0,6,Carlinhos,2.48,0.0,1.57,Carlos Moisés de Lima,carlinhos,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,False,Flamengo,,262,28,5,Carlinhos,13,96831,2.0,,3.0,2.0,,,8.0,3.0,5.0,,1.0,,2.0,4.0,,,,,,
280,1.2,6,Dudu,2.63,-0.61,1.02,Luís Eduardo Marques dos Santos,dudu,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,True,Criciúma,,288,28,2,Dudu,8,97133,1.0,,3.0,2.0,,1.0,5.0,1.0,,,,,,1.0,,,,,,
281,1.2,3,Villasanti,8.14,-0.08,3.97,Mathías Adalberto Villasanti Rolón,villasanti,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,True,Grêmio,,284,28,4,Villasanti,17,97145,3.0,,43.0,18.0,,,28.0,3.0,2.0,1.0,,,1.0,,,,,,,
282,9.6,6,Janderson,5.38,1.48,2.79,Janderson Santos de Souza,janderson,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,True,Atlético-GO,,373,28,5,Janderson,9,97245,2.0,,10.0,11.0,,,14.0,4.0,5.0,,1.0,,1.0,,,,,,,
283,7.93,7,R. Ceni,9.81,0.65,5.3,Rogério Mücke Ceni,rogerio-ceni,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,True,Bahia,,265,28,6,Rogério Ceni,26,97341,,,,,,,,,,,,,,,,12.0,,,,
284,3.6,7,G. Mosquito,4.97,-0.61,3.15,Gustavo Henric da Silva,gustavo-mosquito,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,True,Vitória,,287,28,5,Gustavo Mosquito,14,97450,2.0,,8.0,13.0,,,7.0,,4.0,2.0,,1.0,2.0,1.0,,,,,,
285,7.6,6,Marçal,7.42,-0.15,5.07,Fernando Marçal de Oliveira,marcal,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,True,Botafogo,,263,28,2,Marçal,14,97468,5.0,,25.0,13.0,,7.0,20.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,
286,0.0,6,Shaylon,4.36,-0.28,2.27,Shaylon Kallyson Cardozo - Cardoso,shaylon,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,True,Atlético-GO,,373,28,4,Shaylon,25,97520,2.0,,15.0,5.0,,,11.0,7.0,16.0,1.0,,1.0,2.0,,,,1.0,,,
287,0.0,5,W. Lepo,4.58,0.0,3.26,William Bernardo Willemen - Willeam Lepu,willean-lepo,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,False,Vitória,,287,28,2,Willean Lepo,20,97522,3.0,,40.0,17.0,,2.0,14.0,3.0,3.0,,,,,2.0,,,,,,
288,0.9,7,F. Torres,6.17,-0.1,2.68,Félix Eduardo Torres Caicedo,felix-torres,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,True,Corinthians,,264,28,3,Félix Torres,18,97642,3.0,,22.0,4.0,,5.0,23.0,1.0,1.0,,,1.0,,2.0,,,,,,
289,0.2,7,Murilo,9.13,-0.61,3.85,Murilo Cerqueira Paim,murilo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,True,Palmeiras,,275,28,3,Murilo,20,97653,4.0,,16.0,5.0,,11.0,27.0,1.0,8.0,,1.0,,1.0,1.0,,,,,,
290,0.1,3,Erick,3.89,0.0,1.71,Erick de Arruda Serafim,erick,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,True,São Paulo,,276,28,5,Erick,15,97810,3.0,,4.0,10.0,,,9.0,2.0,3.0,2.0,,,1.0,,1.0,,,,,
291,6.2,7,L. Ortiz,7.89,0.3,3.54,Leonardo Rech Ortiz,leo-ortiz,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,True,Flamengo,,262,28,3,Léo Ortiz,18,97867,2.0,,23.0,4.0,,4.0,8.0,2.0,4.0,2.0,,1.0,,,,,,,,
292,0.0,6,Iago,6.16,0.0,3.43,Iago Amaral Borduchi,iago,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,False,Bahia,,265,28,2,Iago,9,97868,,,5.0,5.0,,4.0,3.0,2.0,1.0,,,,,,,,,,,
293,0.9,7,Vitão,4.91,-0.2,2.89,Vitor Eduardo da Silva Matos,vitao,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,True,Internacional,,285,28,3,Vitão,16,97900,3.0,,11.0,7.0,,6.0,14.0,3.0,4.0,,,,,,,,,,,
294,-0.3,6,L. Oyama,3.65,-0.23,2.28,Luís Felipe Oyama,luis-oyama,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,True,Juventude,,286,28,4,Luís Oyama,13,97908,1.0,,8.0,5.0,,,5.0,2.0,2.0,,,,2.0,,,,,,,
295,5.2,7,Erick,7.37,0.83,3.7,Erick Luis Conrado de Carvalho,erick,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,True,Athlético-PR,,293,28,4,Erick,24,98022,1.0,,45.0,19.0,,,28.0,5.0,12.0,1.0,,2.0,1.0,1.0,,,,,,
296,0.0,6,P. Raul,2.6,0.0,1.24,Pedro Raul Garay da Silva,pedro-raul,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,False,Corinthians,,264,28,5,Pedro Raul,17,98225,2.0,,12.0,8.0,,,10.0,4.0,4.0,,,,,2.0,,,,,,
297,4.1,7,Bastos,5.85,0.01,3.94,Bartolomeu Jacinto Quissanga,bastos,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,True,Botafogo,,263,28,3,Bastos,26,98280,5.0,,23.0,5.0,,11.0,27.0,1.0,8.0,,,,3.0,2.0,1.0,,,,,
298,5.0,7,Kanu,3.88,0.36,2.2,Victor Hugo Soares dos Santos,kanu,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,True,Bahia,,265,28,3,Kanu,20,98484,9.0,,8.0,20.0,,8.0,26.0,1.0,,,,,,,,,,,,
299,2.9,7,J. Lucas,7.35,0.32,4.59,Jean Lucas de Souza Oliveira,jean-lucas,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,True,Bahia,,265,28,4,Jean Lucas,25,98517,5.0,,31.0,39.0,,,31.0,13.0,26.0,4.0,,,2.0,2.0,,,,,,
300,8.2,7,Kuscevic,6.23,1.16,3.67,Benjamín Kuščević Jaramillo,kuscevic,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,True,Fortaleza,,356,28,3,Kuscevic,14,98619,2.0,,15.0,3.0,,5.0,9.0,3.0,4.0,,1.0,,1.0,2.0,,,,,,
301,1.2,7,Savarino,6.7,0.03,3.78,Jefferson David Savarino Quintero,savarino,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,True,Botafogo,,263,28,5,Savarino,19,98672,3.0,,1.0,5.0,,,7.0,14.0,6.0,4.0,,,4.0,3.0,,,,,,
302,4.5,7,Cuello,6.03,0.2,3.52,Tomás Esteban Cuello,cuello,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,True,Athlético-PR,,293,28,5,Cuello,21,98909,2.0,,17.0,17.0,,,14.0,11.0,12.0,3.0,,2.0,1.0,5.0,,,,,,
303,0.0,5,Viña,4.63,0.0,1.39,Matías Nicolás Viña Susperreguy,vina,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,False,Flamengo,,262,28,2,Viña,9,98974,1.0,,5.0,2.0,,1.0,4.0,1.0,2.0,,,,,,,,,,,
304,0.0,6,Rogel,4.61,0.0,3.32,Agustín Maximiliano Rogel Paita,rogel,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,False,Internacional,,285,28,3,Rogel,4,98975,,,3.0,2.0,,1.0,5.0,3.0,2.0,,,,,,,,,,,
305,9.7,7,Vegetti,12.53,1.32,6.19,Pablo Vegetti,vegetti,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,True,Vasco,,267,28,5,Vegetti,25,99198,5.0,,13.0,57.0,,,27.0,19.0,32.0,1.0,,2.0,9.0,17.0,,,2.0,2.0,,
306,1.3,2,P. Rodríguez,3.86,0.17,2.42,José Luis Rodríguez Bebanz,puma-rodriguez,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,True,Vasco,,267,28,2,Puma Rodríguez,12,99213,,,9.0,1.0,,2.0,2.0,,4.0,1.0,,,,,,,,,,
307,0.5,7,D. Cruz,12.05,-0.79,7.08,Diego Nicolás de la Cruz Arcosa,de-la-cruz,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,True,Flamengo,,262,28,4,De la Cruz,11,99228,1.0,,22.0,30.0,,,13.0,5.0,8.0,2.0,,1.0,2.0,,,,,,,
308,0.2,6,G. Freitas,4.98,-0.38,3.03,Gonzalo Gastón Freitas Silva,gonzalo-freitas,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,True,Atlético-GO,,373,28,4,Gonzalo Freitas,7,99234,4.0,,14.0,5.0,,,11.0,6.0,5.0,,,,,,2.0,,,,,
309,0.0,7,Pochettino,7.59,-0.73,4.77,Tomás Pochettino,pochettino,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,True,Fortaleza,,356,28,4,Pochettino,22,99267,4.0,,23.0,15.0,,,15.0,5.0,8.0,6.0,,,5.0,3.0,1.0,,1.0,1.0,,
310,7.8,7,A. Barboza,5.65,0.45,3.74,Alexander Nahuel Barboza Ullúa,alexander-barboza,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,True,Botafogo,,263,28,3,Alexander Barboza,18,99274,6.0,,19.0,3.0,,9.0,22.0,4.0,6.0,1.0,1.0,,,1.0,1.0,,,,,
311,0.0,5,Dinenno,7.98,0.0,4.95,Juan Ignacio Dinenno de Cara,dinenno,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,False,Cruzeiro,,283,28,5,Dinenno,6,99316,1.0,,1.0,3.0,,,1.0,3.0,1.0,,,,3.0,1.0,,,,,,
312,7.2,7,L. Zubeldía,9.94,0.69,5.18,Luis Francisco Zubeldía,luis-zubeldia,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,True,São Paulo,,276,28,6,Luis Zubeldía,25,99366,,,,,,,,,,,,,,,,13.0,,,,
313,0.0,6,R. Rojas,3.21,0.0,1.84,Robert Samuel Rojas Chávez,robert-rojas,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,False,Vasco,,267,28,3,Robert Rojas,5,99387,,,4.0,,,1.0,2.0,,,,,,,,,,,,,
314,0.0,6,Michael,12.6,0.0,12.2,Michael Richard Delgado de Oliveira,michael,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,False,Flamengo,,262,28,5,Michael,1,99392,,,1.0,2.0,,,,1.0,1.0,,,,1.0,,,,,,,
315,9.1,7,Baralhas,6.73,0.5,4.22,Gabriel Baralhas dos Santos,baralhas,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,True,Atlético-GO,,373,28,4,Baralhas,22,99440,6.0,,42.0,21.0,,,18.0,12.0,14.0,2.0,,,1.0,2.0,,,,,,
316,7.0,7,Rossi,6.02,0.96,2.5,Agustín Daniel Rossi,rossi,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,True,Flamengo,,262,28,1,Rossi,25,99552,,62.0,,4.0,29.0,4.0,,,,,,,,,,,,,1.0,
317,0.0,6,G. Romão,4.54,0.0,3.26,Guilherme Kennedy Romão,guilherme-romao,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,False,Atlético-GO,,373,28,2,Guilherme Romão,22,99623,5.0,,13.0,33.0,,2.0,15.0,7.0,14.0,3.0,1.0,,1.0,4.0,,,,,,
318,2.2,7,Arias,12.64,-0.72,6.58,Jhon Adolfo Arias Andrade,arias,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,True,Fluminense,,266,28,4,Arias,16,99815,3.0,,30.0,45.0,,,17.0,11.0,16.0,1.0,,,3.0,1.0,,,,,,
319,0.0,7,Paulinho,10.12,0.0,4.53,Paulo Henrique Sampaio Filho,paulinho,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,False,Atlético-MG,,282,28,5,Paulinho,21,99818,3.0,,20.0,14.0,,,10.0,11.0,8.0,1.0,1.0,,6.0,8.0,,,,1.0,,
320,0.4,3,A. Franco,6.0,-0.68,2.97,Alan Javier Franco,alan-franco,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,True,São Paulo,,276,28,3,Alan Franco,19,99889,6.0,,19.0,4.0,,8.0,15.0,,4.0,1.0,1.0,,,1.0,,,,,,1.0
321,0.0,6,Carrillo,4.44,-0.16,2.8,Ronie Edmundo Carrillo Morales,carrillo,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,True,Juventude,,286,28,5,Carrillo,8,100076,,,7.0,5.0,,,4.0,2.0,3.0,,,,1.0,1.0,,,,,,
322,0.0,5,Zaracho,7.04,0.0,3.23,Federico Matías Javier Zaracho,zaracho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,False,Atlético-MG,,282,28,4,Zaracho,13,100079,1.0,,15.0,13.0,,,10.0,2.0,4.0,,,,2.0,1.0,,,,,,
323,-1.5,7,I. Gomes,5.16,-1.23,3.51,Igor Silveira Gomes,igor-gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,True,Atlético-MG,,282,28,4,Igor Gomes,15,100084,5.0,,16.0,17.0,,,13.0,3.0,3.0,3.0,,2.0,1.0,,1.0,,,,,
324,0.9,6,P. Augusto,3.15,0.13,1.65,Pedro Augusto Borges da Costa,pedro-augusto,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,True,Fortaleza,,356,28,4,Pedro Augusto,24,100085,7.0,,31.0,21.0,,,28.0,2.0,1.0,1.0,,,,,1.0,,,,,
325,9.7,7,Y. Alberto,8.65,0.68,5.16,Yuri Alberto Monteiro da Silva,yuri-alberto,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,True,Corinthians,,264,28,5,Yuri Alberto,21,100652,4.0,,13.0,34.0,,,24.0,12.0,17.0,4.0,1.0,1.0,5.0,10.0,,,,,,
326,3.6,7,M. Henrique,7.39,0.04,4.72,Matheus Henrique de Souza,matheus-henrique,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,True,Cruzeiro,,283,28,4,Matheus Henrique,10,100742,3.0,,18.0,11.0,,,12.0,3.0,9.0,,,,2.0,,,,,,,
327,6.2,6,Liziero,4.71,0.88,2.58,Igor Matheus Liziero Pereira,liziero,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,True,São Paulo,,276,28,4,Liziero,5,100761,1.0,,10.0,4.0,,,7.0,1.0,1.0,,,,,,,,,,,
328,0.0,6,Brenno,4.0,0.0,0.0,Brenno Oliveira Fraga Costa,brenno,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,False,Grêmio,,284,28,1,Brenno,0,100830,,,,,,,,,,,,,,,,,,,,
329,0.0,6,Ruan,7.94,0.0,5.4,Ruan Tressoldi Netto,ruan,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,False,São Paulo,,276,28,3,Ruan,2,100842,,,5.0,1.0,,1.0,5.0,,1.0,,,,,,,,,,,
330,7.9,7,L. Esteves,4.73,0.42,3.06,Lucas Esteves de Souza,lucas-esteves,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,True,Vitória,,287,28,2,Lucas Esteves,24,100846,8.0,,27.0,19.0,,3.0,26.0,3.0,13.0,2.0,,,1.0,7.0,,,,1.0,,
331,0.0,5,L. Cândido,4.97,0.0,3.13,Luan Cândido de Almeida,luan-candido,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,False,Bragantino,,280,28,3,Luan Cândido,19,100848,4.0,,28.0,6.0,,3.0,32.0,4.0,11.0,,,,1.0,2.0,,,,,,
332,7.2,7,Vitinho,8.13,1.13,5.75,Victor Alexander da Silva,vitinho,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_DbahnIn.png,True,Botafogo,,263,28,2,Vitinho,2,100898,,,4.0,3.0,,1.0,2.0,,1.0,,,,,,,,,,,
333,0.0,6,R. Lopes,3.95,0.0,2.16,Ronald dos Santos Lopes,ronald-lopes,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,False,Criciúma,,288,28,4,Ronald Lopes,17,100969,3.0,,22.0,14.0,,,24.0,1.0,3.0,2.0,,,,,,,,,,
334,0.0,6,Derek,2.87,-0.02,1.27,Derek Freitas Ribeiro,derek,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,True,Atlético-GO,,373,28,5,Derek,16,100976,1.0,,9.0,7.0,,,12.0,2.0,4.0,,1.0,,1.0,1.0,,,,,,
335,0.0,6,Nonato,3.02,0.0,0.8,Gustavo Nonato Santana,nonato,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,False,Fluminense,,266,28,4,Nonato,7,100987,1.0,,3.0,5.0,,,1.0,,1.0,,,,,,,,,,,
336,0.0,6,J. Santos,7.38,-0.21,4.03,José Antonio dos Santos Júnior,junior-santos,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,True,Botafogo,,263,28,5,Júnior Santos,18,101002,2.0,,8.0,15.0,,,16.0,13.0,14.0,2.0,,1.0,3.0,16.0,,,,,,
337,7.23,7,U. Louzer,7.66,1.0,4.37,Umberto Lourenço Louzer Filho,umberto-louzer,https://s.sde.globo.com/media/person_role/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,True,Atlético-GO,,373,28,6,Umberto Louzer,6,101077,,,,,,,,,,,,,,,,2.0,,,,
338,0.0,6,J. Lewis,6.67,-1.06,3.1,Jamal Piaras Lewis,jamal-lewis,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,True,São Paulo,,276,28,2,Jamal Lewis,2,101130,,,1.0,,,1.0,,,,,,,,,,,,,,
339,0.0,6,Ferreira,7.54,0.0,4.23,Aldemir dos Santos Ferreira,ferreira,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,False,São Paulo,,276,28,5,Ferreira,19,101290,4.0,,12.0,28.0,,,11.0,5.0,9.0,1.0,,,5.0,1.0,,,,1.0,,
