,atletas.atleta_id,atletas.clube.id.full.name,atletas.foto,atletas.variacao_num,atletas.apelido,atletas.apelido_abreviado,atletas.media_num,atletas.jogos_num,atletas.entrou_em_campo,atletas.clube_id,atletas.nome,atletas.rodada_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.status_id,atletas.posicao_id,atletas.slug,atletas.pontos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,G,I,SG,DP,PC,FT,PP,PS,CV,V,GC
87,72951,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,0.34,Mercado,Mercado,2.85,4,True,285,Gabriel Iván Mercado,7,5.81,,3,3,mercado,4.0,,,,3.0,4.0,3.0,,,1.0,,,2.0,,,,,,,,
88,73384,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,0.0,Samuel Xavier,S. Xavier,5.0,2,False,266,Samuel Xavier Brito,7,6.32,,6,2,samuel-xavier,0.0,,,1.0,,3.0,2.0,1.0,1.0,,,,,,,,,,,,
89,73620,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,0.59,Bruno Alves,B. Alves,1.33,4,True,1371,Bruno Fabiano Alves,7,3.85,,7,3,bruno-alves,3.9,,,,,3.0,2.0,,1.0,3.0,,,,,,,,,,,
90,73800,Grêmio,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,0.0,Rodrigo Caio,R. Caio,0.0,0,False,284,Rodrigo Caio Coquette Russo,7,6.0,,6,3,rodrigo-caio,0.0,,,,,,,,,,,,,,,,,,,,
91,73991,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,0.0,Walisson Maia,W. Maia,3.6,3,False,288,Walisson Moreira Farias Maia,7,4.87,,7,3,walisson-maia,0.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,
92,74028,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,0.0,Zapata,Zapata,0.0,0,False,287,Cristián Eduardo Zapata Valencia,7,4.0,,6,3,zapata,0.0,,,,,,,,,,,,,,,,,,,,
93,74061,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,0.0,Gatito Fernández,G. Fernández,2.33,3,False,263,Roberto Junior Fernández Torres,7,5.63,,6,1,gatito-fernandez,0.0,6.0,4.0,,,,,,,,,,1.0,,,,,,,,
94,78077,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,-0.93,Madson,Madson,2.82,6,True,293,Madson Ferreira dos Santos,7,4.44,,6,2,madson,-0.3,,,,1.0,1.0,2.0,,1.0,3.0,,,3.0,,,,,,,,
95,78117,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,0.3,Everaldo,Everaldo,5.38,6,True,265,Everaldo Stum,7,7.08,,7,5,everaldo,4.2,,,,1.0,1.0,4.0,4.0,2.0,6.0,3.0,1.0,,,,,,,,,
96,78248,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,0.0,Gustavo Henrique,G. Henrique,2.77,3,False,264,Gustavo Henrique Vernes,7,8.39,,6,3,gustavo-henrique,0.0,,,,,2.0,4.0,,2.0,1.0,,,1.0,,,,,,,,
97,78445,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,0.1,Renê,Renê,5.88,5,True,285,Renê Rodrigues Martins,7,8.81,,7,2,rene,5.0,,,1.0,1.0,9.0,2.0,2.0,1.0,4.0,,,2.0,,,,,,,,
98,78450,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,-0.73,Cláudio Tencati,C. Tencati,5.09,4,True,288,Cláudio Tencati,7,5.62,,7,6,claudio-tencati,2.52,,,,,,,,,,,,,,,,,,,1.0,
99,78548,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,0.0,Jean Mota,J. Mota,0.4,3,False,287,Jean Mota Oliveira de Sousa,7,4.19,,6,4,jean-mota,0.0,,,,,,,1.0,,,,,,,,,,,,,
100,78580,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,-0.05,Jonathan Cafu,J. Cafu,1.18,4,True,1371,Jonathan Renato Barbosa,7,3.27,,7,5,jonathan-cafu,1.2,,,,,3.0,2.0,1.0,,1.0,,,,,,,,,,,
101,78605,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,0.0,Gabriel,Gabriel,0.0,0,False,293,Gabriel Girotto Franco,7,5.0,,6,4,gabriel,0.0,,,,,,,,,,,,,,,,,,,,
102,78715,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,0.11,Ramiro,Ramiro,1.52,5,True,283,Ramiro Moschen Benetti,7,3.91,,6,4,ramiro,2.4,,,,,6.0,2.0,,,2.0,,,,,,,,,,,
103,78850,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,0.0,Reinaldo,Reinaldo,0.0,0,False,284,Reinaldo Manoel da Silva,7,7.0,,7,2,reinaldo,0.0,,,,,,,,,,,,,,,,,,,,
104,78855,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,-0.23,Thiago Santos,T. Santos,0.2,1,True,266,Thiago dos Santos,7,2.77,,6,3,thiago-santos,0.2,,,,,,1.0,,,1.0,,,,,,,,,,,
105,79035,Atlético-GO,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,0.0,Luiz Felipe,L. Felipe,-0.33,3,False,373,Luiz Felipe do Nascimento dos Santos,7,1.61,,6,3,luiz-felipe,0.0,,,,1.0,2.0,2.0,1.0,,,,,,,1.0,,,1.0,1.0,,
106,79113,Bahia,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,0.0,Víctor Cuesta,V. Cuesta,0.85,2,False,265,Víctor Leandro Cuesta,7,4.11,,6,3,victor-cuesta,0.0,,,,1.0,2.0,4.0,,,3.0,,,,,,,,,,,
107,79268,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,0.0,Filipe Augusto,F. Augusto,-1.6,1,False,1371,Filipe Augusto Carvalho Souza,7,1.9,,5,4,filipe-augusto,0.0,,,,1.0,,2.0,,,,,,,,,,,,,,
108,79437,Juventude,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,-0.13,Roger Machado,R. Machado,4.57,5,True,286,Roger Machado Marques,7,6.31,,7,6,roger-machado,3.21,,,,,,,,,,,,,,,,,,,1.0,
109,79631,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,-0.91,Cano,Cano,3.84,5,True,266,Germán Ezequiel Cano,7,9.37,,7,5,cano,3.3,,,,1.0,,3.0,7.0,4.0,3.0,1.0,,,,,,,,,,
110,79701,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,0.18,Lucas Silva,L. Silva,1.73,6,True,283,Lucas Silva Borges,7,5.06,,7,4,lucas-silva,2.5,,,,1.0,3.0,4.0,1.0,1.0,4.0,1.0,,,,,,,,,,1.0
111,79702,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,0.0,Antônio Carlos,A. Carlos,0.85,2,False,266,Antônio Carlos Cunha Capocasali Júnior,7,2.76,,6,3,antonio-carlos,0.0,,,,,1.0,,,,1.0,,,,,,,,,,,
112,80129,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,2.42,Jadson,Jadson,10.08,4,True,286,Jadson Alves dos Santos,7,11.72,,7,4,jadson,15.8,,,2.0,1.0,16.0,7.0,3.0,2.0,8.0,1.0,,,,,,,,1.0,,
113,80196,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,-0.12,Yago Pikachu,Y. Pikachu,0.8,5,False,356,Glaybson Yago Souza Lisboa,7,3.81,,7,4,yago-pikachu,-1.0,,,,2.0,1.0,1.0,,2.0,7.0,,,,,,,,,,,
114,80225,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,-0.61,Rafa Silva,R. Silva,3.83,6,True,283,Rafael da Silva,7,5.62,,7,5,rafa-silva,-0.3,,,,1.0,3.0,6.0,3.0,1.0,4.0,2.0,2.0,,,,,,,,,
115,80287,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,0.0,Luciano,Luciano,7.52,6,False,276,Luciano da Rocha Neves,7,10.66,,7,5,luciano,0.0,,,,3.0,9.0,8.0,3.0,6.0,7.0,3.0,2.0,,,,1.0,,1.0,,,
116,80313,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,0.0,Gilberto,Gilberto,0.0,0,False,265,Gilberto Moraes Júnior,7,6.0,,6,2,gilberto,0.0,,,,,,,,,,,,,,,,,,,,
117,80337,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,-0.14,Arthur Caíke,A. Caíke,0.4,4,True,288,Arthur Caíke do Nascimento Cruz,7,2.46,,6,5,arthur-caike,0.5,,,,,,2.0,1.0,,2.0,,,,,,,,,,,
118,80538,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ybJLR9Q.png,-0.3,Marlon,Marlon,0.0,1,True,266,Marlon Santos da Silva Barbosa,7,2.7,,7,3,marlon,0.0,,,,,,,,,,,,,,,,,,,,
119,80692,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EsqCrwr.png,0.0,Luan,Luan,5.13,3,False,275,Luan Garcia Teixeira,7,7.21,,7,3,luan,0.0,,,,,4.0,3.0,,,3.0,,,2.0,,,,,,,,
120,80853,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,0.0,Pedro Geromel,P. Geromel,5.0,1,False,284,Pedro Tonon Geromel,7,6.43,,6,3,pedro-geromel,0.0,,,,,,,,,,,,1.0,,,,,,,,
121,81091,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,0.0,Jair,Jair,0.0,0,False,267,Jair Rodrigues Júnior,7,4.0,,5,4,jair,0.0,,,,,,,,,,,,,,,,,,,,
122,81150,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,0.0,Mayke,Mayke,4.94,5,False,275,Mayke Rocha de Oliveira,7,8.38,,6,2,mayke,0.0,,,,3.0,11.0,5.0,,,2.0,,,3.0,,,,,,,,
123,81551,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_CBzQtxz.png,4.05,Hugo Mallo,H. Mallo,7.15,2,True,285,Hugo Mallo Novegil,7,7.14,,6,2,hugo-mallo,14.7,,,,1.0,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,,
124,81798,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,-0.83,Rossi,Rossi,1.7,6,True,267,Rosicley Pereira da Silva,7,4.34,,6,5,rossi,-0.6,,,1.0,1.0,5.0,7.0,,,5.0,,2.0,,,,,,,,,
125,81845,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,-0.26,Alisson,Alisson,3.05,7,True,276,Alisson Euler de Freitas Castro,7,5.78,,7,4,alisson,0.8,,,1.0,2.0,9.0,10.0,3.0,,14.0,,,,,,,,,,,
126,81881,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,0.55,João Ricardo,J. Ricardo,5.7,6,True,356,João Ricardo Riedi,7,8.68,,7,1,joao-ricardo,7.0,27.0,4.0,,,1.0,,,,,,,2.0,,,,,,,,
127,81952,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,-1.34,Willian Oliveira,W. Oliveira,4.64,5,True,287,Willian Osmar de Oliveira Silva,7,6.05,,7,4,willian-oliveira,1.3,,,,,8.0,6.0,,3.0,10.0,1.0,,,,,,,,,,
128,82455,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,-1.29,Zé Rafael,Z. Rafael,0.1,3,True,275,José Rafael Vivian,7,6.0,,7,4,ze-rafael,-1.0,,,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,
129,82463,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,0.0,Otávio,Otávio,4.04,5,False,282,Otávio Henrique Passos Santos,7,6.33,,5,4,otavio,0.0,,,,,14.0,6.0,2.0,1.0,4.0,,,,,,,,,,,
130,82627,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,-0.07,Luiz Araújo,L. Araújo,3.78,7,True,262,Luiz de Araújo Guimarães Neto,7,6.92,,7,5,luiz-araujo,1.7,,,,,10.0,8.0,1.0,4.0,9.0,1.0,,,,,,,,,,
131,82628,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,1.37,Tinga,Tinga,3.62,6,True,356,Guilherme de Jesus da Silva,7,5.63,,6,2,tinga,9.1,,,,1.0,11.0,5.0,,,2.0,,,2.0,,,,,,,,
132,82639,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,0.0,Marcelo Hermes,M. Hermes,3.55,4,True,288,Marcelo Gazella Hermes,7,5.15,,7,2,marcelo-hermes,3.3,,,1.0,1.0,4.0,3.0,,1.0,1.0,,,1.0,,,,,,,,
133,82766,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,0.0,Wellington Rato,W. Rato,0.0,0,False,276,Wellington Soares da Silva,7,12.0,,5,4,wellington-rato,0.0,,,,,,,,,,,,,,,,,,,,
134,83257,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,1.46,Gabriel,Gabriel,4.5,2,True,262,Gabriel Barbosa Almeida,7,9.75,,6,5,gabriel,8.5,,,,,,,,,2.0,1.0,,,,,,,,,,
135,83528,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,0.0,Léo Pereira,L. Pereira,3.03,6,False,262,Leonardo Pereira,7,7.71,,2,3,leo-pereira,0.0,,,,3.0,8.0,5.0,,2.0,5.0,,,2.0,,1.0,,,,,,
136,83786,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,0.0,Neris,Neris,1.57,4,False,283,Hueglo dos Santos Neris,7,3.77,,6,3,neris,0.0,,,,,5.0,6.0,1.0,,2.0,,1.0,,,,,,,,,
137,83817,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,-0.21,Clayson,Clayson,0.68,5,True,1371,Clayson Henrique da Silva Vieira,7,3.37,,7,5,clayson,0.9,,,,1.0,,1.0,,1.0,8.0,,1.0,,,,,,,,,
138,84042,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,-1.91,Tiquinho Soares,T. Soares,5.1,4,True,263,Francisco das Chagas Soares dos Santos Meireles,7,12.09,,7,5,tiquinho-soares,-0.9,,,,1.0,2.0,5.0,,2.0,6.0,2.0,1.0,,,,,,,,,
139,84263,Grêmio,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,0.0,Jemerson,Jemerson,3.13,3,False,284,Jemerson de Jesus Nascimento,7,5.81,,6,3,jemerson,0.0,,,,2.0,,2.0,,,4.0,,,2.0,,,,,,,,
140,84266,Criciúma,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,0.0,Alisson,Alisson,2.75,2,False,288,Alisson Machado dos Santos,7,3.05,,6,1,alisson,0.0,8.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,
141,84428,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,-0.06,Fernando Sobral,F. Sobral,3.24,5,True,1371,Fernando Pereira do Nascimento,7,5.45,,7,4,fernando-sobral,3.8,,,,1.0,9.0,2.0,1.0,3.0,7.0,,1.0,,,,,,,,,
142,84558,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,-0.28,Lucas Romero,L. Romero,2.94,5,True,283,Lucas Daniel Romero,7,5.27,,7,4,lucas-romero,1.5,,,,,11.0,3.0,,3.0,6.0,,,,,,,,,1.0,,
143,84587,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,0.0,Fellipe Mateus,F. Mateus,9.27,3,False,288,Fellipe Mateus de Sena Araújo,7,9.93,,6,4,fellipe-mateus,0.0,,,,1.0,3.0,3.0,3.0,,15.0,2.0,,,,1.0,,,,,,
144,84674,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,-0.77,Lucas Evangelista,L. Evangelista,1.17,3,True,280,Lucas Evangelista Santana de Oliveira,7,8.18,,7,4,lucas-evangelista,1.8,,,,1.0,1.0,4.0,1.0,1.0,5.0,,,,,,,,,,,
145,84816,Flamengo,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,-0.79,Varela,Varela,4.5,5,True,262,Guillermo Varela Olivera,7,5.73,,6,2,varela,3.4,,,,,7.0,7.0,1.0,,10.0,,,2.0,,,,,,,,
146,84918,Bahia,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,0.0,Rafael Ratão,R. Ratão,2.97,3,False,265,Rafael Rogério da Silva,7,5.14,,6,5,rafael-ratao,0.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
147,85004,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,-1.18,Marcos Felipe,M. Felipe,5.33,6,True,265,Marcos Felipe de Freitas Monteiro,7,7.76,,7,1,marcos-felipe,2.0,28.0,6.0,,,,,,,,,,2.0,,,,,,,,
148,85034,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,-1.75,Óscar Romero,Ã. Romero,3.52,5,True,263,Óscar David Romero Villamayor,7,6.71,,7,4,oscar-romero,-0.4,,,1.0,2.0,10.0,3.0,1.0,1.0,3.0,,,,,,,,,,,
149,85277,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,1.5,Damián Suárez,D. Suárez,3.42,5,True,263,Damián Nicolás Suárez,7,5.85,,7,2,damian-suarez,9.5,,,,,5.0,5.0,,1.0,4.0,,2.0,2.0,,,,,,,,
150,85465,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO.png,0.0,Alex Santana,A. Santana,-0.1,3,False,293,Alex Paulo Menezes Santana,7,3.48,,6,4,alex-santana,0.0,,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,
151,85626,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,-0.12,Léo,Léo,1.07,7,True,267,Leonardo Pinheiro da Conceição,7,3.13,,7,3,leo,0.9,,,,,5.0,4.0,1.0,,3.0,,,,,,,,,,,
152,85931,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,0.0,Hyoran,Hyoran,0.0,0,False,285,Hyoran Kaue Dalmoro,7,5.0,,6,4,hyoran,0.0,,,,,,,,,,,,,,,,,,,,
153,86292,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,-0.41,Bolasie,Bolasie,7.3,4,True,288,Yannick Bolasie,7,8.11,,7,5,bolasie,7.0,,,2.0,1.0,3.0,4.0,1.0,4.0,5.0,1.0,1.0,,,,1.0,,,,,
154,86362,Vitória,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,0.0,Caio Dantas,C. Dantas,0.0,0,False,287,Caio Henrique da Silva Dantas,7,3.0,,6,5,caio-dantas,0.0,,,,,,,,,,,,,,,,,,,,
155,86410,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,-0.3,Victor Luis,V. Luis,0.0,1,True,267,Victor Luis Chuab Zamblauskas,7,2.7,,6,2,victor-luis,0.0,,,,,,,,,,,,,,,,,,,,
156,86485,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,-0.44,Keno,Keno,2.25,2,True,266,Marcos da Silva França,7,7.72,,7,5,keno,2.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,
157,86508,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,0.0,Jandrei,Jandrei,0.0,0,False,276,Jandrei Chitolina Carniel,7,5.0,,7,1,jandrei,0.0,,,,,,,,,,,,,,,,,,,,
158,86684,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,-1.23,Rodrigo,Rodrigo,3.43,4,True,288,Rodrigo Fagundes de Freitas,7,4.09,,7,3,rodrigo,-0.6,,,,2.0,7.0,4.0,,,3.0,,,1.0,,1.0,1.0,,,,,
159,86686,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,-0.29,Tchê Tchê,T. Tchê,1.38,5,True,263,Danilo das Neves Pinheiro,7,4.2,,7,4,tche-tche,1.0,,,,,3.0,1.0,,2.0,4.0,,,,,,,,,,,
160,86713,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,0.62,Jonathan,Jonathan,2.4,1,True,288,Jonathan Francisco Lemos,7,3.62,,6,2,jonathan,2.4,,,,,2.0,,,,,,,,,,,,,,,
161,86757,Flamengo,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,4.58,Everton,Everton,8.13,4,True,262,Everton Sousa Soares,7,10.21,,7,5,everton,23.6,,,2.0,,3.0,1.0,6.0,4.0,2.0,1.0,2.0,,,,,,,,,
162,86766,Fortaleza,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,0.0,Matheus Rossetto,M. Rossetto,2.9,1,False,356,Matheus Rossetto,7,3.82,,2,4,matheus-rossetto,0.0,,,,,2.0,,,,1.0,,,,,,,,,,,
163,86777,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,-1.32,Danilo Barbosa,D. Barbosa,5.54,7,True,263,Danilo Barbosa da Silva,7,7.98,,3,4,danilo-barbosa,1.3,,,1.0,3.0,10.0,10.0,,1.0,4.0,3.0,,,,,,,1.0,,,
164,86859,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,-0.36,José Welison,J. Welison,1.96,5,True,356,José Welison da Silva,7,4.47,,7,4,jose-welison,1.2,,,,,8.0,2.0,,1.0,,,,,,,,,,,,
165,87008,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,0.56,Léo Jardim,L. Jardim,2.72,7,True,267,Leonardo César Jardim,7,6.78,,7,1,leo-jardim,6.0,36.0,17.0,,,,,,,,,,,,,,,,,,
166,87009,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,0.0,Nathan,Nathan,0.0,0,False,284,Nathan Allan de Souza,7,5.0,,6,4,nathan,0.0,,,,,,,,,,,,,,,,,,,,
167,87225,Bragantino,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,0.8,Pedro Henrique,P. Henrique,4.28,4,True,280,Pedro Henrique Ribeiro Gonçalves,7,6.92,,6,3,pedro-henrique,6.6,,,,,3.0,3.0,,,3.0,1.0,1.0,1.0,,,,,,,,
168,87228,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,-1.68,Guilherme Arana,G. Arana,7.83,6,True,282,Guilherme Antonio Arana Lopes,7,12.32,,6,2,guilherme-arana,1.9,,,1.0,2.0,13.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,,,,,,,,
169,87242,Bahia,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,-0.19,Carlos de Pena,C. Pena,1.18,6,True,265,Carlos María de Pena Bonino,7,3.02,,6,4,carlos-de-pena,0.0,,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,
170,87258,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,-0.76,Soteldo,Soteldo,4.3,5,True,284,Yeferson Julio Soteldo Martínez,7,9.1,,6,5,soteldo,0.5,,,1.0,,3.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,
171,87342,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,0.0,Kannemann,Kannemann,0.0,2,False,284,Walter Kannemann,7,3.4,,7,3,kannemann,0.0,,,,2.0,2.0,3.0,,,1.0,,,,,,,,,,,
172,87391,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,-0.6,Allano,Allano,-0.5,1,True,288,Allano Brendon de Souza Lima,7,3.4,,6,5,allano,-0.5,,,,1.0,,,,,1.0,,,,,,,,,,,
173,87470,Bahia,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,-1.26,Thaciano,Thaciano,2.98,6,True,265,Thaciano Mickael da Silva,7,5.74,,3,4,thaciano,-0.2,,,,2.0,3.0,3.0,1.0,6.0,1.0,1.0,3.0,,,,1.0,,,,,
174,87603,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,0.0,Mateus Pasinato,M. Pasinato,0.0,0,False,1371,Mateus Pasinato,7,3.0,,6,1,mateus-pasinato,0.0,,,,,,,,,,,,,,,,,,,,
175,87660,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,0.67,Galdames,Galdames,2.9,7,True,267,Pablo Ignacio Galdames Millán,7,5.78,,7,4,galdames,6.2,,,1.0,2.0,15.0,18.0,1.0,2.0,4.0,,1.0,,,,,,,,,
176,87747,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,0.0,Yago Felipe,Y. Felipe,0.0,0,False,265,Yago Felipe da Costa Rocha,7,4.0,,6,4,yago-felipe,0.0,,,,,,,,,,,,,,,,,,,,
177,87853,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,0.0,Mauricio Lemos,M. Lemos,4.15,4,False,282,Paolo Mauricio Lemos Merladett,7,11.3,,2,3,mauricio-lemos,0.0,,,,2.0,3.0,7.0,,2.0,1.0,,,3.0,,,,,,,,
