,atletas.atleta_id,atletas.clube.id.full.name,atletas.foto,atletas.variacao_num,atletas.apelido,atletas.apelido_abreviado,atletas.media_num,atletas.jogos_num,atletas.entrou_em_campo,atletas.clube_id,atletas.nome,atletas.rodada_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.status_id,atletas.posicao_id,atletas.slug,atletas.pontos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,G,I,SG,DP,PC,FT,PP,PS,CV,V,GC
178,87863,Flamengo,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,4.51,Arrascaeta,Arrascaeta,6.55,4,True,262,Giorgian Daniel de Arrascaeta Benedetti,7,15.9,,6,4,arrascaeta,22.5,,,2.0,1.0,,3.0,2.0,4.0,9.0,1.0,,,,,,,,,,
179,87999,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,-0.35,Gustavo Scarpa,G. Scarpa,6.02,6,True,282,Gustavo Henrique Furtado Scarpa,7,11.54,,7,4,gustavo-scarpa,2.0,,,2.0,1.0,2.0,4.0,3.0,3.0,8.0,2.0,1.0,,,,,,,,,
180,88033,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,0.0,Alan Empereur,A. Empereur,0.1,4,False,1371,Alan Pereira Empereur,7,2.04,,6,3,alan-empereur,0.0,,,,2.0,1.0,1.0,,,3.0,,,,,,,,,,,
181,88136,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,0.0,Ivan,Ivan,0.0,0,False,285,Ivan Quaresma da Silva,7,3.0,,5,1,ivan,0.0,,,,,,,,,,,,,,,,,,,,
182,88323,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,-0.35,Ángel Romero,Ã. Romero,2.28,7,True,264,Ángel Rodrigo Romero Villamayor,7,5.38,,6,5,angel-romero,0.5,,,,2.0,4.0,3.0,2.0,8.0,11.0,,2.0,,,,,,,,,
183,88393,Flamengo,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,0.0,Ayrton Lucas,A. Lucas,5.53,6,False,262,Ayrton Lucas Dantas de Medeiros,7,8.9,,2,2,ayrton-lucas,0.0,,,,,10.0,4.0,,3.0,8.0,,,2.0,,,2.0,,,,,
184,89141,Cuiabá,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,0.49,Petit,Petit,2.16,1,True,1371,Armando Gonçalves Teixeira,7,3.86,,7,6,petit,2.16,,,,,,,,,,,,,,,,,,,,
185,89224,Criciúma,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,-1.24,Barreto,Barreto,1.82,4,True,288,Gustavo Bonatto Barreto,7,3.11,,7,4,barreto,-2.0,,,1.0,1.0,4.0,10.0,,,3.0,,,,,,,,,,,
186,89256,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,-0.96,Gerson,Gerson,3.05,7,True,262,Gerson Santos da Silva,7,5.66,,7,4,gerson,2.9,,,1.0,,7.0,5.0,1.0,3.0,12.0,,1.0,,,,,,,,,
187,89273,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,0.0,João Pedro,J. Pedro,2.43,3,False,284,João Pedro Maturano dos Santos,7,5.37,,7,2,joao-pedro,0.0,,,,,,1.0,,2.0,2.0,,,1.0,,,,,,,,
188,89275,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,-1.39,William,William,5.6,6,True,283,Willian de Asevedo Furtado,7,9.33,,7,2,william,2.6,,,1.0,1.0,17.0,4.0,1.0,4.0,2.0,,,1.0,,,,,,,,
189,89467,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,-0.78,Erick,Erick,3.02,5,True,286,Erick Samuel Correa Farias,7,4.17,,7,5,erick,1.6,,,,,4.0,1.0,1.0,1.0,2.0,1.0,4.0,,,,,,,,,
190,89493,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,0.0,Igor Rabello,I. Rabello,4.62,4,False,282,Igor Rabello da Costa,7,7.32,,7,3,igor-rabello,0.0,,,,,3.0,2.0,,,1.0,,,3.0,,,,,,,,
191,89637,Internacional,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,-0.02,Thiago Maia,T. Maia,1.92,5,True,285,Thiago Maia Alencar,7,4.64,,6,4,thiago-maia,3.0,,,,,6.0,4.0,1.0,3.0,,,,,,,,,,,,
192,89646,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,0.0,Rodrigo Andrade,R. Andrade,2.23,3,False,287,José Rodrigo Andrade Ramos,7,3.53,,5,4,rodrigo-andrade,0.0,,,,,4.0,3.0,,1.0,4.0,,,,,,,,,,,
193,89695,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,-1.25,Iury Castilho,I. Castilho,3.23,4,True,287,Iury Lirio Freitas de Castilho,7,4.39,,2,5,iury-castilho,0.7,,,,1.0,,6.0,,1.0,8.0,1.0,1.0,,,,1.0,,,,,
194,89840,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,1.67,Calleri,Calleri,4.85,6,True,276,Jonathan Calleri,7,12.02,,7,5,calleri,10.5,,,,1.0,3.0,8.0,1.0,3.0,14.0,2.0,7.0,,,,1.0,,,,,
195,89846,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,-0.59,Cristaldo,Cristaldo,4.7,5,True,284,Franco Cristaldo,7,9.45,,7,4,cristaldo,1.6,,,,,3.0,1.0,,3.0,4.0,2.0,2.0,,,,,,,,,
196,89883,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,-0.32,Dodi,Dodi,1.08,4,True,284,Douglas Moreira Fagundes,7,3.41,,7,4,dodi,0.2,,,,1.0,4.0,5.0,,,4.0,,,,,,,,,,,
197,89918,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,-0.28,Everton Galdino,E. Galdino,0.37,3,True,284,Everton Galdino Moreira,7,2.98,,7,5,everton-galdino,0.0,,,,1.0,1.0,3.0,,1.0,2.0,,,,,,,,,,,
198,90061,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,-0.03,Bruno Pacheco,B. Pacheco,3.14,5,True,356,Bruno de Jesus Pacheco,7,7.79,,7,2,bruno-pacheco,5.0,,,,1.0,4.0,4.0,,2.0,3.0,,,2.0,,,,,,,,
199,90285,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,0.61,Bruno Henrique,B. Henrique,5.65,6,True,262,Bruno Henrique Pinto,7,9.57,,6,5,bruno-henrique,10.1,,,,1.0,7.0,9.0,4.0,2.0,12.0,2.0,2.0,,,,,,1.0,,,
200,90302,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,0.0,Pedro Rocha,P. Rocha,0.0,0,False,356,Pedro Rocha Neves,7,5.0,,6,5,pedro-rocha,0.0,,,,,,,,,,,,,,,,,,,,
201,90303,Bragantino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,0.0,Lincoln,Lincoln,1.0,3,False,280,Lincoln Henrique Oliveira dos Santos,7,5.44,,2,4,lincoln,0.0,,,,,1.0,,,1.0,2.0,,,,,,,,,,,
202,90309,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,0.0,David,David,5.28,6,False,267,David Correa da Fonseca,7,8.67,,6,5,david,0.0,,,1.0,1.0,9.0,7.0,1.0,8.0,7.0,1.0,1.0,,,,,,,,,
203,90449,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,-0.34,Rezende,Rezende,1.33,6,True,265,Júlio César de Rezende Miranda,7,3.76,,6,4,rezende,0.0,,,,1.0,7.0,4.0,,1.0,2.0,,,,,,,,,,,
204,90588,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,0.0,Caíque,Caíque,1.97,4,False,286,Caique de Jesus Gonçalves,7,3.45,,6,4,caique,0.0,,,,3.0,7.0,6.0,,1.0,7.0,,,,,,,,,,,
205,90590,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,0.0,Mateus Claus,M. Claus,0.0,0,False,286,Mateus Eduardo Claus,7,3.0,,6,1,mateus-claus,0.0,,,,,,,,,,,,,,,,,,,,
206,90634,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,1.02,Lucas Mineiro,L. Mineiro,1.57,3,True,1371,Lucas da Silva Izidoro,7,3.15,,7,4,lucas-mineiro,4.5,,,,,3.0,3.0,,,4.0,,,,,,,,,,,
207,90703,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,-0.33,Matheuzinho,Matheuzinho,5.92,6,True,287,Matheus Martins Fogaça de Paulo,7,7.88,,7,4,matheuzinho,2.9,,,2.0,1.0,7.0,6.0,2.0,5.0,11.0,1.0,,,,,,,,,,
208,90715,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,0.0,Luiz Fernando,L. Fernando,4.5,5,False,373,Luiz Fernando Moraes dos Santos,7,7.64,,3,5,luiz-fernando,0.0,,,,2.0,6.0,7.0,2.0,3.0,14.0,1.0,4.0,,,,,,,,,
209,90768,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,-0.65,Fabrício Bruno,F. Bruno,2.82,6,True,262,Fabrício Bruno Soares de Faria,7,5.16,,7,3,fabricio-bruno,1.7,,,,2.0,5.0,2.0,1.0,1.0,3.0,,,2.0,,,,,,,,
210,90943,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,-0.51,Zé Marcos,Z. Marcos,1.78,4,True,286,José Marcos Alves Luis,7,2.37,,7,3,ze-marcos,-0.3,,,,2.0,1.0,3.0,,1.0,6.0,,,1.0,,,,,,,,
211,90947,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,2.57,Cardona,Cardona,7.2,1,True,356,Tomás Cardona,7,4.57,,6,3,cardona,7.2,,,,,1.0,,,,2.0,,,1.0,,,,,,,,
212,91101,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,1.23,Ronaldo,Ronaldo,3.25,6,True,373,Ronaldo de Oliveira Strada,7,4.74,,7,1,ronaldo,8.0,18.0,8.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,
213,91151,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,0.0,Everaldo,Everaldo,0.0,0,False,287,Everaldo Silva do Nascimento,7,5.0,,6,5,everaldo,0.0,,,,,,,,,,,,,,,,,,,,
214,91190,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,-0.7,PK,PK,1.43,3,True,287,Ítaro Patric Cardoso Calmon,7,2.88,,7,2,pk,-0.1,,,,,4.0,1.0,1.0,2.0,,,,,,,,,,1.0,,
215,91254,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,0.17,Carballo,Carballo,1.5,1,True,284,Felipe Ignacio Carballo Ares,7,4.17,,6,4,carballo,1.5,,,,,2.0,3.0,,,,,,,,,,,,,,
216,91473,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,0.11,Erick Pulgar,E. Pulgar,0.88,5,True,262,Erick Antonio Pulgar Farfán,7,3.69,,6,4,erick-pulgar,2.2,,,,1.0,4.0,7.0,1.0,,3.0,,,,,,,,,,,
217,91509,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,0.0,Rodrigo Sam,R. Sam,1.73,3,False,286,Rodrigo Eduardo da Silva,7,2.87,,6,3,rodrigo-sam,0.0,,,,1.0,2.0,4.0,,,,,,1.0,,,,,,,,
218,91521,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,-0.24,Eder,Eder,1.07,3,True,288,Eder Citadin Martins,7,4.06,,6,5,eder,0.8,,,,,,2.0,1.0,2.0,2.0,,,,,,,,,,,
219,91573,São Paulo,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,-0.1,Arboleda,Arboleda,5.29,7,True,276,Robert Abel Arboleda Escobar,7,8.59,,7,3,arboleda,6.7,,,,,10.0,6.0,2.0,,3.0,1.0,1.0,3.0,,,,,,,,
220,91607,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,0.18,Rony,Rony,2.76,7,True,275,Ronielson da Silva Barbosa,7,6.83,,6,5,rony,4.2,,,,1.0,7.0,6.0,5.0,3.0,11.0,,2.0,,,,,,,,,
221,91706,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,-1.83,Marlon,Marlon,2.25,6,True,283,Marlon Rodrigues Xavier,7,7.81,,3,2,marlon,-2.8,,,,,10.0,10.0,,,5.0,,,1.0,,,,,,1.0,,
222,91772,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,0.0,David Duarte,D. Duarte,0.0,0,False,265,David de Duarte Macedo,7,4.0,,6,3,david-duarte,0.0,,,,,,,,,,,,,,,,,,,,
223,91866,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,-0.73,Zé Ivaldo,Z. Ivaldo,2.62,5,True,283,José Ivaldo Almeida Silva,7,4.35,,7,3,ze-ivaldo,2.7,,,,2.0,2.0,9.0,4.0,4.0,5.0,,1.0,1.0,,,,,,,,
224,91908,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,0.0,Pavón,Pavón,6.1,2,False,284,Cristian David Pavón,7,8.63,,2,5,pavon,0.0,,,1.0,,2.0,,4.0,,,,,,,,,,,,,
225,92146,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,0.0,André Luís,A. Luís,0.85,4,False,1371,Andre Luis da Costa Alfredo,7,2.85,,6,5,andre-luis,0.0,,,,,1.0,1.0,,,5.0,,,,,,,,,,,
226,92149,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,0.0,Alario,Alario,-0.35,2,False,285,Lucas Nicolás Alario,7,4.45,,7,5,alario,0.0,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,
227,92180,Atlético-GO,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,1.31,Jair Ventura,J. Ventura,2.89,6,True,373,Jair Ventura,7,5.42,,7,6,jair-ventura,8.36,,,,,,,,,,,,,,,,,,,1.0,
228,92207,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,0.0,Caíque,Caíque,0.0,0,False,284,Caíque Luiz Santos da Purificação,7,4.0,,6,1,caique,0.0,,,,,,,,,,,,,,,,,,,,
229,92237,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,0.0,Rodrigo Ely,R. Ely,2.7,3,False,284,Rodrigo Ely,7,4.47,,7,3,rodrigo-ely,0.0,,,,1.0,2.0,2.0,,1.0,3.0,,,1.0,,,,,,,,
230,92496,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,-0.02,Raul,Raul,-0.25,4,True,280,Raul Lô Gonçalves,7,1.4,,6,4,raul,0.0,,,,,,6.0,,1.0,,,,,,,,,,,,
231,92696,Fortaleza,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,-0.14,Renato Kayzer,R. Kayzer,3.35,6,True,356,Renato Kayzer de Souza,7,5.93,,6,5,renato-kayzer,2.5,,,,1.0,5.0,9.0,4.0,3.0,6.0,1.0,4.0,,,,,,,,,
232,92708,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,0.0,Deyverson,Deyverson,4.3,1,False,1371,Deyverson Brum Silva Acosta,7,8.09,,6,5,deyverson,0.0,,,,,1.0,,1.0,,4.0,,1.0,,,,,,,,,
233,92811,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,0.0,Bruno Rodrigues,B. Rodrigues,0.0,0,False,275,Bruno Rafael Rodrigues do Nascimento,7,5.0,,5,5,bruno-rodrigues,0.0,,,,,,,,,,,,,,,,,,,,
234,92854,Internacional,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,-2.16,Borré,Borré,5.14,5,True,285,Rafael Santos Borré Maury,7,10.44,,6,5,borre,-1.2,,,1.0,2.0,4.0,12.0,6.0,7.0,4.0,1.0,3.0,,,,1.0,1.0,,,,
235,92855,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,0.0,Palacios,Palacios,0.0,0,False,283,Helibelton Palacios Zapata,7,3.0,,6,2,palacios,0.0,,,,,,,,,,,,,,,,,,,,
236,93108,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,0.0,Mateus Vital,M. Vital,3.25,4,False,283,Mateus da Silva Vital Assumpção,7,4.8,,6,4,mateus-vital,0.0,,,,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,
237,93478,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,0.0,Wanderson,Wanderson,1.13,3,False,285,Wanderson Maciel Sousa Campos,7,6.13,,7,5,wanderson,0.0,,,,,3.0,4.0,,,2.0,,,,,,,,,,,
238,93637,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,0.0,Bruno Tubarão,B. Tubarão,1.8,4,False,373,Bruno Nunes de Barros,7,3.9,,6,2,bruno-tubarao,0.0,,,,1.0,5.0,3.0,,2.0,3.0,,,,,,,,,,,
239,93702,Juventude,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,0.0,Gabriel Inocêncio,G. Inocêncio,4.03,3,False,286,Gabriel de Souza Inocêncio,7,4.37,,6,2,gabriel-inocencio,0.0,,,,1.0,6.0,8.0,,1.0,5.0,,,1.0,,,,,,,,
240,93716,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,0.11,Paulo Henrique,P. Henrique,2.38,7,True,267,Paulo Henrique de Oliveira Alves,7,4.8,,6,2,paulo-henrique,2.1,,,,,13.0,14.0,1.0,2.0,5.0,,,,,,,,,,,
241,93790,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,0.04,Marlon Freitas,M. Freitas,2.27,6,True,263,Marlon Rodrigues Freitas,7,4.07,,7,4,marlon-freitas,1.9,,,1.0,2.0,7.0,4.0,,3.0,2.0,,,,,,,,,,,
242,93791,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_DHkocIw.png,-0.15,Danielzinho,Danielzinho,0.3,2,True,373,Daniel Sampaio Simões,7,3.33,,6,4,danielzinho,0.9,,,,,1.0,2.0,,,,,,,,,,,,,,
243,93834,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,0.0,Keiller,Keiller,0.0,0,False,267,Keiller da Silva Nunes,7,4.0,,6,1,keiller,0.0,,,,,,,,,,,,,,,,,,,,
244,93882,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,0.78,Cleiton,Cleiton,4.25,6,True,280,Cleiton Schwengber,7,7.28,,7,1,cleiton,6.0,19.0,4.0,,,,,,,1.0,,,2.0,,,,,,,,
245,93886,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,1.18,Matheusinho,Matheusinho,5.33,3,True,288,Matheus Leonardo Sales Cardoso,7,6.21,,7,4,matheusinho,7.2,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,
246,93988,Fortaleza,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,-1.06,Breno Lopes,B. Lopes,5.48,4,True,356,Breno Henrique Vasconcelos Lopes,7,7.57,,6,5,breno-lopes,2.7,,,2.0,1.0,3.0,3.0,1.0,4.0,12.0,,2.0,,,,,,,,,
247,94044,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,2.19,John Victor,J. Victor,4.18,4,True,263,John Victor Maciel Furtado,7,8.33,,7,1,john-victor,12.0,11.0,3.0,,1.0,,1.0,,,,,,2.0,,,,,,,,
248,94067,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,2.21,Matheus Fernandes,M. Fernandes,8.85,2,True,280,Matheus Fernandes Siqueira,7,9.29,,7,4,matheus-fernandes,11.0,,,1.0,,9.0,3.0,,1.0,4.0,,,,,,,,,,,
249,94138,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,-0.4,Felipe Vizeu,F. Vizeu,0.65,2,True,288,Felipe dos Reis Pereira Vizeu do Carmo,7,3.45,,7,5,felipe-vizeu,-0.3,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,
250,94154,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,0.0,Maycon,Maycon,0.2,2,False,264,Maycon de Andrade Barberan,7,4.65,,5,4,maycon,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
251,94509,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,-0.24,Raphael Veiga,R. Veiga,2.42,6,True,275,Raphael Cavalcante Veiga,7,11.33,,7,4,raphael-veiga,2.1,,,,1.0,7.0,4.0,4.0,6.0,6.0,,3.0,,,,,1.0,,,,
252,94583,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,1.38,Pedro,Pedro,6.58,7,True,262,Pedro Guilherme Abreu dos Santos,7,14.19,,7,5,pedro,15.6,,,1.0,,3.0,5.0,5.0,5.0,10.0,3.0,,,,,,,,,,
253,94845,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,0.42,Battaglia,Battaglia,-0.2,4,True,282,Rodrigo Andrés Battaglia,7,2.75,,7,4,battaglia,2.5,,,,1.0,3.0,8.0,1.0,1.0,,,,,,,,,,1.0,,
254,94853,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_apsV9qH.png,0.41,Eduardo Coudet,E. Coudet,5.34,5,True,285,Eduardo Germán Coudet,7,9.72,,7,6,eduardo-coudet,6.58,,,,,,,,,,,,,,,,,,,3.0,
255,94931,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,0.0,Lucas Fernandes,L. Fernandes,1.2,3,False,1371,Lucas Fernandes da Silva,7,4.62,,6,4,lucas-fernandes,0.0,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
256,94968,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,1.94,Juninho Capixaba,J. Capixaba,5.33,6,True,280,Luis Antônio da Rocha Júnior,7,11.91,,7,2,juninho-capixaba,11.9,,,,2.0,16.0,10.0,,1.0,14.0,,,2.0,,,,,,,,
257,95131,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,0.0,Gabriel Taliari,G. Taliari,0.0,0,False,286,Gabriel Pereira Taliari,7,3.0,,6,5,gabriel-taliari,0.0,,,,,,,,,,,,,,,,,,,,
258,95464,Botafogo,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,-0.41,Gregore,Gregore,1.45,6,True,263,Gregore de Magalhães da Silva,7,3.81,,6,4,gregore,1.2,,,,1.0,10.0,11.0,,,2.0,,,,,,,,,,,
259,95466,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,0.0,Igor Vinícius,I. Vinícius,4.38,6,False,276,Igor Vinícius de Souza,7,4.93,,7,2,igor-vinicius,0.0,,,1.0,3.0,6.0,3.0,1.0,1.0,12.0,,,2.0,,,1.0,,,,,1.0
260,95556,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,0.68,Raniele,Raniele,3.38,6,True,264,Raniele Almeida Melo,7,6.98,,7,4,raniele,6.6,,,,3.0,11.0,7.0,3.0,2.0,14.0,,,,,,,,,,,
261,95662,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,-0.17,Lucas Kal,L. Kal,0.63,3,True,373,Lucas Kal Schenfeld Progioli,7,3.75,,7,4,lucas-kal,1.4,,,,,1.0,1.0,,,2.0,,,,,,,,,,,
262,95738,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,0.0,Trauco,Trauco,0.1,2,False,288,Miguel Ángel Trauco Saavedra,7,3.42,,6,2,trauco,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,
263,95878,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,0.0,Tobias Figueiredo,T. Figueiredo,0.0,0,False,288,Tobias Pereira Figueiredo,7,3.0,,6,3,tobias-figueiredo,0.0,,,,,,,,,,,,,,,,,,,,
264,96089,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,0.0,Machado,Machado,0.0,1,False,283,Luiz Filipe da Rosa Machado - Felipe,7,3.22,,6,4,machado,0.0,,,,,,,,,,,,,,,,,,,,
265,96340,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,0.0,Lima,Lima,4.72,5,False,266,Vinicius Moreira de Lima,7,8.28,,6,4,lima,0.0,,,,2.0,5.0,5.0,,2.0,7.0,2.0,,,,,,,,,,
266,96610,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,-0.89,Matheus Pereira,M. Pereira,6.1,6,True,283,Matheus Fellipe Costa Pereira,7,9.05,,7,4,matheus-pereira,3.2,,,,2.0,2.0,5.0,4.0,5.0,20.0,2.0,1.0,,,,1.0,,,,,
267,96652,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,-0.73,Allan,Allan,2.48,6,True,262,Allan Rodrigues de Souza,7,4.59,,5,4,allan,0.0,,,,2.0,11.0,9.0,2.0,,8.0,,,,,,,,,,,
