,atletas.atleta_id,atletas.apelido,atletas.variacao_num,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.pontos_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.status_id,atletas.preco_num,atletas.nome,atletas.media_num,atletas.foto,atletas.posicao_id,atletas.clube_id,atletas.slug,CA,DS,FC,FF,FS,FT,I,A,FD,G,PP,SG,CV,PC,PS,GC,V,DE,GS,DP
188,89224,Barreto,-0.08,26,,True,Criciúma,7.1,36,Barreto,7,5.82,Gustavo Bonatto Barreto,3.47,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,4,288,barreto,4.0,47.0,43.0,4.0,24.0,2.0,1.0,2.0,4.0,2.0,,,,1.0,,,,,,
189,89256,Gerson,0.3,30,,True,Flamengo,3.7,36,Gerson,3,7.15,Gerson Santos da Silva,4.86,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,4,262,gerson,2.0,35.0,26.0,13.0,59.0,,6.0,7.0,12.0,3.0,,,,,1.0,,,,,
190,89273,João Pedro,-0.02,27,,True,Grêmio,5.5,36,J. Pedro,7,6.08,João Pedro Maturano dos Santos,3.52,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,2,284,joao-pedro,3.0,24.0,10.0,10.0,11.0,2.0,1.0,4.0,4.0,,,6.0,,2.0,,,,,,
191,89275,William,-0.25,31,,True,Cruzeiro,1.8,36,William,7,11.21,Willian de Asevedo Furtado,7.01,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,2,283,william,8.0,77.0,39.0,25.0,18.0,,,3.0,9.0,5.0,,10.0,,,,,,,,
192,89368,Braithwaite,-1.03,12,,True,Grêmio,3.1,36,Braithwaite,7,12.96,Martin Christensen Braithwaite,7.49,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,5,284,braithwaite,1.0,5.0,16.0,8.0,13.0,2.0,6.0,2.0,7.0,7.0,,,,,,1.0,,,,
193,89467,Erick,0.0,28,,False,Juventude,0.0,36,Erick,6,5.48,Erick Samuel Correa Farias,3.04,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,5,286,erick,1.0,26.0,9.0,7.0,8.0,,5.0,2.0,12.0,3.0,,,,,,,,,,
194,89493,Igor Rabello,0.0,14,,False,Atlético-MG,0.0,36,I. Rabello,6,5.51,Igor Rabello da Costa,2.09,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_OdAWsbE.png,3,282,igor-rabello,3.0,12.0,11.0,2.0,5.0,,1.0,,1.0,,,4.0,1.0,1.0,,,,,,
195,89637,Thiago Maia,-0.22,21,,True,Internacional,1.2,36,T. Maia,7,4.82,Thiago Maia Alencar,2.98,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,4,285,thiago-maia,4.0,30.0,22.0,6.0,8.0,,1.0,4.0,2.0,1.0,,,,2.0,,,,,,
196,89840,Calleri,0.0,27,,False,São Paulo,0.0,36,Calleri,6,9.51,Jonathan Calleri,4.05,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,5,276,calleri,6.0,11.0,36.0,14.0,47.0,3.0,26.0,4.0,9.0,5.0,,,,,1.0,,,,,
197,89846,Cristaldo,0.98,29,,True,Grêmio,7.6,36,Cristaldo,7,9.18,Franco Cristaldo,4.26,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,4,284,cristaldo,1.0,24.0,12.0,12.0,32.0,1.0,4.0,2.0,10.0,6.0,,,,,1.0,,,,,
198,89883,Dodi,0.12,27,,True,Grêmio,4.8,36,Dodi,7,4.04,Douglas Moreira Fagundes,2.35,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,4,284,dodi,6.0,43.0,25.0,5.0,28.0,,,1.0,2.0,,,,,,,,,,,
199,90061,Bruno Pacheco,0.0,19,,False,Fortaleza,0.0,36,B. Pacheco,6,8.14,Bruno de Jesus Pacheco,4.12,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,2,356,bruno-pacheco,4.0,25.0,13.0,4.0,18.0,,,1.0,1.0,1.0,,6.0,,,,,,,,
200,90285,Bruno Henrique,-0.32,25,,True,Flamengo,2.0,36,B. Henrique,7,8.38,Bruno Henrique Pinto,4.87,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,5,262,bruno-henrique,6.0,29.0,39.0,11.0,50.0,3.0,6.0,1.0,13.0,5.0,,,,,2.0,,,,,
201,90302,Pedro Rocha,0.36,9,,True,Criciúma,3.0,36,P. Rocha,6,4.16,Pedro Rocha Neves,1.82,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,5,288,pedro-rocha,,5.0,2.0,2.0,4.0,,,1.0,2.0,,,,,,,,,,,
202,90303,Lincoln,0.0,23,,False,Bragantino,0.0,36,Lincoln,6,6.34,Lincoln Henrique Oliveira dos Santos,3.31,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,4,280,lincoln,4.0,19.0,15.0,10.0,32.0,,,2.0,3.0,3.0,,,,,,,,,,
203,90309,David,0.0,23,,False,Vasco,0.0,36,David,5,7.19,David Correa da Fonseca,3.88,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,5,267,david,5.0,24.0,24.0,18.0,23.0,,9.0,3.0,3.0,4.0,,,1.0,,,,,,,
204,90449,Rezende,0.0,17,,False,Bahia,0.0,36,Rezende,6,3.7,Júlio César de Rezende Miranda,1.39,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,4,265,rezende,3.0,16.0,12.0,2.0,13.0,1.0,,,,,,,,,,,,,,
205,90540,Diego Gonçalves,0.0,6,,False,Juventude,0.0,36,D. Gonçalves,6,2.89,Diego Gonçalves,1.05,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,5,286,diego-goncalves,,3.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,
206,90588,Caíque,0.0,16,,False,Juventude,0.0,36,Caíque,5,4.32,Caique de Jesus Gonçalves,2.84,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,4,286,caique,5.0,35.0,17.0,2.0,26.0,,,,,,,,,1.0,,,,,,
207,90590,Mateus Claus,0.0,5,,False,Juventude,0.0,36,M. Claus,6,3.29,Mateus Eduardo Claus,2.3,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,1,286,mateus-claus,3.0,,,,1.0,,,,,,,,,,,,,24.0,10.0,
208,90634,Lucas Mineiro,1.25,27,,True,Cuiabá,8.1,36,L. Mineiro,7,3.48,Lucas da Silva Izidoro,1.31,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,4,1371,lucas-mineiro,6.0,36.0,48.0,4.0,19.0,,1.0,,,,,,,,,,,,,
209,90703,Matheuzinho,-0.75,32,,True,Vitória,0.0,36,Matheuzinho,7,8.42,Matheus Martins Fogaça de Paulo,5.74,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,4,287,matheuzinho,5.0,40.0,21.0,20.0,76.0,1.0,4.0,6.0,16.0,5.0,,,,,1.0,,,,,
210,90715,Luiz Fernando,1.84,30,,True,Atlético-GO,14.2,36,L. Fernando,3,9.68,Luiz Fernando Moraes dos Santos,4.83,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,5,373,luiz-fernando,8.0,29.0,26.0,29.0,51.0,,10.0,,15.0,8.0,,,1.0,,,,,,1.0,
211,90768,Fabrício Bruno,-0.23,25,,True,Flamengo,0.0,36,F. Bruno,6,4.4,Fabrício Bruno Soares de Faria,2.2,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,3,262,fabricio-bruno,4.0,17.0,6.0,6.0,10.0,,,,2.0,1.0,,4.0,,,,,,,,
212,90917,Carlos Eduardo,0.0,15,,False,Vitória,0.0,36,C. Eduardo,6,4.47,Carlos Eduardo Ferreira de Souza,2.92,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,5,287,carlos-eduardo,3.0,18.0,11.0,11.0,19.0,,7.0,1.0,5.0,,,,,1.0,1.0,,,,,
213,90943,Zé Marcos,0.0,19,,False,Juventude,0.0,36,Z. Marcos,6,2.59,José Marcos Alves Luis,1.47,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,3,286,ze-marcos,7.0,15.0,14.0,3.0,21.0,,,,1.0,,,2.0,1.0,,,,,,,
214,90947,Cardona,0.0,15,,False,Fortaleza,0.0,36,Cardona,6,5.73,Tomás Cardona,3.69,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,3,356,cardona,3.0,21.0,22.0,2.0,4.0,,1.0,,1.0,,,7.0,,,,,,,,
215,91101,Ronaldo,0.14,28,,True,Atlético-GO,3.0,36,Ronaldo,7,4.77,Ronaldo de Oliveira Strada,3.52,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,1,373,ronaldo,3.0,,2.0,,4.0,,,1.0,,,,6.0,1.0,,,,,94.0,40.0,2.0
216,91151,Everaldo,0.53,14,,True,Vitória,2.3,36,Everaldo,6,4.06,Everaldo Silva do Nascimento,1.88,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,5,287,everaldo,3.0,6.0,15.0,1.0,15.0,,,,2.0,2.0,,,,,,,,,,
217,91190,PK,0.0,11,,False,Vitória,0.0,36,PK,6,3.27,Ítaro Patric Cardoso Calmon,2.35,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,2,287,pk,1.0,10.0,7.0,3.0,3.0,,2.0,1.0,1.0,,,2.0,1.0,,,,,,,
218,91473,Erick Pulgar,0.0,20,,False,Flamengo,0.0,36,E. Pulgar,6,3.69,Erick Antonio Pulgar Farfán,1.93,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,4,262,erick-pulgar,4.0,34.0,31.0,3.0,13.0,1.0,,,2.0,,,,1.0,,,,,,,
219,91509,Rodrigo Sam,0.0,12,,False,Juventude,0.0,36,R. Sam,6,4.3,Rodrigo Eduardo da Silva,3.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,3,286,rodrigo-sam,4.0,16.0,13.0,1.0,8.0,,1.0,,,1.0,,3.0,1.0,,,,,,,
220,91573,Arboleda,0.0,26,,False,São Paulo,0.0,36,Arboleda,6,7.75,Robert Abel Arboleda Escobar,4.21,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,3,276,arboleda,3.0,35.0,18.0,5.0,11.0,1.0,2.0,,2.0,2.0,,9.0,,,,,,,,
221,91607,Rony,0.0,32,,False,Palmeiras,0.0,36,Rony,6,6.88,Ronielson da Silva Barbosa,3.24,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,5,275,rony,4.0,21.0,22.0,18.0,29.0,1.0,16.0,1.0,18.0,4.0,,,,,,,,,,
222,91627,Dudu Vieira,0.0,4,,False,Juventude,0.0,36,D. Vieira,6,3.3,Carlos Eduardo de Souza Vieira,2.12,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,4,286,dudu-vieira,,6.0,3.0,,2.0,,,,1.0,,,,,,,,,,,
223,91664,Adryelson,0.0,4,,False,Botafogo,0.0,36,Adryelson,6,7.56,Adryelson Shawann Lima Silva,4.2,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,3,263,adryelson,,3.0,2.0,1.0,,1.0,,,,,,2.0,,,,,,,,
224,91706,Marlon,0.07,26,,True,Cruzeiro,1.7,36,Marlon,7,7.42,Marlon Rodrigues Xavier,2.91,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,2,283,marlon,2.0,38.0,30.0,5.0,12.0,,1.0,,2.0,,,7.0,2.0,,,,,,,
225,91772,David Duarte,0.0,3,,False,Bahia,0.0,36,D. Duarte,6,5.61,David de Duarte Macedo,3.3,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,3,265,david-duarte,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,
226,91866,Zé Ivaldo,0.1,26,,True,Cruzeiro,0.0,36,Z. Ivaldo,6,5.03,José Ivaldo Almeida Silva,3.31,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,3,283,ze-ivaldo,8.0,21.0,25.0,13.0,17.0,,3.0,,9.0,1.0,,8.0,,1.0,,,,,,
227,91908,Pavón,-0.46,18,,True,Grêmio,-1.3,36,Pavón,6,5.65,Cristian David Pavón,2.55,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,5,284,pavon,4.0,10.0,11.0,10.0,7.0,,1.0,2.0,10.0,1.0,,,,,,,,,,
228,92075,Ramón Díaz,0.18,24,,True,Corinthians,8.05,36,R. Díaz,6,9.29,Ramón Ángel Díaz,5.71,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,6,264,ramon-diaz,,,,,,,,,,,,,,,,,12.0,,,
229,92087,Lyanco,0.0,9,,False,Atlético-MG,0.0,36,Lyanco,7,5.93,Lyanco Evangelista Silveira Neves Vojnovic,2.82,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,3,282,lyanco,4.0,15.0,16.0,4.0,2.0,,1.0,,,,,3.0,1.0,,,,,,,
230,92146,André Luís,0.0,17,,False,Cuiabá,0.0,36,A. Luís,6,2.2,Andre Luis da Costa Alfredo,0.77,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,5,1371,andre-luis,2.0,4.0,8.0,3.0,14.0,,2.0,,3.0,,,,,,,,,,,
231,92149,Alario,0.0,13,,False,Internacional,0.0,36,Alario,6,2.27,Lucas Nicolás Alario,0.2,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,5,285,alario,4.0,1.0,14.0,9.0,4.0,,9.0,,2.0,,,,,1.0,,,,,,
232,92207,Caíque,0.0,4,,False,Grêmio,0.0,36,Caíque,6,3.71,Caíque Luiz Santos da Purificação,1.5,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,1,284,caique,1.0,,,,,,,,,,,,,,,,,13.0,6.0,
233,92237,Rodrigo Ely,0.0,18,,False,Grêmio,0.0,36,R. Ely,6,4.96,Rodrigo Ely,3.76,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,3,284,rodrigo-ely,5.0,20.0,13.0,7.0,10.0,1.0,1.0,,6.0,1.0,,5.0,,1.0,,,,,,
234,92440,André Ramalho,0.43,16,,True,Corinthians,3.7,36,A. Ramalho,6,5.81,André Ramalho Silva,2.58,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,3,264,andre-ramalho,5.0,19.0,18.0,3.0,6.0,,1.0,1.0,2.0,,,4.0,1.0,1.0,,,,,,
235,92496,Raul,0.0,25,,False,Bragantino,0.0,36,Raul,6,2.74,Raul Lô Gonçalves,2.19,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,4,280,raul,2.0,33.0,19.0,5.0,13.0,,,1.0,2.0,1.0,,,,,,1.0,,,,
236,92696,Renato Kayzer,0.0,27,,False,Fortaleza,0.0,36,R. Kayzer,6,5.47,Renato Kayzer de Souza,3.39,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,5,356,renato-kayzer,2.0,15.0,33.0,14.0,24.0,1.0,8.0,1.0,8.0,6.0,,,1.0,,,,,,,
237,92708,Deyverson,0.0,14,,False,Atlético-MG,0.0,36,Deyverson,7,5.77,Deyverson Brum Silva Acosta,2.37,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,5,282,deyverson,3.0,2.0,11.0,5.0,20.0,,9.0,1.0,5.0,2.0,1.0,,,,1.0,,,,,
238,92811,Bruno Rodrigues,0.0,0,,False,Palmeiras,0.0,36,B. Rodrigues,5,5.0,Bruno Rafael Rodrigues do Nascimento,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,5,275,bruno-rodrigues,,,,,,,,,,,,,,,,,,,,
239,92854,Borré,0.0,17,,False,Internacional,0.0,36,Borré,6,12.02,Rafael Santos Borré Maury,6.51,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,5,285,borre,4.0,19.0,30.0,18.0,12.0,1.0,9.0,2.0,13.0,7.0,1.0,,,,1.0,,,,,
240,92981,Ronaldo,0.0,9,,False,Juventude,0.0,36,Ronaldo,6,8.71,Ronaldo da Silva Souza,5.34,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,4,286,ronaldo,1.0,18.0,17.0,3.0,6.0,,,2.0,1.0,2.0,,,,,,,,,,
241,93108,Mateus Vital,0.04,18,,True,Cruzeiro,0.4,36,M. Vital,7,3.45,Mateus da Silva Vital Assumpção,1.51,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,4,283,mateus-vital,,2.0,5.0,5.0,14.0,,,1.0,2.0,1.0,,,,,,,,,,
242,93478,Wanderson,-1.54,19,,True,Internacional,1.0,36,Wanderson,6,4.95,Wanderson Maciel Sousa Campos,2.25,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,5,285,wanderson,2.0,10.0,12.0,4.0,12.0,,2.0,1.0,5.0,2.0,,,,,,,,,,
243,93637,Bruno Tubarão,0.08,21,,True,Atlético-GO,1.7,36,B. Tubarão,7,4.11,Bruno Nunes de Barros,2.77,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,2,373,bruno-tubarao,2.0,21.0,13.0,4.0,16.0,1.0,1.0,,4.0,,,4.0,,,,,,,,
244,93702,Gabriel Inocêncio,0.0,14,,False,Juventude,0.0,36,G. Inocêncio,6,4.4,Gabriel de Souza Inocêncio,3.22,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,2,286,gabriel-inocencio,2.0,19.0,19.0,3.0,15.0,,2.0,,1.0,,,4.0,,1.0,,,,,,
245,93716,Paulo Henrique,0.0,33,,False,Vasco,0.0,36,P. Henrique,7,6.03,Paulo Henrique de Oliveira Alves,3.85,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,2,267,paulo-henrique,5.0,68.0,39.0,9.0,24.0,,,,4.0,1.0,,6.0,,,,,,,,
246,93790,Marlon Freitas,0.0,29,,False,Botafogo,0.0,36,M. Freitas,6,4.2,Marlon Rodrigues Freitas,2.31,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,4,263,marlon-freitas,7.0,27.0,21.0,12.0,5.0,2.0,1.0,5.0,4.0,,,,,,,,,,,
247,93834,Keiller,0.0,0,,False,Vasco,0.0,36,Keiller,6,4.0,Keiller da Silva Nunes,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,1,267,keiller,,,,,,,,,,,,,,,,,,,,
248,93882,Cleiton,-0.15,26,,True,Bragantino,-0.5,36,Cleiton,7,6.16,Cleiton Schwengber,3.73,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,1,280,cleiton,4.0,,1.0,,8.0,,,,,,,6.0,1.0,,,,,86.0,30.0,2.0
249,93886,Matheusinho,-0.16,23,,True,Criciúma,0.0,36,Matheusinho,6,6.0,Matheus Leonardo Sales Cardoso,4.06,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,4,288,matheusinho,2.0,19.0,12.0,10.0,24.0,1.0,2.0,3.0,5.0,4.0,,,,,,,,,,
250,93988,Breno Lopes,0.03,28,,True,Fortaleza,1.5,36,B. Lopes,7,7.46,Breno Henrique Vasconcelos Lopes,4.46,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,5,356,breno-lopes,6.0,16.0,15.0,20.0,50.0,1.0,7.0,3.0,13.0,5.0,,,,,2.0,,,,,
251,94044,John,0.0,32,,False,Botafogo,0.0,36,John,3,7.24,John Victor Maciel Furtado,4.73,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,1,263,john,2.0,,1.0,,3.0,,,,,,,16.0,,,,,,88.0,23.0,1.0
252,94067,Matheus Fernandes,-0.85,13,,True,Bragantino,0.4,36,M. Fernandes,7,7.56,Matheus Fernandes Siqueira,4.26,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,4,280,matheus-fernandes,4.0,33.0,20.0,6.0,11.0,,,1.0,2.0,1.0,,,,,,,,,,
253,94138,Felipe Vizeu,-0.5,14,,True,Criciúma,0.6,36,F. Vizeu,7,3.06,Felipe dos Reis Pereira Vizeu do Carmo,1.75,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,5,288,felipe-vizeu,1.0,3.0,6.0,2.0,8.0,1.0,2.0,,2.0,2.0,,,1.0,,,,,,,
254,94154,Maycon,0.0,2,,False,Corinthians,0.0,36,Maycon,5,4.65,Maycon de Andrade Barberan,0.2,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,4,264,maycon,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
255,94509,Raphael Veiga,0.0,30,,False,Palmeiras,0.0,36,R. Veiga,6,12.73,Raphael Cavalcante Veiga,6.34,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,4,275,raphael-veiga,3.0,19.0,16.0,33.0,43.0,1.0,4.0,3.0,24.0,11.0,1.0,,1.0,,,,,,,
256,94583,Pedro,0.0,21,,False,Flamengo,0.0,36,Pedro,5,13.93,Pedro Guilherme Abreu dos Santos,7.9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,5,262,pedro,3.0,15.0,14.0,11.0,25.0,2.0,3.0,5.0,15.0,11.0,1.0,,,,1.0,,,,,
257,94786,Jhegson Méndez,0.0,0,,False,São Paulo,0.0,36,J. Méndez,6,4.0,Jhegson Sebastián Méndez Carabalí,0.0,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,4,276,jhegson-mendez,,,,,,,,,,,,,,,,,,,,
258,94845,Battaglia,0.0,21,,False,Atlético-MG,0.0,36,Battaglia,7,2.44,Rodrigo Andrés Battaglia,1.11,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,4,282,battaglia,3.0,21.0,26.0,3.0,12.0,1.0,,,3.0,,,,2.0,,,,,,,
259,94968,Juninho Capixaba,-1.41,21,,True,Bragantino,1.4,36,J. Capixaba,7,10.12,Luis Antônio da Rocha Júnior,5.33,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,2,280,juninho-capixaba,4.0,58.0,31.0,4.0,28.0,1.0,1.0,,3.0,1.0,,5.0,,1.0,,,,,,
260,95131,Gabriel Taliari,0.0,18,,False,Juventude,0.0,36,G. Taliari,6,3.53,Gabriel Pereira Taliari,2.27,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,5,286,gabriel-taliari,1.0,4.0,9.0,4.0,27.0,2.0,5.0,2.0,3.0,1.0,1.0,,,,,,,,,
261,95464,Gregore,0.0,30,,False,Botafogo,0.0,36,Gregore,6,3.84,Gregore de Magalhães da Silva,2.74,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,4,263,gregore,8.0,69.0,87.0,4.0,13.0,,1.0,2.0,4.0,1.0,,,,,1.0,,,,,
262,95466,Igor Vinícius,0.32,28,,True,São Paulo,5.3,36,I. Vinícius,7,6.38,Igor Vinícius de Souza,3.9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,2,276,igor-vinicius,5.0,44.0,17.0,3.0,34.0,1.0,1.0,2.0,1.0,,,8.0,1.0,1.0,,1.0,,,,
263,95556,Raniele,-0.02,31,,True,Corinthians,2.4,36,Raniele,6,6.4,Raniele Almeida Melo,3.4,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,4,264,raniele,7.0,70.0,32.0,9.0,27.0,1.0,1.0,,11.0,,,,,,1.0,,,,,
264,95738,Trauco,-0.38,21,,True,Criciúma,1.7,36,Trauco,6,3.77,Miguel Ángel Trauco Saavedra,1.73,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,2,288,trauco,3.0,15.0,14.0,5.0,2.0,,,,2.0,1.0,,2.0,,,,,,,,
265,95878,Tobias Figueiredo,-0.57,20,,True,Criciúma,1.2,36,T. Figueiredo,7,2.07,Tobias Pereira Figueiredo,1.2,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,3,288,tobias-figueiredo,4.0,12.0,15.0,2.0,7.0,,,,1.0,,,3.0,,,,1.0,,,,
266,96089,Machado,0.04,22,,True,Vitória,1.2,36,Machado,6,2.48,Luiz Filipe da Rosa Machado - Felipe,1.36,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,4,287,machado,4.0,19.0,17.0,3.0,10.0,1.0,1.0,,5.0,,,,,,,,,,,
267,96340,Lima,-0.07,23,,True,Fluminense,0.9,36,Lima,7,6.76,Vinicius Moreira de Lima,3.15,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,4,266,lima,4.0,22.0,17.0,13.0,38.0,1.0,,,2.0,3.0,,,1.0,1.0,,,,,,
268,96342,Charles,0.0,12,,False,Corinthians,0.0,36,Charles,6,5.22,Charles Rigon Mattos,3.06,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,4,264,charles,4.0,31.0,11.0,2.0,6.0,,2.0,,2.0,,,,,,,,,,,
269,96610,Matheus Pereira,-1.22,30,,True,Cruzeiro,1.2,36,M. Pereira,7,9.38,Matheus Fellipe Costa Pereira,5.66,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,4,283,matheus-pereira,9.0,16.0,28.0,27.0,83.0,2.0,8.0,7.0,14.0,6.0,,,,,,,,,,
270,96614,Maxime Dominguez,0.98,5,,True,Vasco,8.1,36,M. Dominguez,6,5.96,Maxime Dominguez,3.68,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,4,267,maxime-dominguez,1.0,9.0,6.0,,5.0,,1.0,,,1.0,,,,,,,,,,
271,96652,Allan,0.0,23,,False,Flamengo,0.0,36,Allan,6,3.17,Allan Rodrigues de Souza,1.24,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,4,262,allan,5.0,27.0,27.0,3.0,14.0,,,,3.0,,,,1.0,1.0,,,,,,
