,atletas.atleta_id,atletas.apelido,atletas.variacao_num,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.pontos_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.status_id,atletas.preco_num,atletas.nome,atletas.media_num,atletas.foto,atletas.posicao_id,atletas.clube_id,atletas.slug,CA,DS,FC,FF,FS,FT,I,A,FD,G,PP,SG,CV,PC,PS,GC,V,DE,GS,DP
374,103575,Caetano,0.0,5,,False,Corinthians,0.0,36,Caetano,6,2.93,João Victor Andrade Caetano,0.22,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,3,264,caetano,,4.0,4.0,,1.0,,,,,,,,1.0,,,,,,,
375,103672,Gabriel Fuentes,-1.02,4,,True,Fluminense,0.0,36,G. Fuentes,6,4.37,Gabriel Rafael Fuentes Gómez,1.3,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,2,266,gabriel-fuentes,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
376,103684,Kaíque Rocha,0.0,28,,False,Athlético-PR,0.0,36,K. Rocha,6,6.02,Kaíque Rocha Lima,3.35,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,3,293,kaique-rocha,3.0,40.0,18.0,6.0,10.0,,1.0,1.0,4.0,,,7.0,,,,,,,,
377,103695,Jadsom Silva,-0.65,26,,True,Bragantino,0.0,36,J. Silva,6,2.49,Jadsom Meemyas de Oliveira da Silva,1.41,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,4,280,jadsom-silva,8.0,42.0,33.0,5.0,4.0,,,,1.0,,,,1.0,,,,,,,
378,103764,Gabriel Veron,0.0,24,,False,Cruzeiro,0.0,36,G. Veron,6,5.41,Gabriel Veron Fonseca de Souza,3.51,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,5,283,gabriel-veron,3.0,21.0,12.0,8.0,5.0,1.0,2.0,2.0,3.0,5.0,,,,,,,,,,
379,103767,Gabriel Menino,0.0,24,,False,Palmeiras,0.0,36,G. Menino,6,4.78,Gabriel Vinícius Menino,2.4,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,4,275,gabriel-menino,7.0,28.0,29.0,17.0,23.0,1.0,5.0,,6.0,1.0,,,1.0,,,,,,,
380,103987,Higor Meritão,0.0,15,,False,Criciúma,0.0,36,H. Meritão,6,4.06,Higor Matheus Meritão,3.0,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,4,288,higor-meritao,3.0,18.0,18.0,8.0,12.0,,1.0,,3.0,2.0,,,,,,,,,,
381,104075,Sabino,0.0,11,,False,São Paulo,0.0,36,Sabino,6,5.62,José Sabino Chagas Monteiro,3.43,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,3,276,sabino,3.0,12.0,10.0,4.0,5.0,,,,3.0,,,4.0,,,,,,,,
382,104085,Bruno Fuchs,0.0,23,,False,Atlético-MG,0.0,36,B. Fuchs,6,5.07,Bruno de Lara Fuchs,2.3,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,3,282,bruno-fuchs,7.0,32.0,21.0,1.0,14.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,,,,,,
383,104118,Lucas Arcanjo,0.04,34,,True,Vitória,7.5,36,L. Arcanjo,7,4.7,Lucas Willians Assis Arcanjo,2.86,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,1,287,lucas-arcanjo,4.0,,,,8.0,,,,,,,7.0,,,,,,112.0,49.0,
384,104153,Ruan,0.0,0,,False,Corinthians,0.0,36,Ruan,6,3.0,Ruan de Oliveira Ferreira,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,4,264,ruan,,,,,,,,,,,,,,,,,,,,
385,104191,Raul,0.0,0,,False,Botafogo,0.0,36,Raul,6,2.0,Raul Jonas Steffens,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,1,263,raul,,,,,,,,,,,,,,,,,,,,
386,104204,Edson Carioca,0.0,12,,False,Juventude,0.0,36,E. Carioca,6,4.67,Edson Guilherme Mendes dos Santos,4.19,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,5,286,edson-carioca,2.0,12.0,16.0,5.0,15.0,,2.0,1.0,2.0,3.0,,,,,,,,,,
387,104250,João Victor,-0.64,20,,True,Vasco,2.4,36,J. Victor,7,4.88,João Victor da Silva Marcelino,2.5,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,3,267,joao-victor,4.0,22.0,11.0,3.0,20.0,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,
388,104253,Adriano Martins,0.3,30,,True,Atlético-GO,2.1,36,A. Martins,7,4.58,Adriano Martins da Fonseca,2.95,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,3,373,adriano-martins,7.0,48.0,29.0,9.0,11.0,,2.0,,5.0,,,6.0,,2.0,,,,,,
389,104257,João Lucas,0.0,24,,False,Juventude,0.0,36,J. Lucas,6,6.02,João Lucas de Almeida Carvalho,4.55,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,2,286,joao-lucas,6.0,40.0,26.0,10.0,25.0,,,5.0,4.0,1.0,,4.0,,,,1.0,,,,
390,104383,Matheus Mendes,0.0,11,,False,Atlético-MG,0.0,36,M. Mendes,6,4.52,Matheus Mendes Werneck de Oliveira,2.86,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,1,282,matheus-mendes,1.0,,,,3.0,,,,,,,1.0,,,,,,37.0,18.0,1.0
391,104502,Christian,-0.09,21,,True,Athlético-PR,-0.1,36,Christian,7,4.36,Christian Roberto Alves Cardoso,1.89,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,4,293,christian,7.0,23.0,36.0,7.0,24.0,,4.0,,4.0,1.0,,,,,,,,,,
392,104528,Igor Jesus,0.0,19,,False,Botafogo,0.0,36,I. Jesus,6,7.66,Igor Jesus Maciel da Cruz,5.51,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,5,263,igor-jesus,2.0,7.0,19.0,19.0,39.0,2.0,10.0,1.0,16.0,5.0,,,,,,,,,,
393,104588,Fabrício,0.0,1,,False,Bragantino,0.0,36,Fabrício,6,0.64,Fabrício Oliveira de Souza,2.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,1,280,fabricio,1.0,,,,,,,,,,,,,,,,,5.0,2.0,
394,104666,Moisés,-0.22,22,,True,Fortaleza,0.0,36,Moisés,6,4.66,Moisés Vieira da Veiga,2.96,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,5,356,moises,,7.0,2.0,11.0,6.0,1.0,5.0,1.0,5.0,4.0,,,,,,,,,,
395,104693,Newton,-0.06,25,,True,Criciúma,2.8,36,Newton,3,3.76,Newton Araújo da Costa Júnior,2.61,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,4,288,newton,5.0,38.0,47.0,13.0,19.0,,2.0,1.0,5.0,1.0,,,,,,,,,,
396,104754,Juan Vojvoda,-0.47,33,,True,Fortaleza,1.71,36,J. Vojvoda,7,8.82,Juan Pablo Vojvoda Rizzo,5.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,6,356,juan-vojvoda,,,,,,,,,,,,,,,,,18.0,,,
397,104759,Leo Godoy,-0.1,23,,True,Athlético-PR,0.6,36,L. Godoy,7,5.89,Leonardo Ezequiel Godoy,2.64,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,2,293,leo-godoy,5.0,14.0,29.0,4.0,15.0,,1.0,2.0,,1.0,,6.0,,1.0,,,,,,
398,104783,Acevedo,-0.16,6,,True,Bahia,0.6,36,Acevedo,6,4.04,Nicolás Brian Acevedo Tabárez,1.27,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,4,265,acevedo,,4.0,4.0,1.0,4.0,,,,1.0,,,,,,,,,,,
399,104849,Arezo,0.0,8,,False,Grêmio,0.0,36,Arezo,6,4.16,Douglas Matías Arezo Martínez,1.51,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,5,284,arezo,,3.0,3.0,4.0,1.0,,1.0,,4.0,,,,,,1.0,,,,,
400,104994,Wagner Leonardo,1.1,33,,True,Vitória,7.4,36,W. Leonardo,7,6.28,Wagner Leonardo Calvelo de Souza,3.94,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,3,287,wagner-leonardo,4.0,38.0,14.0,8.0,9.0,,2.0,,6.0,5.0,,8.0,1.0,,,1.0,,,,
401,105047,João Marcelo,-0.12,27,,True,Cruzeiro,0.0,36,J. Marcelo,7,4.31,João Marcelo Messias Ferreira,2.94,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,3,283,joao-marcelo,6.0,26.0,18.0,5.0,10.0,,2.0,2.0,3.0,,,8.0,1.0,,,,,,,
402,105300,Ferraresi,0.0,14,,False,São Paulo,0.0,36,Ferraresi,6,6.86,Nahuel Adolfo Ferraresi Hernández,4.8,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,3,276,ferraresi,2.0,22.0,10.0,2.0,4.0,1.0,,1.0,1.0,1.0,,5.0,,,,,,,,
403,105301,Hurtado,0.2,16,,True,Atlético-GO,1.2,36,Hurtado,6,3.88,Jan Carlos Hurtado Anchico,1.46,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,5,373,hurtado,1.0,9.0,21.0,3.0,9.0,,4.0,,7.0,1.0,,,1.0,,,,,,,
404,105373,Gabriel Xavier,-0.44,31,,True,Bahia,-0.3,36,G. Xavier,6,5.15,Gabriel Lheman Xavier - Lhman,3.09,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,3,265,gabriel-xavier,6.0,41.0,40.0,8.0,10.0,,,,7.0,,,9.0,,,,,,,,
405,105531,Matheus Bidu,2.55,21,,True,Corinthians,21.0,36,M. Bidu,6,9.54,Matheus Lima Beltrão Oliveira Valin,4.79,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,2,264,matheus-bidu,2.0,26.0,10.0,8.0,20.0,,2.0,1.0,6.0,2.0,,6.0,,,,,,,,
406,105568,Lucero,-0.01,27,,True,Fortaleza,0.5,36,Lucero,7,7.66,Juan Martín Lucero,3.21,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,5,356,lucero,8.0,6.0,34.0,15.0,24.0,,8.0,1.0,11.0,7.0,,,,,,,,,,
407,105584,Lucas Piton,-0.14,30,,True,Vasco,0.9,36,L. Piton,2,6.5,Lucas Piton Crivellaro,3.96,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,2,267,lucas-piton,5.0,58.0,29.0,9.0,11.0,,,4.0,2.0,1.0,,4.0,,,,,,,,
408,105585,Roni,0.14,20,,True,Atlético-GO,2.6,36,Roni,7,3.47,Roni Medeiros de Moura,2.12,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,4,373,roni,4.0,24.0,14.0,5.0,10.0,,,,4.0,1.0,,,,,,,,,,
409,105647,Maurício,0.0,21,,False,Palmeiras,0.0,36,Maurício,6,5.41,Maurício Magalhães Prado,2.65,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,4,275,mauricio,2.0,11.0,11.0,9.0,23.0,1.0,,,7.0,2.0,,,,,2.0,,,,,
410,105786,Talles Magno,-0.88,12,,True,Corinthians,0.0,36,T. Magno,6,6.65,Talles Magno Bacelar Martins,3.44,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,5,264,talles-magno,2.0,7.0,8.0,4.0,9.0,1.0,2.0,1.0,4.0,2.0,,,,,1.0,,,,,
411,105811,Wesley,-0.38,28,,True,Internacional,9.3,36,Wesley,7,12.05,Wesley Ribeiro Silva,7.5,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,5,285,wesley,10.0,44.0,54.0,20.0,77.0,4.0,8.0,1.0,18.0,11.0,,,,,3.0,,,,,
412,105842,Edu,1.2,10,,True,Vitória,8.1,36,Edu,7,4.96,Lucas Eduardo Ribeiro de Souza,2.56,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,3,287,edu,1.0,8.0,5.0,1.0,3.0,,,,1.0,,,3.0,,,,,,,,
413,105844,Belezi,2.27,5,,True,Athlético-PR,10.8,36,Belezi,7,5.35,Lucas Belezi Barbosa,4.06,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,3,293,belezi,2.0,6.0,5.0,3.0,,,,,1.0,1.0,,1.0,,,,,,,,
414,105845,Matheus Araújo,0.0,4,,False,Corinthians,0.0,36,M. Araújo,6,2.76,Matheus de Araújo Andrade,0.43,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,4,264,matheus-araujo,,1.0,,,1.0,,,,,,,,,,,,,,,
415,105911,Rômulo,-0.18,23,,True,Internacional,2.0,36,Rômulo,6,3.74,Rômulo Zanre Zwarg,2.22,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,4,285,romulo,2.0,38.0,32.0,5.0,15.0,1.0,1.0,,2.0,,,,,,,,,,,
416,105949,Rochet,0.65,22,,True,Internacional,4.0,36,Rochet,7,6.06,Sergio Ramón Rochet Álvarez,3.59,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,1,285,rochet,3.0,,,,6.0,,,,,,,7.0,,,,,,63.0,19.0,
417,106082,Ewerthon,0.0,19,,False,Juventude,0.0,36,Ewerthon,6,5.65,Ewerthon Diógenes da Silva,3.33,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,2,286,ewerthon,1.0,16.0,4.0,10.0,9.0,,1.0,2.0,5.0,1.0,,2.0,,,,,,,,
418,106147,Thiago Carpini,0.64,32,,True,Vitória,8.09,36,T. Carpini,7,8.57,Thiago Carpini Barbosa,4.81,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,6,287,thiago-carpini,,,,,,,,,,,,,,,,,13.0,,,
419,106160,Lucão,0.0,8,,False,Bragantino,0.0,36,Lucão,6,3.36,Lucas Alexandre Galdino de Azevedo,2.13,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,1,280,lucao,1.0,,,,,,,,,,,1.0,,,,,,22.0,9.0,
420,106202,Bruno Gomes,-1.15,22,,True,Internacional,0.7,36,B. Gomes,7,4.15,Bruno Gomes da Silva Clevelário,3.33,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,4,285,bruno-gomes,1.0,34.0,22.0,6.0,27.0,,,2.0,2.0,1.0,,,,,1.0,,,,,
421,106294,Marcos Antônio,0.0,11,,False,São Paulo,0.0,36,M. Antônio,6,3.64,Marcos Antônio Silva Santos,0.87,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,4,276,marcos-antonio,1.0,7.0,12.0,1.0,10.0,,,,,,,,,,,,,,,
422,106323,Caio Alexandre,-0.15,32,,True,Bahia,0.5,36,C. Alexandre,6,4.57,Caio Alexandre Souza e Silva,1.9,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,4,265,caio-alexandre,5.0,33.0,47.0,8.0,45.0,1.0,2.0,,2.0,1.0,,,,1.0,,,,,,
423,106327,Wesley Gasolina,0.0,4,,False,Cruzeiro,0.0,36,W. Gasolina,6,3.54,Wesley David de Oliveira Andrade,2.4,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,2,283,wesley-gasolina,,2.0,2.0,1.0,4.0,,,,,,,1.0,,,,,,,,
424,106371,Jhonata Robert,0.0,3,,False,Criciúma,0.0,36,J. Robert,5,3.06,Jhonata Robert Alves da Silva,2.3,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_V4UkXLF.png,5,288,jhonata-robert,,2.0,,1.0,5.0,,,,1.0,,,,,,,,,,,
425,106434,Eduardo Santos,0.0,21,,False,Bragantino,0.0,36,E. Santos,6,4.4,Eduardo Gonzaga Mendes Santos,3.08,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,3,280,eduardo-santos,4.0,22.0,6.0,6.0,10.0,,,,1.0,1.0,,5.0,,,,,,,,
426,106593,Villalba,-0.28,21,,True,Cruzeiro,0.6,36,Villalba,7,4.85,Lucas Hernán Villalba,2.85,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,3,283,villalba,2.0,17.0,17.0,1.0,6.0,,1.0,,2.0,,,8.0,,,,,,,,
427,106704,Carlos Alberto,0.0,7,,False,Botafogo,0.0,36,C. Alberto,6,5.14,Carlos Alberto Gomes da Silva Filho,2.66,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_DgukYrK.png,5,263,carlos-alberto,,5.0,3.0,2.0,3.0,,,,2.0,1.0,,,,,,,,,,
428,106822,Rodrigo Nestor,0.0,23,,False,São Paulo,0.0,36,R. Nestor,6,3.55,Rodrigo Nestor Bertalia,1.1,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,4,276,rodrigo-nestor,3.0,6.0,12.0,4.0,8.0,,4.0,2.0,8.0,,,,1.0,,1.0,,,,,
429,106824,Welington,0.0,22,,False,São Paulo,0.0,36,Welington,6,7.73,Welington Damascena Santos,4.18,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,2,276,welington,6.0,34.0,22.0,6.0,25.0,,,1.0,2.0,,,8.0,,1.0,,,,,,
430,106829,Patryck,-0.07,10,,True,São Paulo,0.0,36,Patryck,6,3.17,Patryck Lanza dos Reis,2.33,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,2,276,patryck,1.0,11.0,7.0,1.0,5.0,,1.0,,,,,2.0,,,,,,,,
431,106835,Luan Patrick,0.0,0,,False,Athlético-PR,0.0,36,L. Patrick,6,5.0,Luan Patrick Wiedthauper,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,3,293,luan-patrick,,,,,,,,,,,,,,,,,,,,
432,106950,Fernando,0.0,13,,False,Athlético-PR,0.0,36,Fernando,6,4.09,Fernando Augusto Pereira Bueno Júnior,2.08,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,2,293,fernando,3.0,10.0,12.0,1.0,8.0,,1.0,1.0,,,,3.0,1.0,,,,,,,
433,107075,Yuri Sena,0.0,0,,False,Vitória,0.0,36,Y. Sena,6,1.0,Yuri Sena dos Reis Batista,0.0,https://s.sde.globo.com/media/person_role/2024/09/21/photo_FORMATO.png,1,287,yuri-sena,,,,,,,,,,,,,,,,,,,,
434,107078,Gabriel Santiago,0.0,0,,False,Vitória,0.0,36,G. Santiago,6,3.0,Gabriel Santiago Oliveira,0.0,https://s.sde.globo.com/media/person_role/2024/09/06/photo_220x220_qdw6hw3.png,4,287,gabriel-santiago,,,,,,,,,,,,,,,,,,,,
435,107093,Luciano Juba,0.31,33,,True,Bahia,3.2,36,L. Juba,6,6.4,Luciano Batista da Silva Júnior,4.04,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,2,265,luciano-juba,2.0,38.0,6.0,7.0,12.0,,1.0,1.0,5.0,3.0,,9.0,,,,,,,,
436,107111,Richard Ríos,0.0,20,,False,Palmeiras,0.0,36,R. Ríos,6,7.76,Richard Ríos Montoya,4.34,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,4,275,richard-rios,5.0,32.0,35.0,12.0,28.0,2.0,1.0,3.0,3.0,2.0,,,,,,,,,,
437,107170,Jeffinho,0.0,7,,False,Botafogo,0.0,36,Jeffinho,6,6.22,Jefferson Ruan Pereira dos Santos,3.65,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,5,263,jeffinho,2.0,4.0,7.0,5.0,6.0,,,1.0,4.0,1.0,,,,,,,,,,
438,107172,Patrick de Paula,0.0,8,,False,Criciúma,0.0,36,P. Paula,6,2.38,Patrick de Paula Carreiro,1.8,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_V6Ybl3p.png,4,288,patrick-de-paula,2.0,9.0,5.0,4.0,3.0,,,,2.0,,,,,,,,,,,
439,107173,Michel Araújo,0.0,19,,False,São Paulo,0.0,36,M. Araújo,6,3.91,Michel Daryl Araújo Villar,1.76,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,4,276,michel-araujo,4.0,19.0,15.0,4.0,15.0,,,1.0,3.0,,,,,,,,,,,
440,107174,Bruno Tabata,-0.2,10,,True,Internacional,2.7,36,B. Tabata,7,6.55,Bruno Vinícius Souza Ramos,4.18,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO_QXYKRgQ.png,4,285,bruno-tabata,,9.0,4.0,2.0,11.0,,1.0,2.0,6.0,1.0,,,,,,,,,,
441,107179,Matheus Donelli,0.0,7,,False,Corinthians,0.0,36,M. Donelli,6,4.59,Matheus Planelles Donelli,3.43,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,1,264,matheus-donelli,,,,,,,,,,,,,,,,,,29.0,12.0,1.0
442,107183,Léo Linck,-0.34,14,,False,Athlético-PR,-3.0,36,L. Linck,3,3.29,Leonardo Matias Baiersdorf Linck,1.82,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,1,293,leo-linck,1.0,,,,1.0,,,,,,,1.0,2.0,,,,,48.0,21.0,
443,107191,Leonardo Ataíde,0.0,0,,False,Athlético-PR,0.0,36,L. Ataíde,6,2.0,Leonardo Ataíde de Oliveira Siqueira,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,2,293,leonardo-ataide,,,,,,,,,,,,,,,,,,,,
444,107203,Max,-0.17,18,,True,Cuiabá,0.7,36,Max,3,2.69,Max Alves da Silva,1.69,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,4,1371,max,3.0,11.0,6.0,12.0,9.0,1.0,,,4.0,,,,,,,,,,,
445,107221,Magrão,0.0,0,,False,Fortaleza,0.0,36,Magrão,6,2.0,Audenirton Soares da Silva,0.0,https://s.sde.globo.com/media/person_role/2024/08/07/photo_220x220_H5QTCcN.png,1,356,magrao,,,,,,,,,,,,,,,,,,,,
446,107236,Vanderlan,0.0,23,,False,Palmeiras,0.0,36,Vanderlan,6,6.93,Vanderlan Barbosa da Silva,3.98,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,2,275,vanderlan,,19.0,16.0,3.0,4.0,,,3.0,,,,11.0,,1.0,,,,,,
447,107238,Marcelinho,0.0,20,,False,Juventude,0.0,36,Marcelinho,6,4.36,Marcelo José de Lima Filho,3.22,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,5,286,marcelinho,2.0,7.0,6.0,9.0,27.0,,5.0,3.0,7.0,2.0,,,,,,,,,,
448,107256,Zé Vitor,0.0,9,,False,Athlético-PR,0.0,36,Z. Vitor,6,1.52,Jose Vitor Silva Neves,0.35,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,4,293,ze-vitor,2.0,3.0,5.0,1.0,2.0,,,,1.0,,,,,,,,,,,
449,107664,Thayllon,0.0,0,,False,Atlético-GO,0.0,36,Thayllon,6,2.0,Thayllon Lopes Medeiros,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,5,373,thayllon,,,,,,,,,,,,,,,,,,,,
450,107676,Nathan,0.0,1,,False,Internacional,0.0,36,Nathan,6,2.55,Nathan Santos de Araújo,-0.3,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_pKQqZoC.png,2,285,nathan,,,1.0,,,,,,,,,,,,,,,,,
451,107700,Eduardo Melo,0.0,0,,False,Criciúma,0.0,36,E. Melo,6,3.0,Eduardo de Queiroz Melo,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,5,288,eduardo-melo,,,,,,,,,,,,,,,,,,,,
452,107740,Emerson Júnior,0.0,0,,False,Atlético-GO,0.0,36,E. Júnior,6,2.0,Emerson Fabiano Kerber Júnior,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,1,373,emerson-junior,,,,,,,,,,,,,,,,,,,,
453,107744,Praxedes,0.0,12,,False,Athlético-PR,0.0,36,Praxedes,6,2.86,Bruno Conceição Praxedes,1.16,https://s.sde.globo.com/media/person_role/2024/08/24/photo_FORMATO_Jq0f2vP.png,4,293,praxedes,2.0,10.0,12.0,2.0,7.0,,,,2.0,,,,,,,,,,,
454,107748,Adriel,-0.72,3,,True,Bahia,-1.0,36,Adriel,6,2.09,Adriel Vasconcelos Ramos,-0.67,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,1,265,adriel,,,,,,,,,,,,,,,,,,2.0,4.0,
455,107771,Fábio Matias,0.0,4,,False,Juventude,0.0,36,F. Matias,6,7.18,Fábio Henrique Matias,4.31,https://s.sde.globo.com/media/person_role/2024/10/30/photo_FORMATO_HxiWyPj.png,6,286,fabio-matias,,,,,,,,,,,,,,,,,1.0,,,
456,107800,Fernando Henrique,0.0,0,,False,Cruzeiro,0.0,36,F. Henrique,6,4.0,Fernando Henrique do Nascimento Pereira,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_7OiYeRo.png,4,283,fernando-henrique,,,,,,,,,,,,,,,,,,,,
457,107801,Natã,0.0,11,,False,Grêmio,0.0,36,Natã,6,4.06,Natã Felipe de Amorim Santos,3.09,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,3,284,nata,1.0,7.0,2.0,,2.0,,,,1.0,,,5.0,,,,,,,,
458,107859,Fintelman,0.0,0,,False,Vitória,0.0,36,Fintelman,6,2.0,Alexandre Fintelman de Mello Ribeiro da Silva,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,1,287,fintelman,,,,,,,,,,,,,,,,,,,,
459,107873,Bobadilla,-0.19,18,,True,São Paulo,-0.3,36,Bobadilla,6,3.8,Damián Josué Bobadilla Benítez,2.2,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,4,276,bobadilla,3.0,24.0,25.0,6.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,
