,atletas.foto,atletas.jogos_num,atletas.variacao_num,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.clube.id.full.name,atletas.status_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.media_num,atletas.pontos_num,atletas.nome,atletas.slug,A,CA,DS,FC,FD,FF,FS,G,I,SG,CV,FT,DE,GS,V,PS,PC,PP,GC,DP
82,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_r7CD0SX.png,9,0.0,False,Everson,72294,,Everson,Atlético-MG,5,20,282,1,8.14,2.27,0.0,Everson Felipe Marques Pires,everson,,3.0,,,,,3.0,,,3.0,,,17.0,10.0,,,,,,
83,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_e9UBywD.png,0,0.0,False,F. Alves,72372,,Felipe Alves,Fluminense,6,20,266,1,5.0,0.0,0.0,Felipe Alves Raymundo,felipe-alves,,,,,,,,,,,,,,,,,,,,
84,https://s.sde.globo.com/media/person_role/2024/07/08/photo_220x220_hLeY8f6.png,3,-1.24,True,Bernard,72460,,Bernard,Atlético-MG,7,20,282,4,8.99,0.7,-0.1,Bernard Anício Caldeira Duarte,bernard,,,2.0,5.0,,1.0,1.0,,1.0,,,,,,,,,,,
85,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,1,0.0,False,G. Campanharo,72497,,Gustavo Campanharo,Atlético-GO,6,20,373,4,4.5,0.0,0.0,Gustavo Campanharo,gustavo-campanharo,,,,,,,,,,,,,,,,,,,,
86,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,15,-0.13,True,Maguinho,72532,,Maguinho,Atlético-GO,6,20,373,2,4.24,2.28,0.0,Magno José da Silva,maguinho,1.0,1.0,15.0,15.0,2.0,5.0,9.0,,1.0,2.0,1.0,,,,,,1.0,,,
87,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,7,0.0,False,P. Henrique,72583,,Pedro Henrique,Corinthians,6,20,264,5,4.22,1.57,0.0,Pedro Henrique Konzen Medina da Silva,pedro-henrique,1.0,1.0,2.0,2.0,,3.0,6.0,,2.0,,,,,,,,,,,
88,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,0,0.0,False,M. Kozlinski,72595,,Maurício Kozlinski,Fortaleza,6,20,356,1,3.0,0.0,0.0,Maurício Kozlinski,mauricio-kozlinski,,,,,,,,,,,,,,,,,,,,
89,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,1,-0.42,True,V. Hugo,72605,,Vitor Hugo,Bahia,6,20,265,3,3.58,0.0,0.0,Vitor Hugo Franchescoli de Souza,vitor-hugo,,,,,,,,,,,,,,,,,,,,
90,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,16,-0.36,True,Fernandinho,72775,,Fernandinho,Athlético-PR,7,20,293,4,6.75,3.63,1.1,Fernando Luiz Rosa,fernandinho,3.0,6.0,16.0,26.0,8.0,4.0,18.0,2.0,1.0,,,,,,,,,,,
91,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,7,-0.49,True,W. Ángel,72801,,Wilker Ángel,Criciúma,7,20,288,3,2.63,1.55,-1.6,Wílker José Ángel Romero,wilker-angel,,1.0,6.0,14.0,2.0,,3.0,,,1.0,,,,,,,,,,
92,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,10,-0.31,True,Mercado,72951,,Mercado,Internacional,7,20,285,3,4.69,2.3,-0.2,Gabriel Iván Mercado,mercado,,5.0,6.0,5.0,,1.0,3.0,,,4.0,,,,,,,,,,
93,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,13,-0.28,True,S. Xavier,73384,,Samuel Xavier,Fluminense,7,20,266,2,6.24,3.81,6.6,Samuel Xavier Brito,samuel-xavier,1.0,2.0,15.0,15.0,1.0,3.0,29.0,,1.0,3.0,,,,,,,,,,
94,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,10,0.0,False,B. Alves,73620,,Bruno Alves,Cuiabá,6,20,1371,3,4.08,2.43,0.0,Bruno Fabiano Alves,bruno-alves,,,8.0,6.0,1.0,1.0,9.0,,,2.0,,,,,,,,,,
95,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,1,0.0,False,R. Caio,73800,,Rodrigo Caio,Grêmio,6,20,284,3,5.38,0.0,0.0,Rodrigo Caio Coquette Russo,rodrigo-caio,,,,,,,,,,,,,,,,,,,,
96,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,8,0.0,False,W. Maia,73991,,Walisson Maia,Criciúma,2,20,288,3,3.54,2.34,0.0,Walisson Moreira Farias Maia,walisson-maia,1.0,1.0,5.0,8.0,,2.0,1.0,,,2.0,,,,,,,1.0,,,
97,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,0,0.0,False,Zapata,74028,,Zapata,Vitória,6,20,287,3,4.0,0.0,0.0,Cristián Eduardo Zapata Valencia,zapata,,,,,,,,,,,,,,,,,,,,
98,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,3,0.0,False,G. Fernández,74061,,Gatito Fernández,Botafogo,6,20,263,1,6.82,2.0,0.0,Roberto Junior Fernández Torres,gatito-fernandez,,1.0,,,,,,,,1.0,,,6.0,4.0,,,,,,
99,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,0,0.0,False,Campbell,74157,,Campbell,Atlético-GO,6,20,373,5,7.0,0.0,0.0,Joel Nathaniel Campbell Samuels,campbell,,,,,,,,,,,,,,,,,,,,
100,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,0,0.0,False,Jorginho,77544,,Jorginho,Atlético-GO,6,20,373,4,4.0,0.0,0.0,Jorge de Moura Xavier,jorginho,,,,,,,,,,,,,,,,,,,,
101,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,13,0.0,False,Madson,78077,,Madson,Athlético-PR,6,20,293,2,4.03,2.06,0.0,Madson Ferreira dos Santos,madson,1.0,2.0,4.0,5.0,,2.0,8.0,,1.0,3.0,,,,,,,,,,
102,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,18,0.12,True,Everaldo,78117,,Everaldo,Bahia,7,20,265,5,7.06,4.65,1.5,Everaldo Stum,everaldo,1.0,3.0,6.0,21.0,10.0,9.0,16.0,6.0,3.0,,,2.0,,,,,,,,
103,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,8,0.0,False,G. Henrique,78248,,Gustavo Henrique,Corinthians,6,20,264,3,5.4,0.58,0.0,Gustavo Henrique Vernes,gustavo-henrique,,3.0,2.0,9.0,1.0,4.0,3.0,,,1.0,1.0,,,,,,,,,
104,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,12,0.0,False,Renê,78445,,Renê,Internacional,7,20,285,2,8.87,5.25,0.0,Renê Rodrigues Martins,rene,1.0,2.0,24.0,10.0,3.0,4.0,15.0,,,4.0,,,,,,,,,,
105,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,16,0.43,True,C. Tencati,78450,,Cláudio Tencati,Criciúma,7,20,288,6,6.66,4.43,6.25,Cláudio Tencati,claudio-tencati,,,,,,,,,,,,,,,5.0,,,,,
106,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,13,0.0,False,J. Mota,78548,,Jean Mota,Vitória,6,20,287,4,3.28,1.38,0.0,Jean Mota Oliveira de Sousa,jean-mota,,,2.0,6.0,2.0,2.0,5.0,1.0,1.0,,,1.0,,,,,,,,
107,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,13,0.13,True,J. Cafu,78580,,Jonathan Cafu,Cuiabá,7,20,1371,5,3.85,2.27,2.5,Jonathan Renato Barbosa,jonathan-cafu,,,8.0,12.0,4.0,4.0,15.0,1.0,,,,,,,,,,,,
108,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,6,-0.52,True,Gabriel,78605,,Gabriel,Athlético-PR,6,20,293,4,3.79,1.33,0.5,Gabriel Girotto Franco,gabriel,,1.0,5.0,8.0,1.0,4.0,2.0,,,,,,,,,,,,,
109,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,16,-0.11,True,Ramiro,78715,,Ramiro,Cruzeiro,6,20,283,4,3.35,1.69,0.0,Ramiro Moschen Benetti,ramiro,,2.0,16.0,14.0,1.0,2.0,7.0,1.0,1.0,,,,,,,,,,,
110,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,12,0.6,True,Reinaldo,78850,,Reinaldo,Grêmio,7,20,284,2,8.7,5.32,8.3,Reinaldo Manoel da Silva,reinaldo,,2.0,11.0,9.0,12.0,7.0,9.0,2.0,1.0,3.0,,,,,,,,,,
111,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,10,0.0,False,T. Santos,78855,,Thiago Santos,Fluminense,7,20,266,3,3.11,1.97,0.0,Thiago dos Santos,thiago-santos,,3.0,8.0,13.0,3.0,3.0,4.0,,,2.0,,,,,,,1.0,,,
112,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,8,0.0,False,L. Felipe,79035,,Luiz Felipe,Atlético-GO,6,20,373,3,3.73,2.71,0.0,Luiz Felipe do Nascimento dos Santos,luiz-felipe,,2.0,11.0,7.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,
113,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,5,0.0,False,V. Cuesta,79113,,Víctor Cuesta,Bahia,7,20,265,3,3.22,0.82,0.0,Víctor Leandro Cuesta,victor-cuesta,,3.0,5.0,7.0,,1.0,5.0,,1.0,,,,,,,,,,,
114,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,6,0.0,False,F. Augusto,79268,,Filipe Augusto,Cuiabá,6,20,1371,4,1.52,0.35,0.0,Filipe Augusto Carvalho Souza,filipe-augusto,,3.0,4.0,9.0,1.0,1.0,2.0,,,,,,,,,,,,,
115,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,16,-0.12,True,R. Machado,79437,,Roger Machado,Internacional,7,20,285,6,6.78,4.63,2.28,Roger Machado Marques,roger-machado,,,,,,,,,,,,,,,4.0,,,,,
116,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,14,0.0,False,Cano,79631,,Cano,Fluminense,2,20,266,5,7.18,2.32,0.0,Germán Ezequiel Cano,cano,,3.0,3.0,5.0,11.0,9.0,4.0,1.0,1.0,,,1.0,,,,,,,,
117,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,17,-0.13,True,L. Silva,79701,,Lucas Silva,Cruzeiro,6,20,283,4,3.93,1.27,0.5,Lucas Silva Borges,lucas-silva,,3.0,6.0,13.0,4.0,7.0,12.0,1.0,,,,,,,,,,,1.0,
118,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,10,1.14,True,A. Carlos,79702,,Antônio Carlos,Fluminense,6,20,266,3,3.17,1.33,7.5,Antônio Carlos Cunha Capocasali Júnior,antonio-carlos,,1.0,4.0,5.0,,2.0,9.0,,1.0,1.0,,,,,,,,,,
119,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,14,1.49,True,Jadson,80129,,Jadson,Juventude,6,20,286,4,10.11,5.72,11.7,Jadson Alves dos Santos,jadson,4.0,5.0,34.0,21.0,4.0,8.0,29.0,1.0,2.0,,1.0,,,,,,,,,
120,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,16,-0.73,True,Y. Pikachu,80196,,Yago Pikachu,Fortaleza,7,20,356,4,4.44,2.92,0.0,Glaybson Yago Souza Lisboa,yago-pikachu,2.0,3.0,13.0,7.0,1.0,8.0,22.0,1.0,2.0,,,,,,,,,,,
121,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,8,0.0,False,R. Silva,80225,,Rafa Silva,Cruzeiro,6,20,283,5,5.88,4.04,0.0,Rafael da Silva,rafa-silva,,2.0,4.0,6.0,4.0,1.0,4.0,3.0,3.0,,,,,,,,,,,
122,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,17,-0.53,True,Luciano,80287,,Luciano,São Paulo,3,20,276,5,10.0,5.98,0.3,Luciano da Rocha Neves,luciano,1.0,9.0,16.0,22.0,12.0,14.0,27.0,6.0,2.0,,,3.0,,,,1.0,,1.0,,
123,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,11,-0.35,True,Gilberto,80313,,Gilberto,Bahia,6,20,265,2,7.26,4.29,1.6,Gilberto Moraes Júnior,gilberto,,1.0,17.0,10.0,2.0,5.0,13.0,1.0,1.0,2.0,,,,,,,,,,
124,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,15,0.0,False,A. Caíke,80337,,Arthur Caíke,Criciúma,6,20,288,5,4.6,3.32,0.0,Arthur Caíke do Nascimento Cruz,arthur-caike,,1.0,3.0,11.0,5.0,13.0,16.0,3.0,9.0,,,1.0,,,,,,,,
125,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,6,0.0,False,P. Geromel,80853,,Pedro Geromel,Grêmio,2,20,284,3,5.77,3.13,0.0,Pedro Tonon Geromel,pedro-geromel,,3.0,3.0,2.0,1.0,2.0,2.0,,,3.0,,,,,,,,,,
126,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,0,0.0,False,Jair,81091,,Jair,Vasco,5,20,267,4,4.0,0.0,0.0,Jair Rodrigues Júnior,jair,,,,,,,,,,,,,,,,,,,,
127,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,16,0.0,False,Mayke,81150,,Mayke,Palmeiras,6,20,275,2,8.52,4.64,0.0,Mayke Rocha de Oliveira,mayke,,3.0,24.0,12.0,,1.0,7.0,1.0,2.0,8.0,,,,,,,,,,
128,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,11,0.0,False,Rossi,81798,,Rossi,Vasco,6,20,267,5,4.43,1.75,0.0,Rosicley Pereira da Silva,rossi,1.0,2.0,12.0,9.0,,1.0,8.0,,2.0,,,,,,,,,,,
129,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,16,0.0,False,Alisson,81845,,Alisson,São Paulo,5,20,276,4,6.88,3.59,0.0,Alisson Euler de Freitas Castro,alisson,2.0,4.0,25.0,21.0,4.0,2.0,27.0,1.0,,,,,,,,,,,,
130,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,18,0.74,True,J. Ricardo,81881,,João Ricardo,Fortaleza,7,20,356,1,8.45,4.92,6.0,João Ricardo Riedi,joao-ricardo,,,1.0,,,,1.0,,,6.0,,,74.0,17.0,,,,,,
131,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,18,-0.05,True,W. Oliveira,81952,,Willian Oliveira,Vitória,7,20,287,4,8.62,5.58,8.0,Willian Osmar de Oliveira Silva,willian-oliveira,1.0,2.0,30.0,21.0,2.0,11.0,29.0,5.0,,,,,,,,2.0,,,,
132,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,11,0.0,False,Z. Rafael,82455,,Zé Rafael,Palmeiras,7,20,275,4,5.32,2.15,0.0,José Rafael Vivian,ze-rafael,2.0,5.0,11.0,22.0,2.0,2.0,14.0,,,,,,,,,1.0,,,,
133,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,11,-0.15,True,Otávio,82463,,Otávio,Atlético-MG,7,20,282,4,5.9,3.6,3.5,Otávio Henrique Passos Santos,otavio,,,29.0,16.0,2.0,4.0,8.0,,,,,,,,,,,,,
134,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,19,0.11,True,L. Araújo,82627,,Luiz Araújo,Flamengo,3,20,262,5,8.5,5.46,3.0,Luiz de Araújo Guimarães Neto,luiz-araujo,4.0,3.0,26.0,17.0,9.0,13.0,26.0,3.0,2.0,,,1.0,,,,,,,,
135,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,17,0.0,False,Tinga,82628,,Tinga,Fortaleza,7,20,356,2,5.09,3.62,0.0,Guilherme de Jesus da Silva,tinga,,1.0,22.0,12.0,,3.0,5.0,1.0,,5.0,,1.0,,,,,1.0,,,
136,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,15,0.44,True,M. Hermes,82639,,Marcelo Hermes,Criciúma,7,20,288,2,5.54,3.33,3.9,Marcelo Gazella Hermes,marcelo-hermes,1.0,2.0,19.0,16.0,4.0,4.0,6.0,1.0,,2.0,,,,,,,,,,
137,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,11,-0.12,True,W. Rato,82766,,Wellington Rato,São Paulo,6,20,276,4,5.73,1.03,0.7,Wellington Soares da Silva,wellington-rato,,,3.0,4.0,3.0,2.0,8.0,,2.0,,,,,,,,,,,
138,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,9,-1.21,True,Gabriel,83257,,Gabriel,Flamengo,7,20,262,5,6.57,3.02,-0.3,Gabriel Barbosa Almeida,gabriel,1.0,1.0,,1.0,3.0,2.0,5.0,2.0,3.0,,,,,,,,,,,
139,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,15,0.0,False,L. Pereira,83528,,Léo Pereira,Flamengo,7,20,262,3,5.88,1.94,0.0,Leonardo Pereira,leo-pereira,,4.0,13.0,9.0,,2.0,9.0,,,3.0,,,,,,,1.0,,,
140,https://s.sde.globo.com/media/person_role/2024/07/26/photo_FORMATO_oIJDX3q.png,7,0.4,True,Neris,83786,,Neris,Vitória,7,20,287,3,4.87,2.67,5.9,Hueglo dos Santos Neris,neris,,,8.0,10.0,1.0,,2.0,,1.0,2.0,,,,,,,,,,
141,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,13,0.0,False,Clayson,83817,,Clayson,Cuiabá,6,20,1371,5,3.87,1.86,0.0,Clayson Henrique da Silva Vieira,clayson,,3.0,4.0,6.0,3.0,6.0,14.0,1.0,3.0,,,,,,,1.0,,,,
142,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,14,-2.37,True,T. Soares,84042,,Tiquinho Soares,Botafogo,7,20,263,5,10.2,4.75,0.8,Francisco das Chagas Soares dos Santos Meireles,tiquinho-soares,3.0,3.0,8.0,25.0,2.0,7.0,25.0,4.0,2.0,,,,,,,,,,,
143,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,5,0.31,True,Jemerson,84263,,Jemerson,Grêmio,7,20,284,3,5.73,2.96,4.4,Jemerson de Jesus Nascimento,jemerson,,2.0,1.0,7.0,,1.0,4.0,,1.0,3.0,,,,,,,,,,
144,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,4,0.0,False,Alisson,84266,,Alisson,Criciúma,6,20,288,1,2.29,0.87,0.0,Alisson Machado dos Santos,alisson,,2.0,,,,,1.0,,,,,,9.0,4.0,,,,,,
145,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,14,0.92,True,F. Sobral,84428,,Fernando Sobral,Cuiabá,6,20,1371,4,5.84,3.17,6.3,Fernando Pereira do Nascimento,fernando-sobral,1.0,1.0,16.0,4.0,3.0,6.0,12.0,1.0,1.0,,,,,,,,,,,
146,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,16,-0.6,True,L. Romero,84558,,Lucas Romero,Cruzeiro,7,20,283,4,4.91,2.88,0.5,Lucas Daniel Romero,lucas-romero,1.0,2.0,32.0,22.0,2.0,6.0,14.0,,,,1.0,,,,,,,,,
147,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,12,-0.01,True,F. Mateus,84587,,Fellipe Mateus,Criciúma,7,20,288,4,7.58,4.44,5.6,Fellipe Mateus de Sena Araújo,fellipe-mateus,,2.0,11.0,9.0,7.0,6.0,33.0,2.0,,,,,,,,,1.0,,,
148,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,13,-0.46,True,L. Evangelista,84674,,Lucas Evangelista,Bragantino,7,20,280,4,7.73,3.79,1.7,Lucas Evangelista Santana de Oliveira,lucas-evangelista,1.0,2.0,12.0,11.0,3.0,8.0,19.0,2.0,4.0,,,,,,,,,,,
149,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,7,0.82,True,Varela,84816,,Varela,Flamengo,7,20,262,2,6.66,4.84,7.8,Guillermo Varela Olivera,varela,,,11.0,7.0,2.0,,11.0,,1.0,3.0,,,,,,,,,,
150,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,5,-0.79,True,R. Ratão,84918,,Rafael Ratão,Bahia,6,20,265,5,4.56,2.36,0.2,Rafael Rogério da Silva,rafael-ratao,,,,3.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,
151,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,18,-0.57,True,M. Felipe,85004,,Marcos Felipe,Bahia,7,20,265,1,6.29,3.12,0.0,Marcos Felipe de Freitas Monteiro,marcos-felipe,,1.0,1.0,,,,2.0,,,4.0,,,56.0,21.0,,,,,,
152,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,14,-0.19,True,Ã. Romero,85034,,Óscar Romero,Botafogo,6,20,263,4,6.49,3.22,2.1,Óscar David Romero Villamayor,oscar-romero,3.0,4.0,18.0,9.0,7.0,1.0,12.0,,,,,,,,,,,,,
153,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,17,-0.67,True,D. Suárez,85277,,Damián Suárez,Botafogo,7,20,263,2,5.46,3.83,0.2,Damián Nicolás Suárez,damian-suarez,1.0,5.0,22.0,26.0,1.0,5.0,13.0,,2.0,7.0,,,,,,,,,,
154,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,7,0.75,True,A. Santana,85465,,Alex Santana,Corinthians,7,20,264,4,3.88,1.37,5.3,Alex Paulo Menezes Santana,alex-santana,,4.0,8.0,8.0,1.0,4.0,4.0,,,,,,,,,,,,,
155,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,16,0.16,True,Léo,85626,,Léo,Vasco,7,20,267,3,4.18,2.63,2.9,Leonardo Pinheiro da Conceição,leo,,,16.0,12.0,1.0,1.0,9.0,,1.0,4.0,,,,,,,,,,
156,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,3,-0.63,True,R. Ryller,85856,,Ricardo Ryller,Vitória,7,20,287,4,4.61,2.47,0.7,Ricardo Ryller Ribeiro Lino Silva,ricardo-ryller,,,5.0,3.0,,1.0,3.0,,,,,,,,,,,,,
157,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,9,-0.4,True,Hyoran,85931,,Hyoran,Internacional,6,20,285,4,3.93,1.53,-0.3,Hyoran Kaue Dalmoro,hyoran,,,5.0,6.0,1.0,5.0,9.0,,1.0,,,,,,,,,,,
158,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,14,2.79,True,Bolasie,86292,,Bolasie,Criciúma,7,20,288,5,9.23,5.2,17.7,Yannick Bolasie,bolasie,3.0,2.0,6.0,20.0,9.0,11.0,9.0,4.0,4.0,,,1.0,,,,,,,,
159,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,0,0.0,False,C. Dantas,86362,,Caio Dantas,Vitória,6,20,287,5,3.0,0.0,0.0,Caio Henrique da Silva Dantas,caio-dantas,,,,,,,,,,,,,,,,,,,,
160,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,7,0.0,False,V. Luis,86410,,Victor Luis,Vasco,6,20,267,2,4.22,2.69,0.0,Victor Luis Chuab Zamblauskas,victor-luis,,2.0,10.0,8.0,1.0,,6.0,,,2.0,1.0,,,,,,,,,
161,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,11,0.0,False,Keno,86485,,Keno,Fluminense,6,20,266,5,5.0,1.37,0.0,Marcos da Silva França,keno,,,6.0,8.0,2.0,6.0,7.0,,3.0,,,,,,,,,,,
162,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,8,0.0,False,Jandrei,86508,,Jandrei,São Paulo,6,20,276,1,6.32,3.06,0.0,Jandrei Chitolina Carniel,jandrei,,,,,,,5.0,,,2.0,,,22.0,10.0,,,,,,
163,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,15,-1.41,True,Rodrigo,86684,,Rodrigo,Criciúma,3,20,288,3,4.73,3.46,-0.1,Rodrigo Fagundes de Freitas,rodrigo,1.0,5.0,27.0,17.0,1.0,2.0,6.0,1.0,1.0,2.0,,1.0,,,,,2.0,,,
164,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,17,0.02,True,T. Tchê,86686,,Tchê Tchê,Botafogo,7,20,263,4,3.69,1.41,1.7,Danilo das Neves Pinheiro,tche-tche,,1.0,9.0,8.0,4.0,6.0,14.0,,,,,,,,,,,,,
165,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,8,0.29,True,Jonathan,86713,,Jonathan,Criciúma,6,20,288,2,3.83,2.29,3.6,Jonathan Francisco Lemos,jonathan,,,13.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
166,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,9,-0.01,True,Everton,86757,,Everton,Flamengo,7,20,262,5,7.36,4.98,4.3,Everton Sousa Soares,everton,2.0,1.0,10.0,6.0,7.0,8.0,6.0,1.0,2.0,,,,,,,,,,,
167,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,8,0.56,True,M. Rossetto,86766,,Matheus Rossetto,Fortaleza,6,20,356,4,3.35,1.77,3.6,Matheus Rossetto,matheus-rossetto,,1.0,13.0,8.0,,,4.0,,,,,,,,,,,,,
168,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,17,-0.03,True,D. Barbosa,86777,,Danilo Barbosa,Botafogo,6,20,263,4,7.13,3.78,2.6,Danilo Barbosa da Silva,danilo-barbosa,2.0,3.0,23.0,14.0,,3.0,13.0,3.0,,,,,,,,1.0,,,,
