,atletas.nome,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.apelido,atletas.clube_id,atletas.slug,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.foto,atletas.status_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.rodada_id,atletas.pontos_num,CA,DS,FC,FF,FS,SG,A,FD,G,I,FT,DE,DP,GS,PC,PP,PS,V,GC,CV
267,Allan Rodrigues de Souza,,False,Allan,262,allan,6,2.48,4.59,96652,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,5,Allan,Flamengo,4,0.0,8,0.0,2.0,11.0,9.0,,8.0,,,2.0,,,,,,,,,,,,
268,Gabriel Alejandro Milito,,True,Gabriel Milito,282,gabriel-milito,7,5.56,9.15,96673,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,7,G. Milito,Atlético-MG,6,0.31,8,5.05,,,,,,,,,,,,,,,,,,3.0,,
269,Fabricio Tomás Bustos Sein,,True,Bustos,285,bustos,5,3.52,7.19,96678,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,7,Bustos,Internacional,2,0.63,8,5.7,2.0,6.0,3.0,1.0,5.0,2.0,,,,,,,,,,,,,,
270,Renzo Saravia,,True,Saravia,282,saravia,7,5.2,7.93,96725,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,7,Saravia,Atlético-MG,2,0.2,8,5.3,2.0,19.0,18.0,2.0,9.0,3.0,,,,1.0,,,,,,,,,,
271,Cleidson Andrade da Souza Silva,,True,Camutanga,287,camutanga,3,0.4,2.57,96793,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,7,Camutanga,Vitória,3,0.63,8,2.5,1.0,3.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0
272,Carlos Moisés de Lima,,False,Carlinhos,262,carlinhos,2,0.5,2.43,96831,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,6,Carlinhos,Flamengo,5,0.0,8,0.0,,,2.0,2.0,,,,,,,,,,,,,,,,
273,Arthur Gomes Lourenço,,False,Arthur Gomes,283,arthur-gomes,5,3.84,6.11,96966,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,2,A. Gomes,Cruzeiro,5,0.0,8,0.0,1.0,3.0,5.0,,6.0,,1.0,2.0,1.0,3.0,,,,,,,,,,
274,Jony Alexander González Copete,,False,Yony González,373,yony-gonzalez,3,1.7,3.82,97080,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,6,Y. González,Atlético-GO,5,0.0,8,0.0,,1.0,2.0,1.0,5.0,,,1.0,,,,,,,,,,,,
275,Luís Eduardo Marques dos Santos,,False,Dudu,356,dudu,0,0.0,4.0,97133,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,6,Dudu,Fortaleza,2,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
276,Mathías Adalberto Villasanti Rolón,,False,Villasanti,284,villasanti,5,3.66,8.93,97145,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,6,Villasanti,Grêmio,4,0.0,8,0.0,1.0,10.0,9.0,1.0,6.0,,1.0,1.0,,,,,,,,,,,,
277,Rogério Mücke Ceni,,True,Rogério Ceni,265,rogerio-ceni,7,5.38,9.96,97341,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,7,R. Ceni,Bahia,6,0.6,8,6.68,,,,,,,,,,,,,,,,,,4.0,,
278,Romércio Pereira da Conceição,,False,Romércio,286,romercio,0,0.0,3.0,97443,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,6,Romércio,Juventude,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
279,Gustavo Henric da Silva,,False,Gustavo Mosquito,264,gustavo-mosquito,5,1.88,3.91,97450,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_6NQENP4.png,6,G. Mosquito,Corinthians,5,0.0,8,0.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,
280,Fernando Marçal de Oliveira,,False,Marçal,263,marcal,1,1.2,4.53,97468,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,6,Marçal,Botafogo,2,0.0,8,0.0,,1.0,,,,,,,,,,,,,,,,,,
281,Shaylon Kallyson Cardozo - Cardoso,,True,Shaylon,373,shaylon,7,2.63,6.26,97520,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,7,Shaylon,Atlético-GO,4,2.24,8,12.4,1.0,6.0,3.0,4.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,,,,
282,William Bernardo Willemen - Willeam Lepu,,True,Willean Lepo,287,willean-lepo,5,2.2,3.8,97522,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_0lR2onJ.png,7,W. Lepo,Vitória,2,-0.53,8,1.8,1.0,10.0,5.0,,3.0,,,,,,,,,,,,,,,
283,Óscar Eduardo Estupiñán Vallesilla,,True,Estupiñán,265,estupinan,4,2.05,5.07,97547,https://s.sde.globo.com/media/person_role/2024/02/14/photo_FORMATO.png,6,Estupiñán,Bahia,5,0.0,8,3.7,1.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,
284,Erick Leonel Castillo Arroyo - Culebra,,True,Eryc Castillo,287,eryc-castillo,2,0.0,1.59,97640,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,6,E. Castillo,Vitória,5,-0.21,8,0.0,,,,,,,,,,,,,,,,,,,,
285,Félix Eduardo Torres Caicedo,,False,Félix Torres,264,felix-torres,7,4.25,7.53,97642,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,6,F. Torres,Corinthians,3,0.0,8,0.0,1.0,11.0,7.0,,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,,
286,Murilo Cerqueira Paim,,True,Murilo,275,murilo,7,4.53,11.48,97653,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,7,Murilo,Palmeiras,3,0.43,8,5.7,3.0,6.0,12.0,5.0,2.0,5.0,,1.0,,1.0,,,,,,,,,,
287,Reynaldo César Moraes,,False,Reynaldo,287,reynaldo,3,1.0,2.69,97768,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,6,Reynaldo,Vitória,3,0.0,8,0.0,,3.0,2.0,,,,,,,,,,,,,,,,,
288,Erick de Arruda Serafim,,True,Erick,276,erick,5,1.66,4.78,97810,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,6,Erick,São Paulo,5,0.02,8,1.9,1.0,2.0,2.0,,5.0,,1.0,,,,,,,,,,,,,
289,Leonardo Rech Ortiz,,True,Léo Ortiz,262,leo-ortiz,3,3.3,9.7,97867,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,7,L. Ortiz,Flamengo,3,-0.36,8,4.4,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
290,Vitor Eduardo da Silva Matos,,True,Vitão,285,vitao,6,3.03,5.54,97900,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,7,Vitão,Internacional,3,0.18,8,4.7,2.0,3.0,9.0,2.0,3.0,3.0,,1.0,,,,,,,,,,,,
291,Luís Felipe Oyama,,False,Luís Oyama,286,luis-oyama,1,0.0,3.59,97908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,6,L. Oyama,Juventude,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
292,Felipe Vieira Augusto,,False,Felipe Vieira,287,felipe-vieira,0,0.0,2.0,97927,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_g3d23Nj.png,6,F. Vieira,Vitória,2,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
293,Erick Luis Conrado de Carvalho,,True,Erick,293,erick,8,5.6,8.06,98022,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,7,Erick,Athlético-PR,4,-0.33,8,2.1,,20.0,13.0,7.0,8.0,,,1.0,1.0,1.0,2.0,,,,,,,,,
294,Pedro Raul Garay da Silva,,False,Pedro Raul,264,pedro-raul,4,0.43,2.88,98225,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,2,P. Raul,Corinthians,5,0.0,8,0.0,,1.0,4.0,,1.0,,,1.0,,,,,,,,,,,,
295,Bartolomeu Jacinto Quissanga,,True,Bastos,263,bastos,8,4.73,6.94,98280,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,7,Bastos,Botafogo,3,2.01,8,15.4,1.0,7.0,3.0,3.0,2.0,4.0,,,1.0,,,,,,,,,,,
296,Victor Hugo Soares dos Santos,,False,Kanu,265,kanu,5,2.16,3.35,98484,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,3,Kanu,Bahia,3,-0.1,8,-1.0,3.0,2.0,6.0,,4.0,2.0,,1.0,,,,,,,,,,,,
297,Jean Lucas de Souza Oliveira,,True,Jean Lucas,265,jean-lucas,7,4.67,7.99,98517,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,7,J. Lucas,Bahia,4,1.68,8,11.7,1.0,8.0,7.0,8.0,9.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
298,Benjamín Kuščević Jaramillo,,False,Kuscevic,356,kuscevic,3,5.57,6.99,98619,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,6,Kuscevic,Fortaleza,3,0.0,8,0.0,,3.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
299,Jefferson David Savarino Quintero,,False,Savarino,263,savarino,7,3.95,6.81,98672,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,6,Savarino,Botafogo,5,0.0,8,0.0,1.0,1.0,4.0,2.0,3.0,,1.0,4.0,2.0,2.0,,,,,,,,,,
300,Pedro Victor Delmino da Silva,,True,Pedrinho,282,pedrinho,3,0.4,4.39,98706,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,7,Pedrinho,Atlético-MG,4,0.05,8,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
301,Tomás Esteban Cuello,,True,Cuello,293,cuello,7,3.7,6.67,98909,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,6,Cuello,Athlético-PR,5,1.73,8,11.0,,5.0,6.0,5.0,7.0,,,3.0,1.0,4.0,1.0,,,,,,,,,
302,Matías Nicolás Viña Susperreguy,,False,Viña,262,vina,4,0.7,5.65,98974,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,6,Viña,Flamengo,2,0.0,8,0.0,,1.0,,2.0,,,,,,,,,,,,,,,,
303,Pablo Vegetti,,True,Vegetti,267,vegetti,8,6.7,13.15,99198,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,7,Vegetti,Vasco,5,0.03,8,7.4,2.0,,12.0,13.0,21.0,,,6.0,4.0,9.0,1.0,,,,,1.0,1.0,,,
304,José Luis Rodríguez Bebanz,,True,Puma Rodríguez,267,puma-rodriguez,3,1.07,3.47,99213,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,7,P. Rodríguez,Vasco,2,-0.39,8,0.8,,2.0,,1.0,,,,,,,,,,,,,,,,
305,Diego Nicolás de la Cruz Arcosa,,False,De la Cruz,262,de-la-cruz,7,9.31,14.07,99228,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,6,D. Cruz,Flamengo,4,0.0,8,0.0,1.0,17.0,10.0,6.0,18.0,,2.0,5.0,2.0,,1.0,,,,,,,,,
306,Tomás Pochettino,,True,Pochettino,356,pochettino,6,5.35,7.69,99267,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,7,Pochettino,Fortaleza,4,-0.85,8,0.6,2.0,9.0,5.0,4.0,5.0,,2.0,1.0,1.0,1.0,,,,,,,,,,
307,Alexander Nahuel Barboza Ullúa,,True,Alexander Barboza,263,alexander-barboza,5,2.14,4.43,99274,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,6,A. Barboza,Botafogo,3,1.47,8,8.2,2.0,2.0,2.0,2.0,,2.0,,2.0,,1.0,,,,,,,,,,1.0
308,Juan Ignacio Dinenno de Cara,,False,Dinenno,283,dinenno,0,0.0,7.0,99316,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,5,Dinenno,Cruzeiro,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
309,Luis Francisco Zubeldía,,True,Luis Zubeldía,276,luis-zubeldia,5,6.19,10.55,99366,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,7,L. Zubeldía,São Paulo,6,-0.91,8,4.36,,,,,,,,,,,,,,,,,,3.0,,
310,Robert Samuel Rojas Chávez,,True,Robert Rojas,267,robert-rojas,2,1.05,2.94,99387,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,6,R. Rojas,Vasco,3,-0.27,8,0.0,,2.0,1.0,,,,,,,,,,,,,,,,,
311,Gabriel Baralhas dos Santos,,True,Baralhas,373,baralhas,6,3.3,4.85,99440,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,7,Baralhas,Atlético-GO,4,-1.69,8,1.1,2.0,7.0,4.0,4.0,2.0,,,2.0,1.0,,,,,,,,,,,
312,Agustín Daniel Rossi,,True,Rossi,262,rossi,8,2.44,6.11,99552,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,7,Rossi,Flamengo,1,0.34,8,3.0,,,,,1.0,2.0,,,,,,16.0,,7.0,,,,,,
313,Guilherme Kennedy Romão,,True,Guilherme Romão,373,guilherme-romao,7,3.21,3.69,99623,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,3,G. Romão,Atlético-GO,2,-1.77,8,1.2,2.0,1.0,5.0,5.0,7.0,1.0,2.0,2.0,,1.0,,,,,,,,,,
314,José Adoni Cifuentes Charcopa,,False,Cifuentes,283,cifuentes,3,0.7,2.54,99766,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,6,Cifuentes,Cruzeiro,4,0.0,8,0.0,,2.0,1.0,,,,,,,,,,,,,,,,,
315,Jhon Adolfo Arias Andrade,,False,Arias,266,arias,6,5.35,12.96,99815,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,6,Arias,Fluminense,4,0.0,8,0.0,1.0,13.0,6.0,6.0,17.0,,,5.0,,,,,,,,,,,,
316,Paulo Henrique Sampaio Filho,,True,Paulinho,282,paulinho,7,6.66,13.85,99818,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,7,Paulinho,Atlético-MG,5,1.22,8,10.2,2.0,6.0,5.0,4.0,5.0,,1.0,7.0,3.0,2.0,,,,,,,,,,
317,Alan Javier Franco,,True,Alan Franco,276,alan-franco,6,6.23,8.77,99889,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,7,A. Franco,São Paulo,3,-0.12,8,6.7,2.0,10.0,5.0,3.0,3.0,4.0,1.0,,,,,,,,,,,,,
318,Federico Matías Javier Zaracho,,True,Zaracho,282,zaracho,7,4.47,9.1,100079,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,5,Zaracho,Atlético-MG,4,0.95,8,8.7,,11.0,8.0,2.0,6.0,,,,2.0,1.0,,,,,,,,,,
319,Igor Silveira Gomes,,True,Igor Gomes,282,igor-gomes,6,3.33,6.11,100084,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,7,I. Gomes,Atlético-MG,4,0.68,8,7.3,1.0,6.0,5.0,2.0,5.0,,2.0,1.0,,,,,,,,,,,,
320,Pedro Augusto Borges da Costa,,True,Pedro Augusto,356,pedro-augusto,6,2.48,3.97,100085,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,6,P. Augusto,Fortaleza,4,0.79,8,4.4,4.0,9.0,8.0,1.0,7.0,,1.0,1.0,,,,,,,,,,,,
321,Luis Geovanny Segovia Vega,,False,Segovia,263,segovia,0,0.0,3.0,100453,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,6,Segovia,Botafogo,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
322,Yuri Alberto Monteiro da Silva,,True,Yuri Alberto,264,yuri-alberto,6,4.78,8.96,100652,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,7,Y. Alberto,Corinthians,5,2.91,8,17.5,2.0,2.0,6.0,5.0,10.0,,,2.0,2.0,3.0,1.0,,,,,,,,,
323,Lucas Esteves de Souza,,True,Lucas Esteves,287,lucas-esteves,6,2.25,3.79,100846,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,2,L. Esteves,Vitória,2,1.39,8,7.1,2.0,5.0,4.0,4.0,3.0,,1.0,1.0,,2.0,,,,,,,,,,
324,Luan Cândido de Almeida,,True,Luan Cândido,280,luan-candido,8,4.16,5.86,100848,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,7,L. Cândido,Bragantino,3,-1.6,8,2.9,2.0,12.0,16.0,7.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,
325,Ronald dos Santos Lopes,,True,Ronald Lopes,288,ronald-lopes,2,1.55,4.05,100969,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,6,R. Lopes,Criciúma,4,0.73,8,3.8,1.0,3.0,5.0,,4.0,,,,,,,,,,,,,,,
326,Derek Freitas Ribeiro,,False,Derek,373,derek,4,2.65,4.12,100976,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,6,Derek,Atlético-GO,5,0.0,8,0.0,1.0,1.0,3.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,
327,José Antonio dos Santos Júnior,,True,Júnior Santos,263,junior-santos,8,5.98,9.74,101002,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,7,J. Santos,Botafogo,5,0.57,8,10.7,1.0,7.0,9.0,5.0,9.0,,2.0,5.0,2.0,4.0,1.0,,,,,,,,,
328,Aldemir dos Santos Ferreira,,True,Ferreira,276,ferreira,5,4.66,8.3,101290,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,6,Ferreira,São Paulo,5,-1.02,8,-0.8,1.0,3.0,3.0,1.0,5.0,,,2.0,2.0,1.0,,,,,,,,,,
329,Ademir da Silva Santos Júnior,,True,Ademir,265,ademir,6,2.8,4.77,101314,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,6,Ademir,Bahia,5,-0.68,8,2.3,,5.0,3.0,1.0,6.0,,,,1.0,1.0,,,,,,,,,,
330,Cláudio Rodrigues Gomes,,False,Guga,266,guga,2,0.05,3.84,101319,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,6,Guga,Fluminense,2,0.0,8,0.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
331,Danilo Boza Júnior,,True,Danilo Boza,286,danilo-boza,5,4.48,6.23,101431,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,7,D. Boza,Juventude,3,-0.4,8,1.2,,4.0,,3.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,
332,João Pedro Vilardi Pinto,,True,Pepê,284,pepe,1,2.1,6.22,101573,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,7,Pepê,Grêmio,4,0.22,8,2.1,,2.0,1.0,,,,,,,,,,,,,,,,,
333,Hugo Moura Arruda da Silva,,True,Hugo Moura,267,hugo-moura,4,2.57,5.49,101594,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,6,H. Moura,Vasco,4,-0.59,8,0.0,1.0,7.0,2.0,,3.0,,1.0,,,,,,,,,,,,,1.0
334,Ramon Ramos Lima,,True,Ramon,1371,ramon,3,0.97,3.41,101597,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,7,Ramon,Cuiabá,2,-0.44,8,0.3,2.0,3.0,2.0,,4.0,,,,,1.0,,,,,,,,,,
335,Caio Vinicius da Conceição,,True,Caio Vinícius,287,caio-vinicius,2,0.8,2.89,101601,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,7,C. Vinícius,Vitória,4,-0.27,8,0.4,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
336,Daniel Nascimento Peixoto dos Santos,,False,Peixoto,286,peixoto,0,0.0,2.0,101651,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,6,Peixoto,Juventude,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
337,Rhaldney Norberto Simião Gomes,,True,Rhaldney,373,rhaldney,6,1.32,2.74,101666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,7,Rhaldney,Atlético-GO,4,0.22,8,2.9,3.0,8.0,8.0,,5.0,,,1.0,,,,,,,,,,,,
338,Felipe Jonatan Rocha Andrade,,True,Felipe Jonatan,356,felipe-jonatan,4,2.93,5.8,101708,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,7,F. Jonatan,Fortaleza,2,-0.87,8,1.0,,3.0,2.0,,5.0,1.0,,1.0,,,,,,,,,,,,
339,Alerrandro Barra Mansa Realino de Souza,,True,Alerrandro,287,alerrandro,6,2.65,5.77,101715,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,7,Alerrandro,Vitória,5,-0.38,8,1.3,1.0,5.0,3.0,3.0,7.0,,,5.0,,1.0,,,,,,,,,,
340,Railan Reis Ferreira - Raylan,,True,Railan,1371,railan,3,2.13,3.73,101726,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,6,Railan,Cuiabá,2,0.45,8,3.1,,4.0,3.0,,5.0,,,,,,,,,,,,,,,
341,Matheus França Silva,,True,Matheuzinho,264,matheuzinho,6,4.98,6.74,101727,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,7,Matheuzinho,Corinthians,2,-0.37,8,2.2,1.0,8.0,3.0,4.0,8.0,3.0,,,,,,,,,,,,,,
342,Diego Henrique Costa Barbosa,,True,Diego Costa,276,diego-costa,7,3.59,5.73,101728,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ApqbX2X.png,6,D. Costa,São Paulo,3,0.52,8,6.5,1.0,7.0,11.0,,2.0,4.0,,,,,,,,,,,,,,
343,Claudio Coelho Salvático,,True,Claudinho,288,claudinho,5,3.26,4.21,101752,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,7,Claudinho,Criciúma,2,-0.65,8,-0.1,,6.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
344,Mayksilvan da Silva Ferreira,,False,Mayk,284,mayk,1,1.2,3.16,101820,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,6,Mayk,Grêmio,2,0.0,8,0.0,,1.0,,,,,,,,,,,,,,,,,,
345,Vitor Hugo Naum dos Santos,,False,Vitinho,280,vitinho,7,6.33,10.39,101960,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,2,Vitinho,Bragantino,5,0.0,8,0.0,3.0,12.0,13.0,3.0,6.0,,2.0,2.0,2.0,,1.0,,,,,,,,,
346,Emanuel Fermín Brítez,,True,Brítez,356,britez,5,1.5,3.17,101995,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,7,Brítez,Fortaleza,3,-0.37,8,0.9,3.0,3.0,6.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,
347,Joaquín Piquerez Moreira,,True,Piquerez,275,piquerez,7,6.99,12.62,102130,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,7,Piquerez,Palmeiras,2,2.07,8,13.5,,9.0,6.0,5.0,11.0,4.0,,2.0,1.0,,,,,,,,,,,
348,Vitor Eudes de Souza Costa,,False,Vitor Eudes,266,vitor-eudes,0,0.0,1.0,102137,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,6,V. Eudes,Fluminense,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
349,Lucas Halter,,False,Lucas Halter,263,lucas-halter,6,3.08,6.62,102253,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,7,L. Halter,Botafogo,3,0.0,8,0.0,1.0,3.0,8.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,
350,Rafael Elias da Silva,,False,Rafael Elias,283,rafael-elias,5,2.14,4.67,102302,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_HlIc5fu.png,6,R. Elias,Cruzeiro,5,0.0,8,0.0,2.0,,4.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
351,Caio Fernando de Oliveira,,True,Caio Paulista,275,caio-paulista,2,2.1,5.96,102318,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,6,C. Paulista,Palmeiras,2,0.88,8,5.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
352,Carlos de Menezes Júnior,,True,Cacá,264,caca,5,5.28,9.58,102340,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,7,Cacá,Corinthians,3,-0.46,8,3.2,,3.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,
353,Ángelo Giovanni Araos Llanos,,False,Araos,373,araos,0,0.0,3.0,102352,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,6,Araos,Atlético-GO,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
354,Gonzalo Mathías Mastriani Borges,,True,Mastriani,293,mastriani,7,5.2,10.13,102561,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,7,Mastriani,Athlético-PR,5,3.92,8,21.3,,4.0,1.0,3.0,3.0,,,1.0,3.0,2.0,1.0,,,,,,,,,
355,Hélio Júnio Nunes de Castro,,True,Helinho,280,helinho,4,3.9,6.97,102598,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,7,Helinho,Bragantino,5,1.31,8,8.7,,4.0,5.0,3.0,5.0,,1.0,2.0,,,,,,,,,,,,
