,atletas.nome,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.apelido,atletas.clube_id,atletas.slug,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.foto,atletas.status_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.rodada_id,atletas.pontos_num,CA,DS,FC,FF,FS,SG,A,FD,G,I,FT,DE,DP,GS,PC,PP,PS,V,GC,CV
88,Samuel Xavier Brito,,True,Samuel Xavier,266,samuel-xavier,3,3.53,5.6,73384,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,7,S. Xavier,Fluminense,2,-0.72,8,0.6,,3.0,5.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,
89,Bruno Fabiano Alves,,False,Bruno Alves,1371,bruno-alves,4,1.33,3.85,73620,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,6,B. Alves,Cuiabá,3,0.0,8,0.0,,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,
90,Rodrigo Caio Coquette Russo,,False,Rodrigo Caio,284,rodrigo-caio,0,0.0,6.0,73800,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,6,R. Caio,Grêmio,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
91,Walisson Moreira Farias Maia,,True,Walisson Maia,288,walisson-maia,4,3.15,4.32,73991,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,6,W. Maia,Criciúma,3,-0.55,8,1.8,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,
92,Cristián Eduardo Zapata Valencia,,False,Zapata,287,zapata,0,0.0,4.0,74028,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,6,Zapata,Vitória,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
93,Roberto Junior Fernández Torres,,False,Gatito Fernández,263,gatito-fernandez,3,2.33,5.63,74061,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,6,G. Fernández,Botafogo,1,0.0,8,0.0,,,,,,1.0,,,,,,6.0,,4.0,,,,,,
94,Jorge de Moura Xavier,,False,Jorginho,373,jorginho,0,0.0,4.0,77544,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,6,Jorginho,Atlético-GO,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
95,Madson Ferreira dos Santos,,True,Madson,293,madson,7,3.13,5.28,78077,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,6,Madson,Athlético-PR,2,0.84,8,5.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,
96,Everaldo Stum,,True,Everaldo,265,everaldo,7,4.7,6.4,78117,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,7,Everaldo,Bahia,5,-0.68,8,0.6,1.0,2.0,6.0,2.0,6.0,,,4.0,3.0,1.0,,,,,,,,,,
97,Gustavo Henrique Vernes,,True,Gustavo Henrique,264,gustavo-henrique,4,1.55,6.82,78248,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,3,G. Henrique,Corinthians,3,-1.57,8,-2.1,,2.0,5.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0
98,Renê Rodrigues Martins,,True,Renê,285,rene,6,6.25,9.51,78445,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,7,Renê,Internacional,2,0.7,8,8.1,1.0,11.0,4.0,2.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,
99,Cláudio Tencati,,True,Cláudio Tencati,288,claudio-tencati,5,4.64,5.68,78450,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,7,C. Tencati,Criciúma,6,0.06,8,2.85,,,,,,,,,,,,,,,,,,1.0,,
100,Jean Mota Oliveira de Sousa,,True,Jean Mota,287,jean-mota,4,0.3,3.55,78548,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,6,J. Mota,Vitória,4,-0.64,8,0.0,,,,,,,,1.0,,,,,,,,,,,,
101,Jonathan Renato Barbosa,,True,Jonathan Cafu,1371,jonathan-cafu,5,0.96,2.82,78580,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,7,J. Cafu,Cuiabá,5,-0.45,8,0.1,,3.0,5.0,,3.0,,,1.0,,,,,,,,,,,,
102,Gabriel Girotto Franco,,False,Gabriel,293,gabriel,0,0.0,5.0,78605,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,6,Gabriel,Athlético-PR,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
103,Ramiro Moschen Benetti,,True,Ramiro,283,ramiro,6,1.35,3.54,78715,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,7,Ramiro,Cruzeiro,4,-0.37,8,0.5,,6.0,2.0,,3.0,,,,,,,,,,,,,,,
104,Reinaldo Manoel da Silva,,True,Reinaldo,284,reinaldo,1,4.7,8.13,78850,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,7,Reinaldo,Grêmio,2,1.13,8,4.7,,,1.0,2.0,2.0,,,2.0,,,,,,,,,,,,
105,Thiago dos Santos,,False,Thiago Santos,266,thiago-santos,1,0.2,2.77,78855,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,6,T. Santos,Fluminense,3,0.0,8,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,
106,Luiz Felipe do Nascimento dos Santos,,False,Luiz Felipe,373,luiz-felipe,3,-0.33,1.61,79035,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,6,L. Felipe,Atlético-GO,3,0.0,8,0.0,1.0,2.0,2.0,,,,,1.0,,,,,,,1.0,,1.0,,,1.0
107,Víctor Leandro Cuesta,,False,Víctor Cuesta,265,victor-cuesta,2,0.85,4.11,79113,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,6,V. Cuesta,Bahia,3,0.0,8,0.0,1.0,2.0,4.0,,3.0,,,,,,,,,,,,,,,
108,Filipe Augusto Carvalho Souza,,False,Filipe Augusto,1371,filipe-augusto,1,-1.6,1.9,79268,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,5,F. Augusto,Cuiabá,4,0.0,8,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,
109,Roger Machado Marques,,True,Roger Machado,286,roger-machado,6,4.31,6.25,79437,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,7,R. Machado,Juventude,6,-0.06,8,3.0,,,,,,,,,,,,,,,,,,1.0,,
110,Germán Ezequiel Cano,,True,Cano,266,cano,6,3.2,8.49,79631,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,7,Cano,Fluminense,5,-0.88,8,0.0,1.0,,3.0,4.0,3.0,,,7.0,1.0,,,,,,,,,,,
111,Lucas Silva Borges,,True,Lucas Silva,283,lucas-silva,7,1.48,4.54,79701,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,7,L. Silva,Cruzeiro,4,-0.52,8,0.0,1.0,3.0,4.0,1.0,4.0,,,1.0,1.0,,,,,,,,,,1.0,
112,Antônio Carlos Cunha Capocasali Júnior,,False,Antônio Carlos,266,antonio-carlos,2,0.85,2.76,79702,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,6,A. Carlos,Fluminense,3,0.0,8,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,
113,Jadson Alves dos Santos,,True,Jadson,286,jadson,5,8.2,9.59,80129,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,3,Jadson,Juventude,4,-2.13,8,0.7,2.0,17.0,8.0,3.0,8.0,,2.0,3.0,1.0,,,,,,,,,,,1.0
114,Glaybson Yago Souza Lisboa,,True,Yago Pikachu,356,yago-pikachu,6,0.78,3.53,80196,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,7,Y. Pikachu,Fortaleza,4,-0.28,8,0.7,2.0,1.0,1.0,3.0,7.0,,,,,1.0,,,,,,,,,,
115,Rafael da Silva,,True,Rafa Silva,283,rafa-silva,7,4.63,7.28,80225,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,7,R. Silva,Cruzeiro,5,1.66,8,9.4,2.0,4.0,6.0,1.0,4.0,,,4.0,3.0,2.0,,,,,,,,,,
116,Luciano da Rocha Neves,,True,Luciano,276,luciano,7,6.75,10.48,80287,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,7,Luciano,São Paulo,5,-0.18,8,2.1,3.0,11.0,9.0,6.0,7.0,,,3.0,3.0,2.0,1.0,,,,,,1.0,,,
117,Gilberto Moraes Júnior,,True,Gilberto,265,gilberto,1,7.1,8.15,80313,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,7,Gilberto,Bahia,2,2.15,8,7.1,,2.0,1.0,,,1.0,,,,,,,,,,,,,,
118,Arthur Caíke do Nascimento Cruz,,True,Arthur Caíke,288,arthur-caike,5,0.48,2.28,80337,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,6,A. Caíke,Criciúma,5,-0.18,8,0.8,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,
119,Marlon Santos da Silva Barbosa,,True,Marlon,266,marlon,2,0.9,2.91,80538,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ybJLR9Q.png,7,Marlon,Fluminense,3,0.21,8,1.8,,2.0,2.0,,,,,,,,,,,,,,,,,
120,Pedro Tonon Geromel,,False,Pedro Geromel,284,pedro-geromel,1,5.0,6.43,80853,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,7,P. Geromel,Grêmio,3,0.0,8,0.0,,,,,,1.0,,,,,,,,,,,,,,
121,Jair Rodrigues Júnior,,False,Jair,267,jair,0,0.0,4.0,81091,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,5,Jair,Vasco,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
122,Mayke Rocha de Oliveira,,True,Mayke,275,mayke,6,5.02,8.63,81150,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,6,Mayke,Palmeiras,2,0.25,8,5.4,3.0,11.0,5.0,,3.0,4.0,,,,1.0,,,,,,,,,,
123,Hugo Mallo Novegil,,False,Hugo Mallo,285,hugo-mallo,2,7.15,7.14,81551,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_CBzQtxz.png,6,H. Mallo,Internacional,2,0.0,8,0.0,1.0,2.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,
124,Rosicley Pereira da Silva,,True,Rossi,267,rossi,7,1.6,4.4,81798,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,7,Rossi,Vasco,5,0.06,8,1.0,1.0,5.0,8.0,1.0,6.0,,1.0,,,2.0,,,,,,,,,,
125,Alisson Euler de Freitas Castro,,True,Alisson,276,alisson,8,3.09,6.1,81845,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,7,Alisson,São Paulo,4,0.32,8,3.4,2.0,11.0,11.0,1.0,15.0,,1.0,3.0,,,,,,,,,,,,
126,João Ricardo Riedi,,True,João Ricardo,356,joao-ricardo,7,5.03,7.7,81881,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,7,J. Ricardo,Fortaleza,1,-0.98,8,1.0,,1.0,,,,2.0,,,,,,29.0,,5.0,,,,,,
127,Willian Osmar de Oliveira Silva,,True,Willian Oliveira,287,willian-oliveira,6,5.78,8.04,81952,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,7,W. Oliveira,Vitória,4,1.99,8,11.5,1.0,11.0,9.0,4.0,12.0,,,,2.0,,,,,,,,,,,
128,José Rafael Vivian,,True,Zé Rafael,275,ze-rafael,4,0.0,5.22,82455,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,7,Z. Rafael,Palmeiras,4,-0.78,8,-0.3,2.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,
129,Otávio Henrique Passos Santos,,False,Otávio,282,otavio,5,4.04,6.33,82463,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,5,Otávio,Atlético-MG,4,0.0,8,0.0,,14.0,6.0,1.0,4.0,,,2.0,,,,,,,,,,,,
130,Luiz de Araújo Guimarães Neto,,True,Luiz Araújo,262,luiz-araujo,8,5.84,10.36,82627,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,7,L. Araújo,Flamengo,5,3.44,8,20.3,,10.0,8.0,5.0,10.0,,,1.0,3.0,,1.0,,,,,,,,,
131,Guilherme de Jesus da Silva,,True,Tinga,356,tinga,7,3.62,5.08,82628,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,7,Tinga,Fortaleza,2,-0.55,8,3.6,1.0,14.0,5.0,,2.0,2.0,,,,,,,,,,,,,,
132,Marcelo Gazella Hermes,,True,Marcelo Hermes,288,marcelo-hermes,5,3.5,5.18,82639,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,7,M. Hermes,Criciúma,2,0.03,8,3.3,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
133,Wellington Soares da Silva,,False,Wellington Rato,276,wellington-rato,0,0.0,12.0,82766,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,6,W. Rato,São Paulo,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
134,Gabriel Barbosa Almeida,,False,Gabriel,262,gabriel,2,4.5,9.75,83257,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,6,Gabriel,Flamengo,5,0.0,8,0.0,,,,,2.0,,,,1.0,,,,,,,,,,,
135,Leonardo Pereira,,True,Léo Pereira,262,leo-pereira,7,2.84,7.03,83528,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,7,L. Pereira,Flamengo,3,-0.68,8,1.7,3.0,9.0,5.0,2.0,6.0,2.0,,,,,,,,,1.0,,,,,
136,Hueglo dos Santos Neris,,False,Neris,283,neris,4,1.57,3.77,83786,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,6,Neris,Cruzeiro,3,0.0,8,0.0,,5.0,6.0,,2.0,,,1.0,,1.0,,,,,,,,,,
137,Clayson Henrique da Silva Vieira,,True,Clayson,1371,clayson,6,1.22,3.92,83817,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,7,Clayson,Cuiabá,5,0.55,8,3.9,1.0,1.0,2.0,2.0,8.0,,,1.0,,1.0,,,,,,,1.0,,,
138,Francisco das Chagas Soares dos Santos Meireles,,True,Tiquinho Soares,263,tiquinho-soares,5,4.56,11.45,84042,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,7,T. Soares,Botafogo,5,-0.64,8,2.4,2.0,2.0,7.0,4.0,11.0,,,,2.0,2.0,,,,,,,,,,
139,Jemerson de Jesus Nascimento,,False,Jemerson,284,jemerson,3,3.13,5.81,84263,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,6,Jemerson,Grêmio,3,0.0,8,0.0,2.0,,2.0,,4.0,2.0,,,,,,,,,,,,,,
140,Alisson Machado dos Santos,,False,Alisson,288,alisson,2,2.75,3.05,84266,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,6,Alisson,Criciúma,1,0.0,8,0.0,1.0,,,,1.0,,,,,,,8.0,,2.0,,,,,,
141,Fernando Pereira do Nascimento,,False,Fernando Sobral,1371,fernando-sobral,5,3.24,5.45,84428,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,6,F. Sobral,Cuiabá,4,0.0,8,0.0,1.0,9.0,2.0,3.0,7.0,,,1.0,,1.0,,,,,,,,,,
142,Lucas Daniel Romero,,True,Lucas Romero,283,lucas-romero,6,2.43,4.79,84558,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,7,L. Romero,Cruzeiro,4,-0.48,8,-0.1,,11.0,5.0,3.0,7.0,,,,,,,,,,,,,,,1.0
143,Fellipe Mateus de Sena Araújo,,False,Fellipe Mateus,288,fellipe-mateus,3,9.27,9.93,84587,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,5,F. Mateus,Criciúma,4,0.0,8,0.0,1.0,3.0,3.0,,15.0,,,3.0,2.0,,,,,,1.0,,,,,
144,Lucas Evangelista Santana de Oliveira,,True,Lucas Evangelista,280,lucas-evangelista,4,3.25,9.31,84674,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,7,L. Evangelista,Bragantino,4,1.13,8,9.5,2.0,3.0,7.0,1.0,7.0,,,1.0,1.0,,,,,,,,,,,
145,Guillermo Varela Olivera,,False,Varela,262,varela,5,4.5,5.73,84816,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,6,Varela,Flamengo,2,0.0,8,0.0,,7.0,7.0,,10.0,2.0,,1.0,,,,,,,,,,,,
146,Rafael Rogério da Silva,,False,Rafael Ratão,265,rafael-ratao,3,2.97,5.14,84918,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,6,R. Ratão,Bahia,5,0.0,8,0.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
147,Marcos Felipe de Freitas Monteiro,,True,Marcos Felipe,265,marcos-felipe,7,6.0,9.19,85004,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,7,M. Felipe,Bahia,1,1.43,8,10.0,1.0,,,,,3.0,,,,,,34.0,,6.0,,,,,,
148,Óscar David Romero Villamayor,,True,Óscar Romero,263,oscar-romero,6,3.22,6.74,85034,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,6,Ã. Romero,Botafogo,4,0.03,8,1.7,2.0,11.0,3.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,,
149,Damián Nicolás Suárez,,True,Damián Suárez,263,damian-suarez,6,4.55,6.69,85277,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,7,D. Suárez,Botafogo,2,0.84,8,10.2,1.0,7.0,9.0,1.0,4.0,3.0,1.0,,,2.0,,,,,,,,,,
150,Alex Paulo Menezes Santana,,False,Alex Santana,293,alex-santana,3,-0.1,3.48,85465,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO.png,6,A. Santana,Athlético-PR,4,0.0,8,0.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
151,Leonardo Pinheiro da Conceição,,True,Léo,267,leo,8,1.09,3.13,85626,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,2,Léo,Vasco,3,0.0,8,1.2,,6.0,4.0,,3.0,,,1.0,,,,,,,,,,,,
152,Hyoran Kaue Dalmoro,,True,Hyoran,285,hyoran,1,3.5,5.86,85931,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,2,Hyoran,Internacional,4,0.86,8,3.5,,1.0,,1.0,3.0,,,,,,,,,,,,,,,
153,Yannick Bolasie,,True,Bolasie,288,bolasie,5,6.48,7.67,86292,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,7,Bolasie,Criciúma,5,-0.44,8,3.2,1.0,4.0,7.0,5.0,7.0,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,
154,Caio Henrique da Silva Dantas,,False,Caio Dantas,287,caio-dantas,0,0.0,3.0,86362,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,6,C. Dantas,Vitória,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
155,Victor Luis Chuab Zamblauskas,,True,Victor Luis,267,victor-luis,2,-0.05,2.36,86410,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,6,V. Luis,Vasco,2,-0.34,8,-0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
156,Marcos da Silva França,,False,Keno,266,keno,2,2.25,7.72,86485,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,7,Keno,Fluminense,5,0.0,8,0.0,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,
157,Jandrei Chitolina Carniel,,True,Jandrei,276,jandrei,1,5.0,6.44,86508,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,7,Jandrei,São Paulo,1,1.44,8,5.0,,,,,,1.0,,,,,,,,,,,,,,
158,Rodrigo Fagundes de Freitas,,False,Rodrigo,288,rodrigo,4,3.43,4.09,86684,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,7,Rodrigo,Criciúma,3,0.0,8,0.0,2.0,7.0,4.0,,3.0,1.0,,,,,1.0,,,,1.0,,,,,
159,Danilo das Neves Pinheiro,,True,Tchê Tchê,263,tche-tche,6,1.3,4.04,86686,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,7,T. Tchê,Botafogo,4,-0.16,8,0.9,1.0,4.0,3.0,3.0,5.0,,,,,,,,,,,,,,,
160,Jonathan Francisco Lemos,,True,Jonathan,288,jonathan,2,1.45,3.3,86713,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,6,Jonathan,Criciúma,2,-0.32,8,0.5,,2.0,,,1.0,,,,,,,,,,,,,,,
161,Everton Sousa Soares,,True,Everton,262,everton,5,7.14,7.99,86757,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,6,Everton,Flamengo,5,-2.22,8,3.2,,5.0,1.0,5.0,2.0,,2.0,6.0,1.0,2.0,,,,,,,,,,
162,Matheus Rossetto,,False,Matheus Rossetto,356,matheus-rossetto,1,2.9,3.82,86766,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,6,M. Rossetto,Fortaleza,4,0.0,8,0.0,,2.0,,,1.0,,,,,,,,,,,,,,,
163,Danilo Barbosa da Silva,,False,Danilo Barbosa,263,danilo-barbosa,7,5.54,7.98,86777,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,7,D. Barbosa,Botafogo,4,0.0,8,0.0,3.0,10.0,10.0,1.0,4.0,,1.0,,3.0,,,,,,,,1.0,,,
164,José Welison da Silva,,True,José Welison,356,jose-welison,6,2.08,4.67,86859,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,7,J. Welison,Fortaleza,4,0.2,8,2.7,,9.0,3.0,2.0,2.0,,,,,,,,,,,,,,,
165,Leonardo César Jardim,,True,Léo Jardim,267,leo-jardim,8,2.63,6.21,87008,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,7,L. Jardim,Vasco,1,-0.57,8,2.0,,,,,,,,,,,,40.0,,19.0,,,,,,
166,Nathan Allan de Souza,,True,Nathan,284,nathan,1,0.0,4.51,87009,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,6,Nathan,Grêmio,4,-0.49,8,0.0,,,,,,,,,,,,,,,,,,,,
167,Pedro Henrique Ribeiro Gonçalves,,False,Pedro Henrique,280,pedro-henrique,4,4.28,6.92,87225,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,7,P. Henrique,Bragantino,3,0.0,8,0.0,,3.0,3.0,,3.0,1.0,,,1.0,1.0,,,,,,,,,,
168,Guilherme Antonio Arana Lopes,,False,Guilherme Arana,282,guilherme-arana,6,7.83,12.32,87228,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,6,G. Arana,Atlético-MG,2,0.0,8,0.0,2.0,13.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,
169,Carlos María de Pena Bonino,,True,Carlos de Pena,265,carlos-de-pena,7,0.87,2.67,87242,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,3,C. Pena,Bahia,4,-0.35,8,-1.0,3.0,1.0,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,
170,Yeferson Julio Soteldo Martínez,,False,Soteldo,284,soteldo,5,4.3,9.1,87258,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,6,Soteldo,Grêmio,5,0.0,8,0.0,,3.0,1.0,1.0,4.0,,1.0,2.0,1.0,,,,,,,,,,,
171,Walter Kannemann,,True,Kannemann,284,kannemann,3,1.63,4.46,87342,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,3,Kannemann,Grêmio,3,1.06,8,4.9,3.0,3.0,4.0,,1.0,,1.0,,,,,,,,,,,,,
172,Allano Brendon de Souza Lima,,False,Allano,288,allano,1,-0.5,3.4,87391,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,2,Allano,Criciúma,5,0.0,8,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,
173,Thaciano Mickael da Silva,,False,Thaciano,265,thaciano,6,2.98,5.74,87470,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,7,Thaciano,Bahia,4,0.0,8,0.0,2.0,3.0,3.0,6.0,1.0,,,1.0,1.0,3.0,1.0,,,,,,,,,
174,Mateus Pasinato,,False,Mateus Pasinato,1371,mateus-pasinato,0,0.0,3.0,87603,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,6,M. Pasinato,Cuiabá,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
175,Pablo Ignacio Galdames Millán,,True,Galdames,267,galdames,8,2.63,4.98,87660,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,7,Galdames,Vasco,4,-0.8,8,0.7,2.0,15.0,19.0,2.0,6.0,,1.0,1.0,,1.0,,,,,,,,,,
176,Yago Felipe da Costa Rocha,,True,Yago Felipe,265,yago-felipe,1,-1.0,3.22,87747,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,6,Y. Felipe,Bahia,4,-0.78,8,-1.0,1.0,,,,,,,,,,,,,,,,,,,
177,Paolo Mauricio Lemos Merladett,,True,Mauricio Lemos,282,mauricio-lemos,5,3.18,9.96,87853,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,3,M. Lemos,Atlético-MG,3,-1.34,8,-0.7,3.0,4.0,10.0,2.0,1.0,3.0,,,,,,,,,,,,,,
