,atletas.minimo_para_valorizar,atletas.media_num,atletas.nome,atletas.posicao_id,atletas.clube_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.apelido,atletas.preco_num,atletas.pontos_num,atletas.atleta_id,atletas.foto,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.status_id,atletas.variacao_num,atletas.rodada_id,CA,DE,FS,GS,SG,A,CV,DS,FC,FD,FF,G,I,V,FT,PP,PS,GC,PC,DP
85,,0.0,Gustavo Campanharo,4,373,G. Campanharo,Atlético-GO,Gustavo Campanharo,4.5,0.0,72497,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,True,gustavo-campanharo,1,6,-0.5,18,,,,,,,,,,,,,,,,,,,,
86,,2.44,Magno José da Silva,2,373,Maguinho,Atlético-GO,Maguinho,4.37,0.0,72532,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,True,maguinho,14,2,-0.23,18,1.0,,9.0,,2.0,1.0,1.0,15.0,15.0,2.0,5.0,,1.0,,,,,,1.0,
87,,1.83,Pedro Henrique Konzen Medina da Silva,5,264,P. Henrique,Corinthians,Pedro Henrique,4.63,0.0,72583,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,False,pedro-henrique,6,6,0.0,18,1.0,,6.0,,,1.0,,2.0,2.0,,3.0,,2.0,,,,,,,
88,,0.0,Maurício Kozlinski,1,356,M. Kozlinski,Fortaleza,Maurício Kozlinski,3.0,0.0,72595,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,False,mauricio-kozlinski,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
89,,0.0,Vitor Hugo Franchescoli de Souza,3,265,V. Hugo,Bahia,Vitor Hugo,4.0,0.0,72605,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,False,vitor-hugo,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
90,,3.8,Fernando Luiz Rosa,4,293,Fernandinho,Athlético-PR,Fernandinho,7.11,0.0,72775,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,False,fernandinho,15,6,0.0,18,6.0,,17.0,,,3.0,,15.0,24.0,8.0,4.0,2.0,1.0,,,,,,,
91,,2.08,Wílker José Ángel Romero,3,288,W. Ángel,Criciúma,Wilker Ángel,3.12,-0.1,72801,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,True,wilker-angel,6,6,-0.44,18,,,3.0,,1.0,,,6.0,12.0,2.0,,,,,,,,,,
92,,2.58,Gabriel Iván Mercado,3,285,Mercado,Internacional,Mercado,5.0,0.6,72951,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,True,mercado,9,6,-0.07,18,4.0,,3.0,,4.0,,,6.0,5.0,,,,,,,,,,,
93,,3.03,Samuel Xavier Brito,2,266,S. Xavier,Fluminense,Samuel Xavier,6.03,8.7,73384,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,True,samuel-xavier,11,7,0.99,18,2.0,,25.0,,1.0,1.0,,11.0,13.0,1.0,3.0,,1.0,,,,,,,
94,,2.43,Bruno Fabiano Alves,3,1371,B. Alves,Cuiabá,Bruno Alves,4.08,0.0,73620,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,False,bruno-alves,10,6,0.0,18,,,9.0,,2.0,,,8.0,6.0,1.0,1.0,,,,,,,,,
95,,0.0,Rodrigo Caio Coquette Russo,3,284,R. Caio,Grêmio,Rodrigo Caio,5.38,0.0,73800,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,False,rodrigo-caio,1,6,0.0,18,,,,,,,,,,,,,,,,,,,,
96,,2.34,Walisson Moreira Farias Maia,3,288,W. Maia,Criciúma,Walisson Maia,3.54,0.0,73991,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,False,walisson-maia,8,6,0.0,18,1.0,,1.0,,2.0,1.0,,5.0,8.0,,2.0,,,,,,,,1.0,
97,,0.0,Cristián Eduardo Zapata Valencia,3,287,Zapata,Vitória,Zapata,4.0,0.0,74028,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,False,zapata,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
98,,2.0,Roberto Junior Fernández Torres,1,263,G. Fernández,Botafogo,Gatito Fernández,6.82,0.0,74061,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,False,gatito-fernandez,3,6,0.0,18,1.0,6.0,,4.0,1.0,,,,,,,,,,,,,,,
99,,0.0,Joel Nathaniel Campbell Samuels,5,373,Campbell,Atlético-GO,Campbell,7.0,0.0,74157,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,False,campbell,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
100,,0.0,Jorge de Moura Xavier,4,373,Jorginho,Atlético-GO,Jorginho,4.0,0.0,77544,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,False,jorginho,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
101,,2.06,Madson Ferreira dos Santos,2,293,Madson,Athlético-PR,Madson,4.03,0.0,78077,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,False,madson,13,6,0.0,18,2.0,,8.0,,3.0,1.0,,4.0,5.0,,2.0,,1.0,,,,,,,
102,,5.19,Everaldo Stum,5,265,Everaldo,Bahia,Everaldo,7.51,2.7,78117,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,True,everaldo,16,7,-0.63,18,2.0,,13.0,,,1.0,,6.0,19.0,10.0,8.0,6.0,3.0,,2.0,,,,,
103,,0.58,Gustavo Henrique Vernes,3,264,G. Henrique,Corinthians,Gustavo Henrique,5.4,-1.0,78248,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,False,gustavo-henrique,8,3,0.26,18,3.0,,3.0,,1.0,,1.0,2.0,9.0,1.0,4.0,,,,,,,,,
104,,5.25,Renê Rodrigues Martins,2,285,Renê,Internacional,Renê,8.87,4.8,78445,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,True,rene,12,6,0.46,18,2.0,,15.0,,4.0,1.0,,24.0,10.0,3.0,4.0,,,,,,,,,
105,,4.31,Cláudio Tencati,6,288,C. Tencati,Criciúma,Cláudio Tencati,6.23,3.25,78450,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,True,claudio-tencati,15,6,0.0,18,,,,,,,,,,,,,,4.0,,,,,,
106,,1.5,Jean Mota Oliveira de Sousa,4,287,J. Mota,Vitória,Jean Mota,3.48,0.0,78548,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,False,jean-mota,12,6,0.0,18,,,5.0,,,,,2.0,6.0,2.0,2.0,1.0,1.0,,1.0,,,,,
107,,2.25,Jonathan Renato Barbosa,5,1371,J. Cafu,Cuiabá,Jonathan Cafu,3.72,1.4,78580,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,True,jonathan-cafu,12,6,-0.45,18,,,14.0,,,,,8.0,12.0,3.0,3.0,1.0,,,,,,,,
108,,1.5,Gabriel Girotto Franco,4,293,Gabriel,Athlético-PR,Gabriel,4.31,3.3,78605,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,True,gabriel,5,6,0.18,18,1.0,,2.0,,,,,5.0,7.0,1.0,3.0,,,,,,,,,
109,,1.93,Ramiro Moschen Benetti,4,283,Ramiro,Cruzeiro,Ramiro,4.65,0.0,78715,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,False,ramiro,14,6,0.0,18,2.0,,7.0,,,,,16.0,14.0,1.0,2.0,1.0,1.0,,,,,,,
110,,5.15,Reinaldo Manoel da Silva,2,284,Reinaldo,Grêmio,Reinaldo,9.37,14.8,78850,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,True,reinaldo,10,7,2.11,18,2.0,,7.0,,2.0,,,10.0,9.0,9.0,5.0,2.0,1.0,,,,,,,
111,,1.63,Thiago dos Santos,3,266,T. Santos,Fluminense,Thiago Santos,3.32,8.7,78855,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,True,thiago-santos,9,7,1.27,18,2.0,,3.0,,1.0,,,8.0,12.0,3.0,2.0,,,,,,,,1.0,
112,,2.71,Luiz Felipe do Nascimento dos Santos,3,373,L. Felipe,Atlético-GO,Luiz Felipe,3.73,1.7,79035,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,True,luiz-felipe,8,6,0.17,18,2.0,,1.0,,1.0,,1.0,11.0,7.0,1.0,1.0,1.0,,,,,1.0,,1.0,
113,,1.15,Víctor Leandro Cuesta,3,265,V. Cuesta,Bahia,Víctor Cuesta,3.73,-0.3,79113,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,True,victor-cuesta,4,7,-0.86,18,2.0,,5.0,,,,,4.0,5.0,,1.0,,,,,,,,,
114,,0.35,Filipe Augusto Carvalho Souza,4,1371,F. Augusto,Cuiabá,Filipe Augusto,1.52,0.0,79268,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,False,filipe-augusto,6,6,0.0,18,3.0,,2.0,,,,,4.0,9.0,1.0,1.0,,,,,,,,,
115,,4.79,Roger Machado Marques,6,285,R. Machado,Internacional,Roger Machado,6.9,2.41,79437,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,True,roger-machado,15,6,-0.22,18,,,,,,,,,,,,,,4.0,,,,,,
116,,2.5,Germán Ezequiel Cano,5,266,Cano,Fluminense,Cano,7.48,1.3,79631,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,True,cano,13,7,-0.11,18,3.0,,4.0,,,,,3.0,5.0,11.0,9.0,1.0,1.0,,1.0,,,,,
117,,1.36,Lucas Silva Borges,4,283,L. Silva,Cruzeiro,Lucas Silva,3.98,-0.3,79701,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,True,lucas-silva,15,7,-0.09,18,3.0,,9.0,,,,,6.0,12.0,4.0,7.0,1.0,,,,,,1.0,,
118,,0.64,Antônio Carlos Cunha Capocasali Júnior,3,266,A. Carlos,Fluminense,Antônio Carlos,2.03,0.0,79702,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,False,antonio-carlos,9,6,0.0,18,1.0,,8.0,,,,,3.0,5.0,,1.0,,1.0,,,,,,,
119,,5.26,Jadson Alves dos Santos,4,286,Jadson,Juventude,Jadson,8.62,1.4,80129,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,True,jadson,13,3,-0.34,18,5.0,,22.0,,,3.0,1.0,32.0,21.0,4.0,7.0,1.0,2.0,,,,,,,
120,,3.12,Glaybson Yago Souza Lisboa,4,356,Y. Pikachu,Fortaleza,Yago Pikachu,5.17,4.9,80196,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,True,yago-pikachu,15,6,0.57,18,3.0,,22.0,,,2.0,,13.0,7.0,1.0,8.0,1.0,2.0,,,,,,,
121,,4.04,Rafael da Silva,5,283,R. Silva,Cruzeiro,Rafa Silva,5.88,0.0,80225,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,False,rafa-silva,8,6,0.0,18,2.0,,4.0,,,,,4.0,6.0,4.0,1.0,3.0,3.0,,,,,,,
122,,6.62,Luciano da Rocha Neves,5,276,Luciano,São Paulo,Luciano,10.62,2.0,80287,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,True,luciano,15,7,-0.51,18,7.0,,25.0,,,1.0,,15.0,21.0,12.0,11.0,6.0,2.0,,3.0,1.0,1.0,,,
123,,4.56,Gilberto Moraes Júnior,2,265,Gilberto,Bahia,Gilberto,7.61,2.9,80313,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,True,gilberto,10,6,0.1,18,,,12.0,,2.0,,,16.0,9.0,1.0,5.0,1.0,1.0,,,,,,,
124,,3.32,Arthur Caíke do Nascimento Cruz,5,288,A. Caíke,Criciúma,Arthur Caíke,4.6,3.3,80337,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,True,arthur-caike,15,6,0.2,18,1.0,,16.0,,,,,3.0,11.0,5.0,13.0,3.0,9.0,,1.0,,,,,
125,,3.3,Pedro Tonon Geromel,3,284,P. Geromel,Grêmio,Pedro Geromel,6.54,7.9,80853,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,True,pedro-geromel,6,2,1.27,18,2.0,,2.0,,3.0,,,3.0,2.0,1.0,2.0,,,,,,,,,
126,,0.0,Jair Rodrigues Júnior,4,267,Jair,Vasco,Jair,4.0,0.0,81091,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,False,jair,0,5,0.0,18,,,,,,,,,,,,,,,,,,,,
127,,4.64,Mayke Rocha de Oliveira,2,275,Mayke,Palmeiras,Mayke,8.52,5.2,81150,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,True,mayke,16,6,0.42,18,3.0,,7.0,,8.0,,,24.0,12.0,,1.0,1.0,2.0,,,,,,,
128,,1.75,Rosicley Pereira da Silva,5,267,Rossi,Vasco,Rossi,4.43,0.0,81798,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,False,rossi,11,6,0.0,18,2.0,,8.0,,,1.0,,12.0,9.0,,1.0,,2.0,,,,,,,
129,,3.59,Alisson Euler de Freitas Castro,4,276,Alisson,São Paulo,Alisson,6.88,0.0,81845,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,False,alisson,16,5,0.0,18,4.0,,27.0,,,2.0,,25.0,21.0,4.0,2.0,1.0,,,,,,,,
130,,4.86,João Ricardo Riedi,1,356,J. Ricardo,Fortaleza,João Ricardo,7.71,0.0,81881,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,True,joao-ricardo,17,6,-0.23,18,,73.0,1.0,17.0,5.0,,,1.0,,,,,,,,,,,,
131,,5.25,Willian Osmar de Oliveira Silva,4,287,W. Oliveira,Vitória,Willian Oliveira,7.46,0.4,81952,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,True,willian-oliveira,16,7,-0.63,18,2.0,,26.0,,,,,25.0,21.0,,9.0,5.0,,,,,2.0,,,
132,,2.17,José Rafael Vivian,4,275,Z. Rafael,Palmeiras,Zé Rafael,5.83,5.9,82455,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,True,ze-rafael,10,7,0.92,18,4.0,,13.0,,,2.0,,8.0,18.0,2.0,2.0,,,,,,1.0,,,
133,,3.61,Otávio Henrique Passos Santos,4,282,Otávio,Atlético-MG,Otávio,6.05,4.6,82463,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,True,otavio,10,6,0.47,18,,,7.0,,,,,26.0,14.0,2.0,4.0,,,,,,,,,
134,,5.88,Luiz de Araújo Guimarães Neto,5,262,L. Araújo,Flamengo,Luiz Araújo,8.79,3.4,82627,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,True,luiz-araujo,17,6,-0.04,18,1.0,,25.0,,,4.0,,22.0,14.0,9.0,11.0,3.0,1.0,,1.0,,,,,
135,,3.62,Guilherme de Jesus da Silva,2,356,Tinga,Fortaleza,Tinga,5.09,1.2,82628,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,True,tinga,17,6,-1.26,18,1.0,,5.0,,5.0,,,22.0,12.0,,3.0,1.0,,,1.0,,,,1.0,
136,,3.29,Marcelo Gazella Hermes,2,288,M. Hermes,Criciúma,Marcelo Hermes,5.1,0.4,82639,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,True,marcelo-hermes,14,6,-0.28,18,2.0,,6.0,,2.0,1.0,,17.0,13.0,2.0,4.0,1.0,,,,,,,,
137,,1.06,Wellington Soares da Silva,4,276,W. Rato,São Paulo,Wellington Rato,5.85,0.2,82766,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,True,wellington-rato,10,6,-0.57,18,,,6.0,,,,,3.0,3.0,3.0,2.0,,2.0,,,,,,,
138,,2.96,Gabriel Barbosa Almeida,5,262,Gabriel,Flamengo,Gabriel,7.8,9.0,83257,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,True,gabriel,7,6,1.36,18,1.0,,4.0,,,,,,,2.0,2.0,2.0,3.0,,,,,,,
139,,1.99,Leonardo Pereira,3,262,L. Pereira,Flamengo,Léo Pereira,5.79,0.0,83528,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,True,leo-pereira,14,6,-0.16,18,4.0,,9.0,,3.0,,,12.0,9.0,,2.0,,,,,,,,1.0,
140,,2.13,Hueglo dos Santos Neris,3,283,Neris,Cruzeiro,Neris,4.47,0.0,83786,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,False,neris,6,6,0.0,18,,,2.0,,1.0,,,7.0,9.0,1.0,,,1.0,,,,,,,
141,,1.86,Clayson Henrique da Silva Vieira,5,1371,Clayson,Cuiabá,Clayson,3.87,1.2,83817,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,True,clayson,13,6,0.15,18,3.0,,14.0,,,,,4.0,6.0,3.0,6.0,1.0,3.0,,,,1.0,,,
142,,4.05,Francisco das Chagas Soares dos Santos Meireles,5,263,T. Soares,Botafogo,Tiquinho Soares,9.98,0.8,84042,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,True,tiquinho-soares,12,7,-1.28,18,3.0,,23.0,,,2.0,,5.0,22.0,1.0,7.0,3.0,2.0,,,,,,,
143,,3.13,Jemerson de Jesus Nascimento,3,284,Jemerson,Grêmio,Jemerson,5.81,0.0,84263,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,False,jemerson,3,6,0.0,18,2.0,,4.0,,2.0,,,,2.0,,,,,,,,,,,
144,,0.87,Alisson Machado dos Santos,1,288,Alisson,Criciúma,Alisson,2.29,-1.0,84266,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,False,alisson,4,6,0.13,18,2.0,9.0,1.0,4.0,,,,,,,,,,,,,,,,
145,,2.93,Fernando Pereira do Nascimento,4,1371,F. Sobral,Cuiabá,Fernando Sobral,4.92,-0.3,84428,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,True,fernando-sobral,13,6,-1.02,18,1.0,,12.0,,,,,16.0,3.0,3.0,4.0,1.0,1.0,,,,,,,
146,,2.96,Lucas Daniel Romero,4,283,L. Romero,Cruzeiro,Lucas Romero,5.31,3.2,84558,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,True,lucas-romero,14,7,0.25,18,2.0,,13.0,,,1.0,1.0,29.0,21.0,2.0,5.0,,,,,,,,,
147,,4.33,Fellipe Mateus de Sena Araújo,4,288,F. Mateus,Criciúma,Fellipe Mateus,7.59,6.0,84587,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,True,fellipe-mateus,11,6,0.66,18,2.0,,30.0,,,,,9.0,8.0,6.0,5.0,2.0,,,,,,,1.0,
148,,3.96,Lucas Evangelista Santana de Oliveira,4,280,L. Evangelista,Bragantino,Lucas Evangelista,8.19,4.0,84674,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,True,lucas-evangelista,12,6,0.23,18,2.0,,19.0,,,1.0,,11.0,10.0,3.0,7.0,2.0,4.0,,,,,,,
149,,4.5,Guillermo Varela Olivera,2,262,Varela,Flamengo,Varela,5.73,0.0,84816,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,False,varela,5,6,0.0,18,,,10.0,,2.0,,,7.0,7.0,1.0,,,,,,,,,,
150,,2.97,Rafael Rogério da Silva,5,265,R. Ratão,Bahia,Rafael Ratão,5.14,0.0,84918,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,False,rafael-ratao,3,6,0.0,18,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
151,,3.32,Marcos Felipe de Freitas Monteiro,1,265,M. Felipe,Bahia,Marcos Felipe,6.54,0.5,85004,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,True,marcos-felipe,16,7,-0.7,18,1.0,51.0,2.0,19.0,4.0,,,1.0,,,,,,,,,,,,
152,,3.31,Óscar David Romero Villamayor,4,263,Ã. Romero,Botafogo,Óscar Romero,6.68,0.0,85034,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,False,oscar-romero,13,6,0.0,18,4.0,,12.0,,,3.0,,17.0,8.0,6.0,1.0,,,,,,,,,
153,,4.05,Damián Nicolás Suárez,2,263,D. Suárez,Botafogo,Damián Suárez,6.34,6.5,85277,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,True,damian-suarez,15,2,0.16,18,5.0,,12.0,,7.0,1.0,,18.0,23.0,1.0,5.0,,2.0,,,,,,,
154,,0.72,Alex Paulo Menezes Santana,4,264,A. Santana,Corinthians,Alex Santana,3.13,1.3,85465,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,True,alex-santana,6,3,-0.41,18,3.0,,3.0,,,,,5.0,6.0,,2.0,,,,,,,,,
155,,2.61,Leonardo Pinheiro da Conceição,3,267,Léo,Vasco,Léo,4.02,1.6,85626,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,True,leo,15,6,-0.55,18,,,9.0,,4.0,,,14.0,11.0,1.0,,,1.0,,,,,,,
156,,2.9,Ricardo Ryller Ribeiro Lino Silva,4,287,R. Ryller,Vitória,Ricardo Ryller,4.72,2.9,85856,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,True,ricardo-ryller,1,6,0.72,18,,,,,,,,2.0,1.0,,1.0,,,,,,,,,
157,,1.76,Hyoran Kaue Dalmoro,4,285,Hyoran,Internacional,Hyoran,4.33,1.3,85931,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,True,hyoran,8,6,-0.3,18,,,9.0,,,,,5.0,5.0,1.0,5.0,,1.0,,,,,,,
158,,4.24,Yannick Bolasie,5,288,Bolasie,Criciúma,Bolasie,6.44,0.0,86292,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,False,bolasie,13,6,0.0,18,2.0,,8.0,,,3.0,,6.0,20.0,8.0,11.0,2.0,4.0,,1.0,,,,,
159,,0.0,Caio Henrique da Silva Dantas,5,287,C. Dantas,Vitória,Caio Dantas,3.0,0.0,86362,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,False,caio-dantas,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
160,,2.69,Victor Luis Chuab Zamblauskas,2,267,V. Luis,Vasco,Victor Luis,4.22,0.0,86410,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,False,victor-luis,7,6,0.0,18,2.0,,6.0,,2.0,,1.0,10.0,8.0,1.0,,,,,,,,,,
161,,1.37,Marcos da Silva França,5,266,Keno,Fluminense,Keno,5.0,2.0,86485,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,True,keno,11,6,0.13,18,,,7.0,,,,,6.0,8.0,2.0,6.0,,3.0,,,,,,,
162,,3.06,Jandrei Chitolina Carniel,1,276,Jandrei,São Paulo,Jandrei,6.32,0.0,86508,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,False,jandrei,8,6,0.0,18,,22.0,5.0,10.0,2.0,,,,,,,,,,,,,,,
163,,3.71,Rodrigo Fagundes de Freitas,3,288,Rodrigo,Criciúma,Rodrigo,6.14,10.2,86684,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,True,rodrigo,14,6,1.52,18,4.0,,6.0,,2.0,1.0,,26.0,16.0,1.0,2.0,1.0,1.0,,1.0,,,,2.0,
164,,1.41,Danilo das Neves Pinheiro,4,263,T. Tchê,Botafogo,Tchê Tchê,3.87,2.6,86686,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,True,tche-tche,15,6,0.36,18,1.0,,12.0,,,,,8.0,6.0,3.0,6.0,,,,,,,,,
165,,2.1,Jonathan Francisco Lemos,2,288,Jonathan,Criciúma,Jonathan,3.54,2.0,86713,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,True,jonathan,7,6,0.15,18,,,2.0,,,,,10.0,1.0,1.0,1.0,,,,,,,,,
166,,5.24,Everton Sousa Soares,5,262,Everton,Flamengo,Everton,6.84,-0.5,86757,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,True,everton,7,7,-0.7,18,1.0,,4.0,,,2.0,,5.0,3.0,6.0,7.0,1.0,2.0,,,,,,,
167,,1.51,Matheus Rossetto,4,356,M. Rossetto,Fortaleza,Matheus Rossetto,2.79,-0.1,86766,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,True,matheus-rossetto,7,6,-1.04,18,1.0,,4.0,,,,,10.0,8.0,,,,,,,,,,,
168,,3.99,Danilo Barbosa da Silva,4,263,D. Barbosa,Botafogo,Danilo Barbosa,7.69,5.6,86777,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,True,danilo-barbosa,15,2,0.8,18,3.0,,11.0,,,2.0,,20.0,13.0,,3.0,3.0,,,,,1.0,,,
169,,1.71,José Welison da Silva,4,356,J. Welison,Fortaleza,José Welison,3.94,0.0,86859,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,False,jose-welison,10,6,0.0,18,1.0,,3.0,,,,,14.0,6.0,,2.0,,,,,,,,,
170,,3.85,Leonardo César Jardim,1,267,L. Jardim,Vasco,Léo Jardim,6.29,-1.0,87008,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,True,leo-jardim,18,6,-1.84,18,,77.0,,28.0,4.0,,,,,,,,,,,,,,,
171,,1.04,Nathan Allan de Souza,4,284,Nathan,Grêmio,Nathan,3.54,1.5,87009,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,True,nathan,5,6,-0.21,18,,,4.0,,,,,1.0,,1.0,1.0,,,,,,,,,
