,atletas.minimo_para_valorizar,atletas.media_num,atletas.nome,atletas.posicao_id,atletas.clube_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.apelido,atletas.preco_num,atletas.pontos_num,atletas.atleta_id,atletas.foto,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.status_id,atletas.variacao_num,atletas.rodada_id,CA,DE,FS,GS,SG,A,CV,DS,FC,FD,FF,G,I,V,FT,PP,PS,GC,PC,DP
259,,0.65,Felipe dos Reis Pereira Vizeu do Carmo,5,288,F. Vizeu,Criciúma,Felipe Vizeu,2.89,0.0,94138,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,True,felipe-vizeu,4,6,-0.49,18,,,2.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,
260,,0.2,Maycon de Andrade Barberan,4,264,Maycon,Corinthians,Maycon,4.65,0.0,94154,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,False,maycon,2,5,0.0,18,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,
261,,5.14,Raphael Cavalcante Veiga,4,275,R. Veiga,Palmeiras,Raphael Veiga,11.64,3.8,94509,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,True,raphael-veiga,16,7,-0.04,18,2.0,,24.0,,,3.0,1.0,11.0,10.0,14.0,27.0,2.0,3.0,,,1.0,,,,
262,,8.2,Pedro Guilherme Abreu dos Santos,5,262,Pedro,Flamengo,Pedro,14.02,6.7,94583,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,True,pedro,17,7,-0.95,18,2.0,,20.0,,,5.0,,12.0,12.0,14.0,9.0,9.0,3.0,,1.0,1.0,1.0,,,
263,,0.0,Jhegson Sebastián Méndez Carabalí,4,276,J. Méndez,São Paulo,Jhegson Méndez,4.0,0.0,94786,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_PUzvx3f.png,False,jhegson-mendez,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
264,,1.12,Rodrigo Andrés Battaglia,4,282,Battaglia,Atlético-MG,Battaglia,2.35,-0.3,94845,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,True,battaglia,13,6,-0.23,18,3.0,,8.0,,,,2.0,17.0,20.0,3.0,2.0,,,,,,,,,
265,,0.82,Lucas Fernandes da Silva,4,1371,L. Fernandes,Cuiabá,Lucas Fernandes,3.47,0.0,94931,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,False,lucas-fernandes,7,6,0.0,18,1.0,,4.0,,,,,1.0,3.0,3.0,1.0,,,,,,,,,
266,,5.18,Luis Antônio da Rocha Júnior,2,280,J. Capixaba,Bragantino,Juninho Capixaba,10.84,6.4,94968,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,True,juninho-capixaba,14,6,0.33,18,3.0,,24.0,,3.0,,,41.0,18.0,2.0,3.0,,1.0,,,,,,,
267,,3.1,Gabriel Pereira Taliari,5,286,G. Taliari,Juventude,Gabriel Taliari,4.53,6.1,95131,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,True,gabriel-taliari,9,7,0.26,18,,,15.0,,,2.0,,3.0,7.0,2.0,1.0,,2.0,,2.0,,,,,
268,,2.09,Gregore de Magalhães da Silva,4,263,Gregore,Botafogo,Gregore,4.0,2.1,95464,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,True,gregore,16,2,0.0,18,3.0,,6.0,,,1.0,,33.0,47.0,1.0,1.0,,,,,,1.0,,,
269,,4.49,Igor Vinícius de Souza,2,276,I. Vinícius,São Paulo,Igor Vinícius,6.52,0.0,95466,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,False,igor-vinicius,16,2,0.0,18,3.0,,23.0,,5.0,2.0,1.0,27.0,10.0,1.0,1.0,,1.0,,1.0,,,1.0,,
270,,3.85,Raniele Almeida Melo,4,264,Raniele,Corinthians,Raniele,7.34,0.0,95556,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,False,raniele,16,7,0.0,18,6.0,,23.0,,,,,38.0,19.0,7.0,6.0,,1.0,,1.0,,,,,
271,,1.9,Lucas Kal Schenfeld Progioli,4,373,L. Kal,Atlético-GO,Lucas Kal,3.42,0.0,95662,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,True,lucas-kal,14,7,-0.25,18,1.0,,4.0,,,1.0,,16.0,11.0,2.0,3.0,,,,,,,,,
272,,2.0,Miguel Ángel Trauco Saavedra,2,288,Trauco,Criciúma,Trauco,4.26,3.0,95738,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,True,trauco,11,6,0.42,18,1.0,,1.0,,1.0,,,7.0,3.0,1.0,1.0,1.0,,,,,,,,
273,,0.32,Tobias Pereira Figueiredo,3,288,T. Figueiredo,Criciúma,Tobias Figueiredo,1.65,0.0,95878,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,True,tobias-figueiredo,6,6,-0.39,18,2.0,,4.0,,,,,,3.0,1.0,2.0,,,,,,,,,
274,,-0.03,Luiz Filipe da Rosa Machado - Felipe,4,283,Machado,Cruzeiro,Machado,1.7,0.0,96089,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,False,machado,6,6,0.0,18,2.0,,3.0,,,,,2.0,7.0,,,,,,,,,,,
275,,3.86,Vinicius Moreira de Lima,4,266,Lima,Fluminense,Lima,7.62,0.0,96340,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,False,lima,9,5,0.0,18,2.0,,19.0,,,,1.0,10.0,10.0,1.0,5.0,2.0,,,,,,,,
276,,6.45,Matheus Fellipe Costa Pereira,4,283,M. Pereira,Cruzeiro,Matheus Pereira,9.64,0.7,96610,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,True,matheus-pereira,15,7,-0.36,18,5.0,,40.0,,,2.0,,7.0,14.0,7.0,17.0,5.0,4.0,,2.0,,,,,
277,,1.83,Allan Rodrigues de Souza,4,262,Allan,Flamengo,Allan,4.02,0.0,96652,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,False,allan,13,6,0.0,18,3.0,,11.0,,,,,19.0,15.0,2.0,2.0,,,,,,,,1.0,
278,,4.88,Gabriel Alejandro Milito,6,282,G. Milito,Atlético-MG,Gabriel Milito,9.14,7.74,96673,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,True,gabriel-milito,17,6,0.79,18,,,,,,,,,,,,,,6.0,,,,,,
279,,5.61,Fabricio Tomás Bustos Sein,2,285,Bustos,Internacional,Bustos,9.18,0.0,96678,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,False,bustos,9,6,0.0,18,3.0,,7.0,,4.0,,,18.0,9.0,,4.0,1.0,1.0,,,,,,,
280,,4.32,Renzo Saravia,2,282,Saravia,Atlético-MG,Saravia,7.75,6.8,96725,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,True,saravia,13,6,0.9,18,2.0,,17.0,,4.0,,,30.0,27.0,1.0,2.0,,1.0,,,,,,1.0,
281,,0.63,Cleidson Andrade da Souza Silva,3,287,Camutanga,Vitória,Camutanga,2.34,0.0,96793,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,False,camutanga,4,5,0.0,18,1.0,,2.0,,,,1.0,3.0,3.0,1.0,2.0,,,,,,,,,
282,,1.82,Carlos Moisés de Lima,5,262,Carlinhos,Flamengo,Carlinhos,2.91,0.0,96831,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,False,carlinhos,6,6,0.0,18,,,,,,,,,2.0,1.0,3.0,1.0,1.0,,,,,,,
283,,3.56,Arthur Gomes Lourenço,5,283,A. Gomes,Cruzeiro,Arthur Gomes,5.59,0.9,96966,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,True,arthur-gomes,13,7,-2.02,18,1.0,,10.0,,,1.0,,10.0,15.0,9.0,5.0,2.0,11.0,,,,,,,
284,,1.23,Jony Alexander González Copete,5,373,Y. González,Atlético-GO,Yony González,2.99,0.2,97080,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,True,yony-gonzalez,7,6,-0.38,18,,,9.0,,,,,2.0,5.0,2.0,1.0,,,,,,,,,
285,,0.5,Luís Eduardo Marques dos Santos,2,356,Dudu,Fortaleza,Dudu,3.81,0.0,97133,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,False,dudu,1,6,0.0,18,,,1.0,,,,,,,,,,,,,,,,,
286,,3.93,Mathías Adalberto Villasanti Rolón,4,284,Villasanti,Grêmio,Villasanti,9.11,6.7,97145,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,True,villasanti,9,7,0.6,18,2.0,,9.0,,,1.0,,25.0,14.0,1.0,1.0,,,,,,,,,
287,,1.5,Janderson Santos de Souza,5,373,Janderson,Atlético-GO,Janderson,4.13,-0.1,97245,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,True,janderson,2,7,-0.63,18,2.0,,3.0,,,,,2.0,3.0,1.0,1.0,,,,,,,,,
288,,5.02,Rogério Mücke Ceni,6,265,R. Ceni,Bahia,Rogério Ceni,9.14,2.26,97341,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,True,rogerio-ceni,16,7,-0.55,18,,,,,,,,,,,,,,8.0,,,,,,
289,,0.0,Romércio Pereira da Conceição,3,286,Romércio,Juventude,Romércio,3.0,0.0,97443,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,False,romercio,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
290,,5.32,Fernando Marçal de Oliveira,2,263,Marçal,Botafogo,Marçal,7.18,7.9,97468,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,True,marcal,6,2,0.37,18,1.0,,10.0,,3.0,,,11.0,5.0,1.0,,,,,,,,,,
291,,2.76,Shaylon Kallyson Cardozo - Cardoso,4,373,Shaylon,Atlético-GO,Shaylon,4.84,0.0,97520,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,False,shaylon,16,7,0.0,18,2.0,,3.0,,,1.0,,11.0,10.0,4.0,12.0,2.0,,,1.0,1.0,,,,
292,,3.51,William Bernardo Willemen - Willeam Lepu,2,287,W. Lepo,Vitória,Willean Lepo,4.86,1.1,97522,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,True,willean-lepo,14,7,-0.13,18,2.0,,12.0,,1.0,,,32.0,11.0,3.0,2.0,,2.0,,,,,,,
293,,1.23,Eryc Leonel Castillo Arroyo - Erick,5,287,Culebra,Vitória,Culebra,2.02,0.0,97640,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,False,culebra,8,6,0.0,18,,,1.0,,,,,1.0,3.0,1.0,,1.0,2.0,,,,,,,
294,,3.48,Félix Eduardo Torres Caicedo,3,264,F. Torres,Corinthians,Félix Torres,7.34,4.1,97642,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,True,felix-torres,11,7,0.4,18,2.0,,2.0,,4.0,,,15.0,12.0,1.0,1.0,,1.0,,1.0,,,,,
295,,3.68,Murilo Cerqueira Paim,3,275,Murilo,Palmeiras,Murilo,10.15,4.4,97653,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,True,murilo,13,5,0.48,18,3.0,,3.0,,7.0,,,11.0,16.0,1.0,6.0,,1.0,,,,,,,
296,,1.46,Reynaldo César Moraes,3,287,Reynaldo,Vitória,Reynaldo,2.81,1.0,97768,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,True,reynaldo,5,6,-0.41,18,1.0,,,,,,,9.0,5.0,,,,,,,,,,1.0,
297,,1.18,Erick de Arruda Serafim,5,276,Erick,São Paulo,Erick,4.07,0.0,97810,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,False,erick,7,6,0.0,18,1.0,,5.0,,,1.0,,2.0,2.0,,,,,,,,,,,
298,,2.96,Leonardo Rech Ortiz,3,262,L. Ortiz,Flamengo,Léo Ortiz,7.38,0.0,97867,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,False,leo-ortiz,10,6,0.0,18,2.0,,3.0,,2.0,1.0,,12.0,7.0,1.0,2.0,,,,,,,,,
299,,1.2,Iago Amaral Borduchi,2,265,Iago,Bahia,Iago,5.87,1.2,97868,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,True,iago,1,2,-0.13,18,,,,,,,,,,1.0,,,,,,,,,,
300,,2.94,Vitor Eduardo da Silva Matos,3,285,Vitão,Internacional,Vitão,5.13,0.0,97900,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,False,vitao,10,6,0.0,18,3.0,,5.0,,4.0,,,7.0,11.0,2.0,3.0,,,,,,,,,
301,,1.47,Luís Felipe Oyama,4,286,L. Oyama,Juventude,Luís Oyama,3.28,0.0,97908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,True,luis-oyama,6,7,-0.28,18,,,,,,,,4.0,,2.0,2.0,,,,,,,,,
302,,4.29,Erick Luis Conrado de Carvalho,4,293,Erick,Athlético-PR,Erick,7.2,0.2,98022,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,True,erick,16,6,-0.69,18,1.0,,16.0,,,,,34.0,20.0,4.0,10.0,1.0,1.0,,2.0,,,,,
303,,0.84,Pedro Raul Garay da Silva,5,264,P. Raul,Corinthians,Pedro Raul,2.63,0.0,98225,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,False,pedro-raul,10,6,0.0,18,2.0,,6.0,,,,,6.0,9.0,2.0,1.0,,2.0,,,,,,,
304,,4.39,Bartolomeu Jacinto Quissanga,3,263,Bastos,Botafogo,Bastos,6.02,4.4,98280,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,True,bastos,17,7,-0.06,18,3.0,,4.0,,7.0,,,15.0,18.0,,5.0,3.0,,,,,,,,
305,,1.44,Victor Hugo Soares dos Santos,3,265,Kanu,Bahia,Kanu,2.9,0.3,98484,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,True,kanu,13,3,-0.03,18,6.0,,13.0,,3.0,,,6.0,17.0,1.0,,,,,,,,,,
306,,4.74,Jean Lucas de Souza Oliveira,4,265,J. Lucas,Bahia,Jean Lucas,7.09,0.6,98517,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,True,jean-lucas,16,7,-0.77,18,2.0,,24.0,,,4.0,,17.0,19.0,8.0,17.0,1.0,1.0,,,,,,,
307,,2.86,Benjamín Kuščević Jaramillo,3,356,Kuscevic,Fortaleza,Kuscevic,4.34,-2.4,98619,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,True,kuscevic,5,6,-0.97,18,,,1.0,,1.0,,1.0,4.0,3.0,,,1.0,1.0,,,,,,,
308,,4.11,Jefferson David Savarino Quintero,5,263,Savarino,Botafogo,Savarino,6.86,-0.1,98672,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,True,savarino,11,7,-0.29,18,2.0,,3.0,,,1.0,,1.0,6.0,6.0,3.0,4.0,2.0,,,,,,,
309,,3.82,Tomás Esteban Cuello,5,293,Cuello,Athlético-PR,Cuello,5.76,1.1,98909,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,True,cuello,12,6,-0.28,18,1.0,,10.0,,,1.0,,9.0,10.0,7.0,9.0,1.0,5.0,,2.0,,,,,
310,,0.3,Matías Nicolás Viña Susperreguy,2,262,Viña,Flamengo,Viña,4.52,-1.3,98974,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,True,vina,5,6,-1.13,18,1.0,,,,,,,1.0,1.0,,2.0,,,,,,,,,
311,,6.36,Pablo Vegetti,5,267,Vegetti,Vasco,Vegetti,12.24,4.2,99198,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,True,vegetti,17,6,0.33,18,3.0,,44.0,,,,,9.0,21.0,15.0,29.0,6.0,15.0,,1.0,2.0,2.0,,,
312,,2.15,José Luis Rodríguez Bebanz,2,267,P. Rodríguez,Vasco,Puma Rodríguez,4.1,0.0,99213,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,False,puma-rodriguez,7,6,0.0,18,,,,,2.0,,,4.0,2.0,,1.0,,,,,,,,,
313,,8.76,Diego Nicolás de la Cruz Arcosa,4,262,D. Cruz,Flamengo,De la Cruz,13.59,4.9,99228,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,True,de-la-cruz,8,7,-0.48,18,1.0,,21.0,,,2.0,,19.0,12.0,5.0,8.0,2.0,,,1.0,,,,,
314,,0.0,Gonzalo Gastón Freitas Silva,4,373,G. Freitas,Atlético-GO,Gonzalo Freitas,3.0,0.0,99234,https://s.sde.globo.com/media/person_role/2024/07/09/photo_220x220_kjVJl4y.png,False,gonzalo-freitas,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
315,,5.92,Tomás Pochettino,4,356,Pochettino,Fortaleza,Pochettino,9.55,10.6,99267,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,True,pochettino,15,6,0.48,18,4.0,,12.0,,,6.0,,23.0,13.0,3.0,7.0,3.0,2.0,,,,,,,
316,,3.62,Alexander Nahuel Barboza Ullúa,3,263,A. Barboza,Botafogo,Alexander Barboza,5.11,5.5,99274,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,True,alexander-barboza,10,7,0.23,18,4.0,,,,6.0,,1.0,8.0,12.0,2.0,6.0,,1.0,,,,,,,
317,,0.0,Juan Ignacio Dinenno de Cara,5,283,Dinenno,Cruzeiro,Dinenno,7.0,0.0,99316,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,False,dinenno,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
318,,5.29,Luis Francisco Zubeldía,6,276,L. Zubeldía,São Paulo,Luis Zubeldía,9.9,4.65,99366,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,True,luis-zubeldia,15,7,-0.35,18,,,,,,,,,,,,,,8.0,,,,,,
319,,2.0,Robert Samuel Rojas Chávez,3,267,R. Rojas,Vasco,Robert Rojas,3.23,0.0,99387,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,False,robert-rojas,4,6,0.0,18,,,,,1.0,,,3.0,2.0,,,,,,,,,,,
320,,3.51,Gabriel Baralhas dos Santos,4,373,Baralhas,Atlético-GO,Baralhas,5.78,5.5,99440,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,True,baralhas,15,7,0.81,18,4.0,,9.0,,,,,25.0,11.0,8.0,10.0,1.0,1.0,,,,,,,
321,,2.22,Agustín Daniel Rossi,1,262,Rossi,Flamengo,Rossi,5.52,2.5,99552,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,True,rossi,17,7,0.4,18,,39.0,3.0,18.0,3.0,,,,,,,,,,,,,,,
322,,4.06,Guilherme Kennedy Romão,2,373,G. Romão,Atlético-GO,Guilherme Romão,5.68,7.8,99623,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,True,guilherme-romao,16,7,0.78,18,3.0,,22.0,,2.0,3.0,,9.0,11.0,6.0,12.0,1.0,3.0,,,,,,,
323,,0.7,José Adoni Cifuentes Charcopa,4,283,Cifuentes,Cruzeiro,Cifuentes,2.54,0.0,99766,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,False,cifuentes,3,6,0.0,18,,,,,,,,2.0,1.0,,,,,,,,,,,
324,,5.57,Jhon Adolfo Arias Andrade,4,266,Arias,Fluminense,Arias,13.34,6.9,99815,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,True,arias,7,7,0.38,18,2.0,,18.0,,,1.0,,15.0,6.0,5.0,6.0,,,,,,,,,
325,,5.45,Paulo Henrique Sampaio Filho,5,282,Paulinho,Atlético-MG,Paulinho,12.09,6.6,99818,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,True,paulinho,16,6,0.89,18,2.0,,11.0,,,1.0,1.0,18.0,8.0,9.0,5.0,6.0,6.0,,,,,,,
326,,3.48,Alan Javier Franco,3,276,A. Franco,São Paulo,Alan Franco,6.86,3.4,99889,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,True,alan-franco,13,7,0.35,18,4.0,,3.0,,6.0,1.0,1.0,16.0,9.0,,3.0,,1.0,,,,,1.0,,
327,,0.0,Ronie Edmundo Carrillo Morales,5,286,Carrillo,Juventude,Carrillo,3.58,0.0,100076,https://s.sde.globo.com/media/person_role/2024/07/12/photo_220x220_lgqGgyh.png,False,carrillo,1,6,0.0,18,,,,,,,,,,,,,,,,,,,,
328,,3.77,Federico Matías Javier Zaracho,4,282,Zaracho,Atlético-MG,Zaracho,7.55,0.0,100079,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,False,zaracho,11,6,0.0,18,1.0,,12.0,,,,,15.0,10.0,2.0,4.0,2.0,1.0,,,,,,,
329,,2.75,Igor Silveira Gomes,4,282,I. Gomes,Atlético-MG,Igor Gomes,5.22,0.0,100084,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,False,igor-gomes,11,6,0.0,18,3.0,,12.0,,,2.0,,10.0,12.0,3.0,3.0,,,,1.0,,,,,
330,,2.32,Pedro Augusto Borges da Costa,4,356,P. Augusto,Fortaleza,Pedro Augusto,3.63,1.2,100085,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,True,pedro-augusto,15,6,-0.01,18,6.0,,15.0,,,1.0,,28.0,25.0,2.0,1.0,,,,,,,,1.0,
331,,0.0,Luis Geovanny Segovia Vega,3,263,Segovia,Botafogo,Segovia,3.0,0.0,100453,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,False,segovia,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
332,,4.31,Yuri Alberto Monteiro da Silva,5,264,Y. Alberto,Corinthians,Yuri Alberto,7.89,7.6,100652,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,True,yuri-alberto,15,7,0.63,18,4.0,,23.0,,,2.0,,13.0,18.0,7.0,13.0,2.0,8.0,,1.0,,,,,
333,,-0.3,Matheus Henrique de Souza,4,283,M. Henrique,Cruzeiro,Matheus Henrique,6.19,-0.3,100742,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,True,matheus-henrique,1,2,-0.81,18,,,,,,,,,1.0,,,,,,,,,,,
334,,0.0,Igor Matheus Liziero Pereira,4,276,Liziero,São Paulo,Liziero,4.0,0.0,100761,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,False,liziero,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
335,,0.0,Brenno Oliveira Fraga Costa,1,284,Brenno,Grêmio,Brenno,4.0,0.0,100830,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,False,brenno,0,6,0.0,18,,,,,,,,,,,,,,,,,,,,
336,,2.61,Lucas Esteves de Souza,2,287,L. Esteves,Vitória,Lucas Esteves,3.44,0.4,100846,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,True,lucas-esteves,15,7,-0.17,18,4.0,,13.0,,,1.0,,16.0,16.0,3.0,8.0,1.0,7.0,,,,,,,
337,,3.32,Luan Cândido de Almeida,3,280,L. Cândido,Bragantino,Luan Cândido,5.97,6.7,100848,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,True,luan-candido,15,6,0.7,18,3.0,,6.0,,3.0,,,21.0,26.0,2.0,9.0,1.0,2.0,,,,,,,
338,,2.0,Ronald dos Santos Lopes,4,288,R. Lopes,Criciúma,Ronald Lopes,3.95,1.7,100969,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,True,ronald-lopes,11,6,0.09,18,3.0,,10.0,,,1.0,,15.0,18.0,,3.0,,,,,,,,,
339,,1.69,Derek Freitas Ribeiro,5,373,Derek,Atlético-GO,Derek,3.19,0.0,100976,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,False,derek,10,2,0.0,18,1.0,,6.0,,,,1.0,7.0,7.0,1.0,3.0,1.0,,,,,,,,
340,,1.2,Gustavo Nonato Santana,4,266,Nonato,Fluminense,Nonato,4.97,1.2,100987,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,True,nonato,1,6,-0.03,18,,,,,,,,1.0,,,,,,,,,,,,
341,,4.27,José Antonio dos Santos Júnior,5,263,J. Santos,Botafogo,Júnior Santos,7.59,-0.1,101002,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,True,junior-santos,17,6,-0.75,18,2.0,,15.0,,,2.0,,8.0,16.0,13.0,14.0,3.0,16.0,,1.0,,,,,
342,,4.21,Aldemir dos Santos Ferreira,5,276,Ferreira,São Paulo,Ferreira,8.08,3.0,101290,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,True,ferreira,14,7,0.45,18,4.0,,18.0,,,1.0,,9.0,9.0,4.0,5.0,4.0,1.0,,,,,,,
343,,2.19,Ademir da Silva Santos Júnior,5,265,Ademir,Bahia,Ademir,4.23,1.2,101314,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,True,ademir,15,6,0.03,18,,,10.0,,,1.0,,9.0,5.0,2.0,4.0,1.0,2.0,,,,,,,
344,,-0.4,Cláudio Rodrigues Gomes,2,266,Guga,Fluminense,Guga,2.9,-3.0,101319,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,False,guga,4,3,-0.35,18,3.0,,1.0,,,,1.0,3.0,5.0,,1.0,,,,,,,,,
345,,3.18,Danilo Boza Júnior,3,286,D. Boza,Juventude,Danilo Boza,6.19,0.0,101431,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,False,danilo-boza,12,6,0.0,18,1.0,,4.0,,3.0,,,6.0,2.0,3.0,5.0,1.0,,,,,,,,
