,atletas.variacao_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.media_num,atletas.status_id,atletas.clube_id,atletas.preco_num,atletas.posicao_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.nome,CA,DS,FC,FD,FF,FS,SG,A,FT,G,V,CV,I,PC,DE,GS,PP,PS,DP,GC
253,-0.23,Fortaleza,24,Breno Lopes,breno-lopes,0.3,4.75,3,356,7.35,5,93988,B. Lopes,,True,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,30,Breno Henrique Vasconcelos Lopes,6.0,16.0,13.0,12.0,19.0,47.0,,3.0,1.0,4.0,,,6.0,,,,,2.0,,
254,-0.95,Botafogo,27,John,john,1.0,4.64,7,263,7.06,1,94044,John,,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,30,John Victor Maciel Furtado,2.0,,1.0,,,3.0,12.0,,,,,,,,81.0,22.0,,,1.0,
255,0.0,Bragantino,8,Matheus Fernandes,matheus-fernandes,0.0,5.07,6,280,8.29,4,94067,M. Fernandes,,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,30,Matheus Fernandes Siqueira,2.0,20.0,11.0,2.0,3.0,8.0,,1.0,,1.0,,,,,,,,,,
256,1.27,Criciúma,9,Felipe Vizeu,felipe-vizeu,7.5,1.5,6,288,3.7,5,94138,F. Vizeu,,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,30,Felipe dos Reis Pereira Vizeu do Carmo,1.0,1.0,2.0,2.0,2.0,4.0,,,,1.0,,,1.0,,,,,,,
257,0.0,Corinthians,2,Maycon,maycon,0.0,0.2,5,264,4.65,4,94154,Maycon,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,30,Maycon de Andrade Barberan,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
258,3.52,Palmeiras,26,Raphael Veiga,raphael-veiga,27.2,6.13,7,275,14.5,4,94509,R. Veiga,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,30,Raphael Cavalcante Veiga,3.0,18.0,13.0,22.0,31.0,38.0,,3.0,1.0,8.0,,1.0,4.0,,,,1.0,,,
259,0.0,Flamengo,21,Pedro,pedro,0.0,7.9,5,262,13.93,5,94583,Pedro,,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,30,Pedro Guilherme Abreu dos Santos,3.0,15.0,14.0,15.0,11.0,25.0,,5.0,2.0,11.0,,,3.0,,,,1.0,1.0,,
260,0.0,São Paulo,0,Jhegson Méndez,jhegson-mendez,0.0,0.0,6,276,4.0,4,94786,J. Méndez,,False,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,30,Jhegson Sebastián Méndez Carabalí,,,,,,,,,,,,,,,,,,,,
261,0.0,Atlético-MG,20,Battaglia,battaglia,0.0,1.11,6,282,2.36,4,94845,Battaglia,,False,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,30,Rodrigo Andrés Battaglia,3.0,20.0,26.0,3.0,3.0,12.0,,,1.0,,,2.0,,,,,,,,
262,0.0,Cuiabá,16,Lucas Fernandes,lucas-fernandes,0.0,2.01,6,1371,4.22,4,94931,L. Fernandes,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,30,Lucas Fernandes da Silva,2.0,8.0,10.0,4.0,4.0,13.0,,1.0,,1.0,,,,,,,,,,
263,-0.82,Bragantino,15,Juninho Capixaba,juninho-capixaba,2.1,4.97,6,280,10.02,2,94968,J. Capixaba,,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,30,Luis Antônio da Rocha Júnior,3.0,43.0,19.0,2.0,3.0,24.0,3.0,,,,,,1.0,,,,,,,
264,0.07,Juventude,13,Gabriel Taliari,gabriel-taliari,1.7,2.35,6,286,3.62,5,95131,G. Taliari,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,30,Gabriel Pereira Taliari,,3.0,7.0,2.0,2.0,19.0,,2.0,2.0,,,,4.0,,,,,,,
265,-0.14,Botafogo,25,Gregore,gregore,1.7,2.49,7,263,4.1,4,95464,Gregore,,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,30,Gregore de Magalhães da Silva,7.0,56.0,72.0,4.0,3.0,11.0,,2.0,,,,,1.0,,,,,1.0,,
266,1.19,São Paulo,22,Igor Vinícius,igor-vinicius,8.6,4.1,7,276,6.74,2,95466,I. Vinícius,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,30,Igor Vinícius de Souza,3.0,34.0,14.0,1.0,1.0,27.0,7.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,1.0
267,-0.25,Corinthians,25,Raniele,raniele,0.0,3.42,6,264,6.06,4,95556,Raniele,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,30,Raniele Almeida Melo,6.0,57.0,24.0,7.0,7.0,24.0,,,1.0,,,,1.0,,,,,1.0,,
268,-0.55,Criciúma,17,Trauco,trauco,-0.6,1.59,7,288,3.42,2,95738,Trauco,,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,30,Miguel Ángel Trauco Saavedra,2.0,11.0,10.0,1.0,5.0,1.0,1.0,,,1.0,,,,,,,,,,
269,-0.23,Criciúma,15,Tobias Figueiredo,tobias-figueiredo,2.4,1.07,7,288,2.12,3,95878,T. Figueiredo,,True,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,30,Tobias Pereira Figueiredo,4.0,9.0,13.0,1.0,2.0,7.0,2.0,,,,,,,,,,,,,1.0
270,-0.13,Vitória,16,Machado,machado,1.2,1.25,6,287,2.39,4,96089,Machado,,True,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,30,Luiz Filipe da Rosa Machado - Felipe,3.0,13.0,13.0,4.0,2.0,10.0,,,,,,,1.0,,,,,,,
271,1.06,Fluminense,20,Lima,lima,11.7,3.14,7,266,8.05,4,96340,Lima,,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,30,Vinicius Moreira de Lima,2.0,17.0,15.0,2.0,11.0,33.0,,,,3.0,,1.0,,,,,,,,
272,0.07,Corinthians,9,Charles,charles,2.4,3.39,6,264,5.62,4,96342,Charles,,True,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,30,Charles Rigon Mattos,4.0,26.0,10.0,2.0,2.0,5.0,,,,,,,2.0,,,,,,,
273,0.3,Cruzeiro,25,Matheus Pereira,matheus-pereira,9.5,5.89,7,283,10.39,4,96610,M. Pereira,,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,30,Matheus Fellipe Costa Pereira,8.0,15.0,25.0,13.0,23.0,71.0,,6.0,2.0,5.0,,,7.0,,,,,,,
274,0.0,Vasco,2,Maxime Dominguez,maxime-dominguez,0.0,1.2,6,267,4.56,4,96614,M. Dominguez,,False,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,30,Maxime Dominguez,1.0,3.0,4.0,,,2.0,,,,,,,,,,,,,,
275,0.31,Flamengo,22,Allan,allan,1.7,1.37,7,262,3.7,4,96652,Allan,,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,30,Allan Rodrigues de Souza,5.0,26.0,23.0,3.0,2.0,13.0,,,,,,,,1.0,,,,,,
276,-0.07,Atlético-MG,28,Gabriel Milito,gabriel-milito,4.24,4.76,7,282,8.48,6,96673,G. Milito,,True,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,30,Gabriel Alejandro Milito,,,,,,,,,,,9.0,,,,,,,,,
277,1.08,Atlético-MG,22,Saravia,saravia,9.0,4.07,7,282,7.76,2,96725,Saravia,,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,30,Renzo Saravia,2.0,49.0,33.0,2.0,3.0,22.0,5.0,,1.0,,,,1.0,1.0,,,,,,
278,0.0,Vitória,4,Camutanga,camutanga,0.0,0.63,5,287,2.34,3,96793,Camutanga,,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,30,Cleidson Andrade da Souza Silva,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,
279,0.0,Flamengo,13,Carlinhos,carlinhos,0.0,1.57,6,262,2.48,5,96831,Carlinhos,,False,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,30,Carlos Moisés de Lima,2.0,3.0,8.0,3.0,5.0,2.0,,,,2.0,,1.0,4.0,,,,,,,
280,0.0,Criciúma,9,Dudu,dudu,0.0,1.73,6,288,3.74,2,97133,Dudu,,False,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,30,Luís Eduardo Marques dos Santos,1.0,4.0,5.0,2.0,,2.0,2.0,,,,,,1.0,,,,,,,
281,0.29,Grêmio,18,Villasanti,villasanti,4.0,3.97,7,284,8.43,4,97145,Villasanti,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,30,Mathías Adalberto Villasanti Rolón,3.0,46.0,30.0,3.0,2.0,20.0,,1.0,,1.0,,,,,,,,,,
282,-0.17,Atlético-GO,11,Janderson,janderson,2.2,2.79,7,373,4.51,5,97245,Janderson,,True,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,30,Janderson Santos de Souza,2.0,11.0,15.0,5.0,5.0,18.0,,,,1.0,,1.0,,,,,,,,
283,0.19,Bahia,28,Rogério Ceni,rogerio-ceni,3.35,5.09,7,265,9.08,6,97341,R. Ceni,,True,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,30,Rogério Mücke Ceni,,,,,,,,,,,12.0,,,,,,,,,
284,-0.22,Vitória,16,Gustavo Mosquito,gustavo-mosquito,-0.3,2.77,7,287,4.28,5,97450,G. Mosquito,,True,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,30,Gustavo Henric da Silva,2.0,8.0,8.0,,4.0,14.0,,2.0,1.0,2.0,,,1.0,,,,,,,
285,0.0,Botafogo,14,Marçal,marcal,0.0,5.07,6,263,7.42,2,97468,Marçal,,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,30,Fernando Marçal de Oliveira,5.0,25.0,20.0,1.0,3.0,13.0,7.0,,,1.0,,,1.0,1.0,,,,,,
286,-0.22,Atlético-GO,27,Shaylon,shaylon,0.0,2.15,6,373,4.25,4,97520,Shaylon,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,30,Shaylon Kallyson Cardozo - Cardoso,2.0,15.0,11.0,8.0,16.0,5.0,,1.0,1.0,2.0,,,,,,,1.0,,,
287,0.0,Vitória,20,Willean Lepo,willean-lepo,0.0,3.26,6,287,4.58,2,97522,W. Lepo,,False,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,30,William Bernardo Willemen - Willeam Lepu,3.0,40.0,14.0,3.0,3.0,17.0,2.0,,,,,,2.0,,,,,,,
288,0.0,Corinthians,19,Félix Torres,felix-torres,0.0,2.54,6,264,5.93,3,97642,F. Torres,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,30,Félix Eduardo Torres Caicedo,3.0,22.0,23.0,1.0,1.0,4.0,5.0,,1.0,,,,2.0,,,,,,,
289,0.0,Palmeiras,21,Murilo,murilo,0.0,4.13,5,275,10.42,3,97653,Murilo,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,30,Murilo Cerqueira Paim,4.0,19.0,27.0,2.0,8.0,5.0,12.0,,,1.0,,1.0,1.0,,,,,,,
290,1.01,São Paulo,16,Erick,erick,7.1,2.05,7,276,4.9,5,97810,Erick,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,30,Erick de Arruda Serafim,3.0,7.0,10.0,3.0,5.0,12.0,,2.0,,1.0,,,,1.0,,,,,,
291,-0.73,Flamengo,20,Léo Ortiz,leo-ortiz,0.2,3.45,7,262,7.02,3,97867,L. Ortiz,,True,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,30,Leonardo Rech Ortiz,2.0,23.0,10.0,2.0,5.0,4.0,5.0,2.0,1.0,,,,,,,,,,,
292,-0.07,Bahia,11,Iago,iago,1.3,3.01,6,265,5.3,2,97868,Iago,,True,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,30,Iago Amaral Borduchi,,6.0,4.0,2.0,2.0,6.0,4.0,,,,,,,,,,,,,
293,0.98,Internacional,18,Vitão,vitao,7.4,3.01,7,285,5.75,3,97900,Vitão,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,30,Vitor Eduardo da Silva Matos,3.0,13.0,15.0,3.0,5.0,7.0,7.0,,,,,,,,,,,,,
294,0.0,Juventude,13,Luís Oyama,luis-oyama,0.0,2.28,6,286,3.65,4,97908,L. Oyama,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,30,Luís Felipe Oyama,1.0,8.0,5.0,2.0,2.0,5.0,,,,2.0,,,,,,,,,,
295,0.96,Athlético-PR,26,Erick,erick,14.0,4.26,7,293,8.74,4,98022,Erick,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,30,Erick Luis Conrado de Carvalho,1.0,52.0,28.0,5.0,17.0,22.0,,1.0,2.0,2.0,,,1.0,,,,,,,
296,0.0,Corinthians,17,Pedro Raul,pedro-raul,0.0,1.24,6,264,2.6,5,98225,P. Raul,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,30,Pedro Raul Garay da Silva,2.0,12.0,10.0,4.0,4.0,8.0,,,,,,,2.0,,,,,,,
297,0.0,Botafogo,27,Bastos,bastos,0.0,3.98,6,263,5.98,3,98280,Bastos,,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,30,Bartolomeu Jacinto Quissanga,5.0,23.0,29.0,1.0,8.0,6.0,12.0,,,3.0,,,2.0,1.0,,,,,,
298,-0.15,Bahia,22,Kanu,kanu,0.0,2.03,7,265,3.16,3,98484,Kanu,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,30,Victor Hugo Soares dos Santos,10.0,9.0,26.0,1.0,,21.0,8.0,,,,,,,,,,,,,
299,0.24,Bahia,27,Jean Lucas,jean-lucas,3.4,4.42,7,265,7.3,4,98517,J. Lucas,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,30,Jean Lucas de Souza Oliveira,5.0,34.0,36.0,14.0,27.0,40.0,,4.0,,2.0,,,2.0,,,,,,,
300,0.0,Fortaleza,15,Kuscevic,kuscevic,0.0,3.44,6,356,5.12,3,98619,Kuscevic,,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,30,Benjamín Kuščević Jaramillo,3.0,16.0,9.0,3.0,4.0,3.0,5.0,,,1.0,,1.0,2.0,,,,,,,
301,-1.14,Botafogo,21,Savarino,savarino,1.2,3.94,7,263,6.76,5,98672,Savarino,,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,30,Jefferson David Savarino Quintero,3.0,2.0,8.0,15.0,7.0,5.0,,5.0,1.0,4.0,,,3.0,,,,,,,
302,0.12,Athlético-PR,23,Cuello,cuello,2.9,3.42,7,293,5.75,5,98909,Cuello,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,30,Tomás Esteban Cuello,2.0,19.0,14.0,12.0,12.0,19.0,,3.0,2.0,1.0,,,5.0,,,,,,,
303,0.0,Flamengo,9,Viña,vina,0.0,1.39,5,262,4.63,2,98974,Viña,,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,30,Matías Nicolás Viña Susperreguy,1.0,5.0,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
304,0.0,Internacional,4,Rogel,rogel,0.0,3.32,6,285,4.61,3,98975,Rogel,,False,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,30,Agustín Maximiliano Rogel Paita,,3.0,5.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,
305,0.36,Vasco,27,Vegetti,vegetti,6.0,6.06,7,267,11.91,5,99198,Vegetti,,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,30,Pablo Vegetti,5.0,16.0,29.0,22.0,35.0,57.0,,1.0,2.0,9.0,,,20.0,,,,2.0,2.0,,
306,-0.54,Vasco,14,Puma Rodríguez,puma-rodriguez,0.0,2.33,6,267,3.66,2,99213,P. Rodríguez,,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,30,José Luis Rodríguez Bebanz,,12.0,2.0,,4.0,1.0,2.0,1.0,,,,,,,,,,,,
307,0.0,Flamengo,12,De la Cruz,de-la-cruz,0.0,6.65,6,262,11.93,4,99228,D. Cruz,,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,30,Diego Nicolás de la Cruz Arcosa,1.0,23.0,14.0,5.0,8.0,32.0,,2.0,1.0,2.0,,,,,,,,,,
308,0.0,Atlético-GO,7,Gonzalo Freitas,gonzalo-freitas,0.0,3.03,6,373,4.98,4,99234,G. Freitas,,False,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,30,Gonzalo Gastón Freitas Silva,4.0,14.0,11.0,6.0,5.0,5.0,,,,,,,,2.0,,,,,,
309,0.0,Fortaleza,23,Pochettino,pochettino,0.0,4.56,6,356,7.46,4,99267,Pochettino,,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,30,Tomás Pochettino,4.0,23.0,15.0,5.0,8.0,15.0,,6.0,,5.0,,,3.0,1.0,,,1.0,1.0,,
310,-0.73,Botafogo,20,Alexander Barboza,alexander-barboza,3.0,3.96,7,263,5.23,3,99274,A. Barboza,,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,30,Alexander Nahuel Barboza Ullúa,7.0,25.0,29.0,5.0,8.0,3.0,10.0,1.0,,,,1.0,1.0,1.0,,,,,,
311,0.0,Cruzeiro,6,Dinenno,dinenno,0.0,4.95,5,283,7.98,5,99316,Dinenno,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,30,Juan Ignacio Dinenno de Cara,1.0,1.0,1.0,3.0,1.0,3.0,,,,3.0,,,1.0,,,,,,,
312,1.14,São Paulo,27,Luis Zubeldía,luis-zubeldia,9.66,5.19,7,276,10.2,6,99366,L. Zubeldía,,True,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,30,Luis Francisco Zubeldía,,,,,,,,,,,14.0,,,,,,,,,
313,0.0,Vasco,5,Robert Rojas,robert-rojas,0.0,1.84,6,267,3.21,3,99387,R. Rojas,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,30,Robert Samuel Rojas Chávez,,4.0,2.0,,,,1.0,,,,,,,,,,,,,
314,-0.53,Flamengo,3,Michael,michael,2.5,5.23,6,262,10.62,5,99392,Michael,,True,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,30,Michael Richard Delgado de Oliveira,,1.0,,2.0,2.0,3.0,,,,1.0,,,,,,,,1.0,,
315,0.04,Atlético-GO,24,Baralhas,baralhas,6.3,4.39,7,373,6.5,4,99440,Baralhas,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,30,Gabriel Baralhas dos Santos,7.0,49.0,21.0,14.0,15.0,27.0,,2.0,,1.0,,,2.0,,,,,,,
316,-0.28,Flamengo,27,Rossi,rossi,5.0,2.78,7,262,5.89,1,99552,Rossi,,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,30,Agustín Daniel Rossi,,,,,,5.0,5.0,,,,,,,,64.0,31.0,,,2.0,
317,0.0,Atlético-GO,22,Guilherme Romão,guilherme-romao,0.0,3.26,6,373,4.54,2,99623,G. Romão,,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,30,Guilherme Kennedy Romão,5.0,13.0,15.0,7.0,14.0,33.0,2.0,3.0,,1.0,,1.0,4.0,,,,,,,
318,-0.53,Fluminense,18,Arias,arias,8.4,7.01,6,266,13.54,4,99815,Arias,,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,30,Jhon Adolfo Arias Andrade,4.0,31.0,22.0,11.0,17.0,50.0,,1.0,1.0,5.0,,,1.0,,,,,,,
319,0.0,Atlético-MG,21,Paulinho,paulinho,0.0,4.53,6,282,10.12,5,99818,Paulinho,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,30,Paulo Henrique Sampaio Filho,3.0,20.0,10.0,11.0,8.0,14.0,,1.0,,6.0,,1.0,8.0,,,,,1.0,,
320,0.0,São Paulo,19,Alan Franco,alan-franco,0.0,2.97,6,276,6.0,3,99889,A. Franco,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,30,Alan Javier Franco,6.0,19.0,15.0,,4.0,4.0,8.0,1.0,,,,1.0,1.0,,,,,,,1.0
321,-0.18,Juventude,10,Carrillo,carrillo,0.2,2.3,7,286,4.15,5,100076,Carrillo,,True,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,30,Ronie Edmundo Carrillo Morales,,7.0,6.0,2.0,4.0,6.0,,,,1.0,,,2.0,,,,,,,
322,0.0,Atlético-MG,13,Zaracho,zaracho,0.0,3.23,6,282,7.04,4,100079,Zaracho,,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,30,Federico Matías Javier Zaracho,1.0,15.0,10.0,2.0,4.0,13.0,,,,2.0,,,1.0,,,,,,,
323,0.18,Atlético-MG,17,Igor Gomes,igor-gomes,2.7,3.31,7,282,5.55,4,100084,I. Gomes,,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,30,Igor Silveira Gomes,5.0,17.0,15.0,3.0,5.0,20.0,,3.0,2.0,1.0,,,,1.0,,,,,,
324,-0.16,Fortaleza,25,Pedro Augusto,pedro-augusto,0.0,1.58,6,356,2.99,4,100085,P. Augusto,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,30,Pedro Augusto Borges da Costa,7.0,31.0,28.0,2.0,1.0,21.0,,1.0,,,,,,1.0,,,,,,
325,-1.51,Corinthians,23,Yuri Alberto,yuri-alberto,7.2,5.89,3,264,8.78,5,100652,Y. Alberto,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,30,Yuri Alberto Monteiro da Silva,6.0,13.0,26.0,13.0,19.0,34.0,,4.0,2.0,8.0,,1.0,12.0,,,,,,,
326,0.0,Cruzeiro,11,Matheus Henrique,matheus-henrique,0.0,4.63,5,283,7.36,4,100742,M. Henrique,,False,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,30,Matheus Henrique de Souza,4.0,19.0,12.0,4.0,10.0,14.0,,,,2.0,,,,,,,,,,
327,0.0,São Paulo,6,Liziero,liziero,0.0,2.1,6,276,3.7,4,100761,Liziero,,False,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,30,Igor Matheus Liziero Pereira,1.0,10.0,8.0,1.0,1.0,4.0,,,,,,,,,,,,,,
328,0.0,Grêmio,0,Brenno,brenno,0.0,0.0,6,284,4.0,1,100830,Brenno,,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,30,Brenno Oliveira Fraga Costa,,,,,,,,,,,,,,,,,,,,
329,0.8,São Paulo,3,Ruan,ruan,6.2,5.67,7,276,8.74,3,100842,Ruan,,True,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,30,Ruan Tressoldi Netto,,6.0,5.0,,1.0,1.0,2.0,,,,,,,,,,,,,
330,0.89,Vitória,26,Lucas Esteves,lucas-esteves,10.3,3.4,7,287,5.24,2,100846,L. Esteves,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,30,Lucas Esteves de Souza,8.0,33.0,29.0,3.0,13.0,20.0,4.0,2.0,1.0,1.0,,,7.0,,,,,1.0,,
331,0.0,Bragantino,20,Luan Cândido,luan-candido,0.5,3.0,7,280,4.97,3,100848,L. Cândido,,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,30,Luan Cândido de Almeida,4.0,28.0,33.0,4.0,12.0,6.0,3.0,,,1.0,,,2.0,,,,,,,
332,-0.55,Botafogo,4,Vitinho,vitinho,4.0,5.95,7,263,8.4,2,100898,Vitinho,,True,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_DbahnIn.png,30,Victor Alexander da Silva,,7.0,3.0,,1.0,5.0,2.0,,1.0,,,,,,,,,,,
333,0.3,Criciúma,19,Ronald Lopes,ronald-lopes,3.8,2.22,7,288,4.24,4,100969,R. Lopes,,True,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,30,Ronald dos Santos Lopes,3.0,25.0,26.0,2.0,4.0,15.0,,2.0,,,,,,,,,,,,
334,0.37,Atlético-GO,18,Derek,derek,3.7,1.4,7,373,3.36,5,100976,Derek,,True,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,30,Derek Freitas Ribeiro,1.0,10.0,14.0,2.0,5.0,8.0,,,1.0,1.0,,1.0,1.0,,,,,,,
335,0.0,Fluminense,7,Nonato,nonato,0.0,0.8,6,266,3.02,4,100987,Nonato,,False,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,30,Gustavo Nonato Santana,1.0,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,
336,0.0,Botafogo,18,Júnior Santos,junior-santos,0.0,4.03,6,263,7.38,5,101002,J. Santos,,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,30,José Antonio dos Santos Júnior,2.0,8.0,16.0,13.0,14.0,15.0,,2.0,1.0,3.0,,,16.0,,,,,,,
