,atletas.variacao_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.media_num,atletas.status_id,atletas.clube_id,atletas.preco_num,atletas.posicao_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.nome,CA,DS,FC,FD,FF,FS,SG,A,FT,G,V,CV,I,PC,DE,GS,PP,PS,DP,GC
83,0.0,Fortaleza,0,Maurício Kozlinski,mauricio-kozlinski,0.0,0.0,6,356,3.0,1,72595,M. Kozlinski,,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,30,Maurício Kozlinski,,,,,,,,,,,,,,,,,,,,
84,0.0,Bahia,1,Vitor Hugo,vitor-hugo,0.0,0.0,6,265,3.58,3,72605,V. Hugo,,False,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,30,Vitor Hugo Franchescoli de Souza,,,,,,,,,,,,,,,,,,,,
85,0.0,Athlético-PR,18,Fernandinho,fernandinho,0.0,3.38,5,293,6.77,4,72775,Fernandinho,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,30,Fernando Luiz Rosa,6.0,18.0,28.0,8.0,4.0,20.0,,3.0,,2.0,,,1.0,,,,,,,
86,0.0,Criciúma,10,Wilker Ángel,wilker-angel,0.0,1.86,6,288,2.78,3,72801,W. Ángel,,False,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,30,Wílker José Ángel Romero,2.0,7.0,17.0,2.0,,4.0,1.0,,,1.0,,,1.0,,,,,,,
87,0.0,Internacional,14,Mercado,mercado,0.0,3.15,5,285,4.98,3,72951,Mercado,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,30,Gabriel Iván Mercado,5.0,9.0,7.0,,1.0,3.0,6.0,,,1.0,,,,,,,,,,
88,0.17,Fluminense,22,Samuel Xavier,samuel-xavier,5.9,4.43,7,266,6.69,2,73384,S. Xavier,,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,30,Samuel Xavier Brito,4.0,26.0,26.0,4.0,5.0,39.0,8.0,2.0,,,,,2.0,,,,,,,
89,-0.46,Cuiabá,19,Bruno Alves,bruno-alves,8.9,3.33,7,1371,5.52,3,73620,B. Alves,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,30,Bruno Fabiano Alves,1.0,18.0,12.0,3.0,3.0,14.0,5.0,,,1.0,,,,,,,,,,
90,0.0,Grêmio,2,Rodrigo Caio,rodrigo-caio,0.0,2.2,6,284,5.98,3,73800,R. Caio,,False,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,30,Rodrigo Caio Coquette Russo,,3.0,,,1.0,2.0,,,,,,,,1.0,,,,,,
91,-0.02,Criciúma,12,Walisson Maia,walisson-maia,0.0,1.49,6,288,3.17,3,73991,W. Maia,,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,30,Walisson Moreira Farias Maia,2.0,5.0,9.0,,2.0,2.0,2.0,1.0,,,,,,1.0,,,,,,
92,0.0,Botafogo,3,Gatito Fernández,gatito-fernandez,0.0,2.0,6,263,6.82,1,74061,G. Fernández,,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,30,Roberto Junior Fernández Torres,1.0,,,,,,1.0,,,,,,,,6.0,4.0,,,,
93,0.0,Atlético-GO,7,Campbell,campbell,0.0,4.22,6,373,8.07,5,74157,Campbell,,False,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO_WdH8RPs.png,30,Joel Nathaniel Campbell Samuels,3.0,7.0,2.0,1.0,5.0,7.0,,,,2.0,,,,,,,,,,
94,0.72,Corinthians,5,Carrillo,carrillo,7.3,3.92,7,264,7.15,4,77485,Carrillo,,True,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO.png,30,André Martín Carrillo Díaz,1.0,12.0,6.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,
95,0.0,Atlético-GO,2,Jorginho,jorginho,0.0,3.95,5,373,5.5,4,77544,Jorginho,,False,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,30,Jorge de Moura Xavier,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,
96,0.0,Athlético-PR,17,Madson,madson,0.0,2.02,6,293,3.85,2,78077,Madson,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,30,Madson Ferreira dos Santos,3.0,6.0,6.0,,2.0,11.0,4.0,1.0,,,,,1.0,,,,,,,
97,0.22,Bahia,28,Everaldo,everaldo,2.4,4.78,7,265,7.3,5,78117,Everaldo,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,30,Everaldo Stum,4.0,15.0,27.0,17.0,14.0,28.0,,2.0,3.0,8.0,,,5.0,,,,,,,
98,0.0,Corinthians,12,Gustavo Henrique,gustavo-henrique,0.0,1.08,6,264,5.07,3,78248,G. Henrique,,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,30,Gustavo Henrique Vernes,4.0,5.0,11.0,1.0,5.0,4.0,2.0,,,,,1.0,,,,,,,,
99,0.0,Internacional,13,Renê,rene,0.0,5.21,6,285,8.77,2,78445,Renê,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,30,Renê Rodrigues Martins,2.0,24.0,11.0,3.0,4.0,15.0,5.0,1.0,,,,,,,,,,,,
100,-0.8,Criciúma,26,Cláudio Tencati,claudio-tencati,3.52,4.37,7,288,6.43,6,78450,C. Tencati,,True,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,30,Cláudio Tencati,,,,,,,,,,,7.0,,,,,,,,,
101,0.15,Vitória,15,Jean Mota,jean-mota,1.4,1.29,7,287,3.28,4,78548,J. Mota,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,30,Jean Mota Oliveira de Sousa,,3.0,7.0,2.0,2.0,6.0,,,1.0,1.0,,,1.0,,,,,,,
102,-0.19,Cuiabá,19,Jonathan Cafu,jonathan-cafu,1.1,1.79,6,1371,3.36,5,78580,J. Cafu,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,30,Jonathan Renato Barbosa,,11.0,13.0,4.0,4.0,18.0,,,,1.0,,,2.0,,,,,,,
103,-0.06,Athlético-PR,14,Gabriel,gabriel,4.1,3.72,7,293,5.6,4,78605,Gabriel,,True,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,30,Gabriel Girotto Franco,3.0,33.0,16.0,1.0,7.0,11.0,,,,1.0,,,,,,,,,,
104,0.0,Cruzeiro,20,Ramiro,ramiro,0.0,1.62,6,283,3.24,4,78715,Ramiro,,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,30,Ramiro Moschen Benetti,2.0,20.0,19.0,1.0,4.0,8.0,,,,1.0,,,1.0,,,,,,,
105,0.0,Grêmio,19,Reinaldo,reinaldo,0.0,4.81,6,284,7.63,2,78850,Reinaldo,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,30,Reinaldo Manoel da Silva,2.0,15.0,12.0,15.0,9.0,16.0,6.0,,,2.0,,,1.0,,,,,,,
106,-0.37,Fluminense,19,Thiago Santos,thiago-santos,7.4,3.65,7,266,4.66,3,78855,T. Santos,,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,30,Thiago dos Santos,7.0,23.0,20.0,4.0,3.0,17.0,8.0,,,,,,,1.0,,,,,,
107,0.6,Atlético-GO,13,Luiz Felipe,luiz-felipe,5.3,2.66,7,373,4.19,3,79035,L. Felipe,,True,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,30,Luiz Felipe do Nascimento dos Santos,3.0,14.0,14.0,1.0,4.0,1.0,3.0,,,1.0,,1.0,,1.0,,,,1.0,,
108,0.0,Bahia,6,Víctor Cuesta,victor-cuesta,0.0,1.08,6,265,3.48,3,79113,V. Cuesta,,False,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,30,Víctor Leandro Cuesta,3.0,7.0,7.0,,1.0,5.0,,,,,,,1.0,,,,,,,
109,0.35,Cuiabá,11,Filipe Augusto,filipe-augusto,2.4,0.28,6,1371,1.53,4,79268,F. Augusto,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,30,Filipe Augusto Carvalho Souza,4.0,6.0,12.0,1.0,1.0,3.0,,,,,,,,,,,,,,
110,0.49,Internacional,26,Roger Machado,roger-machado,7.77,5.26,7,285,7.97,6,79437,R. Machado,,True,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,30,Roger Machado Marques,,,,,,,,,,,10.0,,,,,,,,,
111,-0.17,Fluminense,17,Cano,cano,0.0,2.13,6,266,6.7,5,79631,Cano,,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,30,Germán Ezequiel Cano,3.0,4.0,6.0,14.0,11.0,5.0,,,1.0,1.0,,1.0,1.0,,,,,,,
112,0.0,Cruzeiro,22,Lucas Silva,lucas-silva,0.0,1.08,6,283,3.57,4,79701,L. Silva,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,30,Lucas Silva Borges,3.0,8.0,15.0,4.0,7.0,15.0,,,,1.0,,,,1.0,,,,,,1.0
113,0.0,Fluminense,13,Antônio Carlos,antonio-carlos,0.0,1.72,6,266,2.84,3,79702,A. Carlos,,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,30,Antônio Carlos Cunha Capocasali Júnior,1.0,6.0,10.0,,4.0,12.0,2.0,,,,,,1.0,,,,,,,
114,-0.08,Juventude,23,Jadson,jadson,3.3,4.69,3,286,8.44,4,80129,Jadson,,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,30,Jadson Alves dos Santos,10.0,49.0,30.0,4.0,9.0,46.0,,5.0,1.0,1.0,,1.0,2.0,,,,,,,
115,-0.68,Fortaleza,24,Yago Pikachu,yago-pikachu,0.5,3.18,6,356,4.71,4,80196,Y. Pikachu,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,30,Glaybson Yago Souza Lisboa,5.0,17.0,10.0,3.0,11.0,32.0,,4.0,,2.0,,,3.0,,,,,,,
116,0.0,Cruzeiro,8,Rafa Silva,rafa-silva,0.0,4.04,6,283,5.88,5,80225,R. Silva,,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,30,Rafael da Silva,2.0,4.0,6.0,4.0,1.0,4.0,,,,3.0,,,3.0,,,,,,,
117,1.67,São Paulo,24,Luciano,luciano,14.5,5.81,7,276,11.51,5,80287,Luciano,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,30,Luciano da Rocha Neves,10.0,17.0,24.0,14.0,20.0,31.0,,2.0,4.0,9.0,,1.0,5.0,,,,1.0,1.0,,
118,0.08,Bahia,13,Gilberto,gilberto,2.4,3.85,7,265,7.03,2,80313,Gilberto,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,30,Gilberto Moraes Júnior,1.0,19.0,10.0,2.0,5.0,14.0,2.0,,,1.0,,,1.0,,,,,,,
119,0.07,Criciúma,23,Arthur Caíke,arthur-caike,-0.1,2.65,7,288,3.86,5,80337,A. Caíke,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO.png,30,Arthur Caíke do Nascimento Cruz,3.0,4.0,19.0,6.0,16.0,22.0,,,1.0,4.0,,,13.0,,,,,,,
120,0.0,Grêmio,9,Pedro Geromel,pedro-geromel,0.0,2.59,6,284,5.37,3,80853,P. Geromel,,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,30,Pedro Tonon Geromel,3.0,5.0,2.0,1.0,4.0,3.0,3.0,,,,,,,,,,,,,
121,0.0,Vasco,0,Jair,jair,0.0,0.0,6,267,4.0,4,81091,Jair,,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,30,Jair Rodrigues Júnior,,,,,,,,,,,,,,,,,,,,
122,-0.62,Palmeiras,18,Mayke,mayke,0.8,4.45,6,275,7.75,2,81150,Mayke,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,30,Mayke Rocha de Oliveira,4.0,26.0,14.0,,1.0,7.0,9.0,,,1.0,,,2.0,,,,,,,
123,0.0,Vasco,11,Rossi,rossi,0.0,1.66,6,267,4.06,5,81798,Rossi,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,30,Rosicley Pereira da Silva,3.0,12.0,9.0,,1.0,8.0,,1.0,,,,,2.0,,,,,,,
124,0.0,São Paulo,16,Alisson,alisson,0.0,3.59,6,276,6.88,4,81845,Alisson,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,30,Alisson Euler de Freitas Castro,4.0,25.0,21.0,4.0,2.0,27.0,,2.0,,1.0,,,,,,,,,,
125,0.45,Fortaleza,28,João Ricardo,joao-ricardo,3.0,4.74,7,356,7.96,1,81881,J. Ricardo,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,30,João Ricardo Riedi,2.0,1.0,,,,2.0,9.0,,,,,,,,114.0,27.0,,,,
126,-0.25,Vitória,27,Willian Oliveira,willian-oliveira,1.1,4.45,6,287,7.17,4,81952,W. Oliveira,,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,30,Willian Osmar de Oliveira Silva,5.0,43.0,32.0,7.0,14.0,33.0,,1.0,,5.0,,,,,,,,2.0,,
127,0.0,Bragantino,3,Cavaleiro,cavaleiro,1.3,0.8,7,280,3.51,5,81965,Cavaleiro,,True,https://s.sde.globo.com/media/person_role/2015/08/18/87400d05b54fad3fbdebe823f0d1160b_220x220.png,30,Ivan Ricardo Neves Abreu Cavaleiro,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
128,0.04,Palmeiras,15,Zé Rafael,ze-rafael,0.9,1.75,6,275,4.69,4,82455,Z. Rafael,,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,30,José Rafael Vivian,6.0,16.0,28.0,2.0,3.0,17.0,,2.0,,,,1.0,,,,,,1.0,,
129,-0.28,Atlético-MG,17,Otávio,otavio,2.0,2.93,6,282,5.28,4,82463,Otávio,,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,30,Otávio Henrique Passos Santos,1.0,36.0,20.0,2.0,6.0,13.0,,,,,,,,,,,,,,
130,0.0,Flamengo,23,Luiz Araújo,luiz-araujo,0.0,5.54,5,262,8.3,5,82627,L. Araújo,,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,30,Luiz de Araújo Guimarães Neto,3.0,35.0,23.0,13.0,17.0,30.0,,5.0,1.0,3.0,,,2.0,,,,,,,
131,-1.03,Fortaleza,23,Tinga,tinga,-2.1,3.29,3,356,4.52,2,82628,Tinga,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,30,Guilherme de Jesus da Silva,1.0,27.0,14.0,,4.0,7.0,7.0,,1.0,1.0,,1.0,,1.0,,,,,,
132,-0.72,Criciúma,24,Marcelo Hermes,marcelo-hermes,1.4,3.27,7,288,5.18,2,82639,M. Hermes,,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,30,Marcelo Gazella Hermes,4.0,27.0,23.0,5.0,9.0,12.0,4.0,2.0,,1.0,,,1.0,,,,,,,
133,0.77,São Paulo,20,Wellington Rato,wellington-rato,6.2,2.22,6,276,6.43,4,82766,W. Rato,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,30,Wellington Soares da Silva,1.0,6.0,8.0,5.0,8.0,17.0,,4.0,,,,,3.0,,,,,,,
134,-0.21,Flamengo,15,Gabriel,gabriel,1.0,2.27,7,262,5.9,5,83257,Gabriel,,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,30,Gabriel Barbosa Almeida,2.0,3.0,1.0,5.0,5.0,5.0,,1.0,,2.0,,,9.0,,,,,,,
135,-0.68,Flamengo,23,Léo Pereira,leo-pereira,-0.2,1.92,7,262,5.23,3,83528,L. Pereira,,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,30,Leonardo Pereira,5.0,18.0,13.0,,3.0,12.0,5.0,,,,,,1.0,2.0,,,,,,
136,0.48,Vitória,16,Neris,neris,3.7,2.56,7,287,4.53,3,83786,Neris,,True,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,30,Hueglo dos Santos Neris,2.0,15.0,18.0,1.0,1.0,3.0,6.0,,,,,1.0,1.0,,,,,,,
137,-0.82,Cuiabá,22,Clayson,clayson,1.8,2.44,7,1371,4.16,5,83817,Clayson,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,30,Clayson Henrique da Silva Vieira,5.0,10.0,11.0,6.0,9.0,22.0,,,,3.0,,,4.0,,,,,1.0,,
138,1.93,Botafogo,22,Tiquinho Soares,tiquinho-soares,12.9,3.84,6,263,10.62,5,84042,T. Soares,,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,30,Francisco das Chagas Soares dos Santos Meireles,4.0,10.0,32.0,5.0,11.0,33.0,,3.0,,5.0,,,2.0,,,,,,,
139,-0.77,Grêmio,8,Jemerson,jemerson,2.9,3.9,7,284,6.07,3,84263,Jemerson,,True,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,30,Jemerson de Jesus Nascimento,3.0,5.0,10.0,,1.0,5.0,4.0,,,1.0,,,1.0,,,,,,,
140,0.0,Criciúma,4,Alisson,alisson,0.0,0.87,6,288,2.29,1,84266,Alisson,,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,30,Alisson Machado dos Santos,2.0,,,,,1.0,,,,,,,,,9.0,4.0,,,,
141,0.42,Cuiabá,23,Fernando Sobral,fernando-sobral,4.6,2.96,7,1371,5.44,4,84428,F. Sobral,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,30,Fernando Pereira do Nascimento,3.0,34.0,14.0,3.0,9.0,22.0,,1.0,,1.0,,,1.0,,,,,,,
142,0.02,Cruzeiro,25,Lucas Romero,lucas-romero,3.0,2.84,7,283,5.13,4,84558,L. Romero,,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,30,Lucas Daniel Romero,4.0,50.0,35.0,3.0,6.0,20.0,,2.0,,,,1.0,,,,,,,,
143,-0.83,Criciúma,21,Fellipe Mateus,fellipe-mateus,3.5,4.1,7,288,7.06,4,84587,F. Mateus,,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,30,Fellipe Mateus de Sena Araújo,2.0,23.0,17.0,9.0,10.0,42.0,,,1.0,3.0,,,2.0,1.0,,,,,,
144,-0.5,Bragantino,21,Lucas Evangelista,lucas-evangelista,1.7,3.49,7,280,7.26,4,84674,L. Evangelista,,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,30,Lucas Evangelista Santana de Oliveira,3.0,19.0,20.0,5.0,11.0,36.0,,1.0,2.0,2.0,,,4.0,,,,,,,
145,0.0,Flamengo,12,Varela,varela,0.0,3.9,6,262,6.07,2,84816,Varela,,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,30,Guillermo Varela Olivera,,15.0,7.0,2.0,,17.0,4.0,,,,,,1.0,,,,,,,
146,0.18,Bahia,15,Rafael Ratão,rafael-ratao,1.8,2.12,6,265,4.35,5,84918,R. Ratão,,True,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,30,Rafael Rogério da Silva,,6.0,9.0,2.0,3.0,3.0,,2.0,1.0,1.0,,,1.0,,,,,,,
147,-0.26,Bahia,28,Marcos Felipe,marcos-felipe,1.5,4.08,7,265,6.92,1,85004,M. Felipe,,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,30,Marcos Felipe de Freitas Monteiro,2.0,1.0,1.0,,,5.0,9.0,,,,,,,,92.0,31.0,,,1.0,
148,0.0,Botafogo,17,Óscar Romero,oscar-romero,0.0,3.44,6,263,6.25,4,85034,Ã. Romero,,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,30,Óscar David Romero Villamayor,5.0,21.0,12.0,8.0,3.0,14.0,,3.0,,1.0,,,,,,,,,,
149,0.55,Corinthians,4,Memphis Depay,memphis-depay,9.9,4.85,7,264,11.69,5,85048,M. Depay,,True,https://s.sde.globo.com/media/person_role/2024/09/17/photo_FORMATO_bZqek6n.png,30,Memphis Depay,2.0,1.0,1.0,2.0,2.0,7.0,,1.0,,1.0,,,,,,,,,,
150,0.0,Corinthians,8,Alex Santana,alex-santana,0.0,1.57,6,264,3.69,4,85465,A. Santana,,False,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,30,Alex Paulo Menezes Santana,4.0,9.0,9.0,1.0,6.0,5.0,,,,,,,,,,,,,,
151,0.0,Vasco,22,Léo,leo,0.0,2.5,6,267,3.63,3,85626,Léo,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,30,Leonardo Pinheiro da Conceição,2.0,23.0,15.0,2.0,2.0,10.0,5.0,,,,,,1.0,,,,,,,
152,-0.51,Vitória,11,Ricardo Ryller,ricardo-ryller,2.1,2.5,7,287,4.45,4,85856,R. Ryller,,True,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,30,Ricardo Ryller Ribeiro Lino Silva,,14.0,9.0,,3.0,12.0,,1.0,,,,,,,,,,,,
153,0.0,Internacional,10,Hyoran,hyoran,0.0,1.38,6,285,3.83,4,85931,Hyoran,,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,30,Hyoran Kaue Dalmoro,,5.0,6.0,1.0,5.0,9.0,,,,,,,1.0,,,,,,,
154,-0.32,Cuiabá,6,Gustavo Sauer,gustavo-sauer,-0.1,1.48,7,1371,3.56,4,85993,G. Sauer,,True,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_zFut1NF.png,30,Gustavo Affonso Sauerbeck,,5.0,4.0,1.0,,6.0,,,,,,,1.0,,,,,,,
155,0.66,Criciúma,23,Bolasie,bolasie,5.6,5.27,6,288,8.02,5,86292,Bolasie,,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,30,Yannick Bolasie,3.0,13.0,28.0,17.0,22.0,18.0,,4.0,1.0,6.0,,,9.0,,,,,,,
156,0.0,Vitória,0,Caio Dantas,caio-dantas,0.0,0.0,6,287,3.0,5,86362,C. Dantas,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,30,Caio Henrique da Silva Dantas,,,,,,,,,,,,,,,,,,,,
157,0.0,Vasco,9,Victor Luis,victor-luis,0.0,4.67,6,267,6.57,2,86410,V. Luis,,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,30,Victor Luis Chuab Zamblauskas,3.0,14.0,10.0,1.0,,10.0,3.0,1.0,,1.0,,1.0,,,,,,,,
158,0.0,Fluminense,19,Keno,keno,0.0,2.45,6,266,5.88,5,86485,Keno,,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,30,Marcos da Silva França,3.0,17.0,13.0,6.0,11.0,19.0,,,,1.0,,,3.0,,,,,,,
159,0.0,São Paulo,12,Jandrei,jandrei,0.0,3.75,6,276,5.73,1,86508,Jandrei,,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,30,Jandrei Chitolina Carniel,,,,,,8.0,4.0,,,,,,,,35.0,14.0,,,,
160,-1.91,Criciúma,22,Rodrigo,rodrigo,0.3,3.75,7,288,5.02,3,86684,Rodrigo,,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,30,Rodrigo Fagundes de Freitas,6.0,37.0,22.0,2.0,2.0,10.0,4.0,1.0,1.0,2.0,,,2.0,2.0,,,,,,
161,-0.04,Botafogo,26,Tchê Tchê,tche-tche,0.0,0.95,6,263,2.98,4,86686,T. Tchê,,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,30,Danilo das Neves Pinheiro,2.0,13.0,14.0,5.0,6.0,15.0,,,,,,1.0,,,,,,,,
162,-0.67,Criciúma,12,Jonathan,jonathan,0.0,1.84,6,288,3.12,2,86713,Jonathan,,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,30,Jonathan Francisco Lemos,,13.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
163,0.0,Flamengo,10,Everton,everton,0.0,4.72,5,262,6.98,5,86757,Everton,,False,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,30,Everton Sousa Soares,1.0,11.0,6.0,8.0,8.0,6.0,,2.0,,1.0,,,2.0,,,,,,,
164,-0.07,Fortaleza,14,Matheus Rossetto,matheus-rossetto,2.0,1.93,7,356,3.22,4,86766,M. Rossetto,,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,30,Matheus Rossetto,2.0,23.0,11.0,,1.0,8.0,,,,,,,,,,,,,,
165,0.0,Botafogo,24,Danilo Barbosa,danilo-barbosa,0.0,3.34,6,263,6.25,4,86777,D. Barbosa,,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,30,Danilo Barbosa da Silva,4.0,35.0,18.0,1.0,5.0,15.0,,2.0,,3.0,,,,,,,,1.0,,
166,0.03,Fortaleza,16,José Welison,jose-welison,0.8,1.82,6,356,3.89,4,86859,J. Welison,,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,30,José Welison da Silva,1.0,22.0,9.0,,3.0,4.0,,1.0,,,,1.0,,,,,,,,
167,-0.32,Vasco,29,Léo Jardim,leo-jardim,1.0,3.52,7,267,6.21,1,87008,L. Jardim,,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,30,Leonardo César Jardim,,,,,,1.0,6.0,,,,,,,,112.0,41.0,,,,
