,atletas.status_id,atletas.posicao_id,atletas.pontos_num,atletas.atleta_id,atletas.variacao_num,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.jogos_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube_id,atletas.media_num,atletas.rodada_id,atletas.foto,CA,DS,FC,FF,FS,I,SG,A,G,DE,GS,V,FD,FT,CV,PC,PS,DP,PP,GC
336,6,5,1.5,101290,-0.35,Ferreira,7.47,Ferreira,Aldemir dos Santos Ferreira,ferreira,22,São Paulo,,True,276,3.86,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,4.0,14.0,11.0,9.0,32.0,1.0,,1.0,5.0,,,,5.0,,,,1.0,,,
337,6,5,5.8,101314,-0.87,Ademir,5.08,Ademir,Ademir da Silva Santos Júnior,ademir,23,Bahia,,True,265,2.9,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,1.0,16.0,8.0,8.0,16.0,5.0,,3.0,2.0,,,,5.0,,,,,,,
338,6,2,0.0,101319,0.0,Guga,4.83,Guga,Cláudio Rodrigues Gomes,guga,7,Fluminense,,False,266,3.07,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,3.0,5.0,6.0,1.0,3.0,,3.0,1.0,,,,,,,1.0,,,,,
339,7,3,2.5,101431,-0.72,Danilo Boza,5.92,D. Boza,Danilo Boza Júnior,danilo-boza,22,Juventude,,True,286,3.66,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,1.0,13.0,2.0,11.0,10.0,,3.0,1.0,3.0,,,,5.0,1.0,,,,,,
340,6,4,0.0,101573,0.0,Pepê,6.16,Pepê,João Pedro Vilardi Pinto,pepe,19,Grêmio,,False,284,2.73,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,1.0,28.0,16.0,4.0,27.0,1.0,,,1.0,,,,2.0,,1.0,,,,,
341,7,1,9.0,101574,0.07,Hugo Souza,7.99,H. Souza,Hugo de Souza Nogueira,hugo-souza,16,Corinthians,,True,264,4.24,32,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,2.0,1.0,,,1.0,,5.0,,,61.0,18.0,,,,,,,,,
342,7,4,1.2,101594,-0.04,Hugo Moura,5.45,H. Moura,Hugo Moura Arruda da Silva,hugo-moura,23,Vasco,,True,267,3.33,32,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,5.0,47.0,39.0,10.0,12.0,,,4.0,,,,,5.0,,1.0,,,,,
343,7,2,8.0,101597,0.85,Ramon,6.61,Ramon,Ramon Ramos Lima,ramon,20,Cuiabá,,True,1371,4.21,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,7.0,33.0,26.0,9.0,14.0,2.0,6.0,1.0,1.0,,,,2.0,,,,,,,
344,6,4,0.0,101601,0.0,Caio Vinícius,2.12,C. Vinícius,Caio Vinicius da Conceição,caio-vinicius,9,Vitória,,False,287,0.78,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,5.0,9.0,7.0,1.0,5.0,,,,,,,,,,,,,,,
345,5,4,0.0,101651,0.0,Peixoto,1.94,Peixoto,Daniel Nascimento Peixoto dos Santos,peixoto,2,Juventude,,False,286,0.55,32,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,
346,7,4,0.0,101666,-0.15,Rhaldney,3.31,Rhaldney,Rhaldney Norberto Simião Gomes,rhaldney,25,Atlético-GO,,True,373,2.5,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,6.0,43.0,44.0,5.0,25.0,,,1.0,,,,,2.0,2.0,,,,,,
347,6,2,0.0,101708,0.0,Felipe Jonatan,6.13,F. Jonatan,Felipe Jonatan Rocha Andrade,felipe-jonatan,17,Fortaleza,,False,356,3.94,32,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,,17.0,10.0,4.0,23.0,,6.0,,,,,,4.0,,,,,,,
348,7,5,11.7,101715,0.08,Alerrandro,9.1,Alerrandro,Alerrandro Barra Mansa Realino de Souza,alerrandro,27,Vitória,,True,287,5.83,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,4.0,25.0,20.0,15.0,35.0,3.0,,4.0,9.0,,,,14.0,,,1.0,,,,
349,6,2,0.0,101726,0.0,Railan,4.91,Railan,Railan Reis Ferreira - Raylan,railan,16,Cuiabá,,False,1371,3.4,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,3.0,17.0,8.0,3.0,11.0,,3.0,3.0,,,,,2.0,,,1.0,,,,
350,3,2,12.0,101727,0.43,Matheuzinho,7.86,Matheuzinho,Matheus França Silva,matheuzinho,26,Corinthians,,True,264,4.44,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,3.0,49.0,18.0,6.0,14.0,2.0,7.0,1.0,1.0,,,,4.0,,,,1.0,,,
351,7,2,2.6,101752,-0.04,Claudinho,5.8,Claudinho,Claudio Coelho Salvático,claudinho,28,Criciúma,,True,288,4.17,32,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,3.0,47.0,10.0,7.0,7.0,4.0,4.0,3.0,2.0,,,,3.0,1.0,,,,,,
352,6,5,0.5,101768,-0.7,Jean David,4.32,J. David,Jean David Meneses Villarroel,jean-david,5,Vasco,,True,267,1.34,32,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,,3.0,,2.0,3.0,,,,,,,,,,,,,,,
353,6,2,0.0,101820,0.0,Mayk,3.67,Mayk,Mayksilvan da Silva Ferreira,mayk,5,Grêmio,,False,284,2.38,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,,6.0,1.0,,,,1.0,,,,,,,,,,,,,
354,7,5,3.7,101960,0.0,Vitinho,8.05,Vitinho,Vitor Hugo Naum dos Santos,vitinho,26,Bragantino,,True,280,3.48,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,6.0,24.0,24.0,21.0,19.0,3.0,,3.0,2.0,,,,10.0,2.0,,,,,,
355,7,3,3.4,101995,0.24,Brítez,4.54,Brítez,Emanuel Fermín Brítez,britez,23,Fortaleza,,True,356,3.4,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,11.0,29.0,22.0,8.0,10.0,2.0,8.0,2.0,,,,,2.0,,1.0,,,,,
356,6,2,0.0,102130,0.0,Piquerez,11.15,Piquerez,Joaquín Piquerez Moreira,piquerez,16,Palmeiras,,False,275,6.23,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,2.0,22.0,10.0,15.0,19.0,,7.0,,2.0,,,,5.0,,,,,,,
357,6,1,0.0,102137,0.0,Vitor Eudes,1.0,V. Eudes,Vitor Eudes de Souza Costa,vitor-eudes,0,Fluminense,,False,266,0.0,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,,,,,,,,,,,,,,,,,,,,
358,6,3,4.7,102253,-0.25,Lucas Halter,6.22,L. Halter,Lucas Halter,lucas-halter,17,Botafogo,,True,263,3.05,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,4.0,11.0,18.0,7.0,6.0,,6.0,,1.0,,,,2.0,,,1.0,,,,
359,6,2,0.9,102318,-0.3,Caio Paulista,4.95,C. Paulista,Caio Fernando de Oliveira,caio-paulista,18,Palmeiras,,True,275,3.0,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,1.0,12.0,12.0,2.0,12.0,3.0,7.0,,,,,,4.0,,1.0,,,,,
360,6,3,0.0,102340,0.0,Cacá,7.99,Cacá,Carlos de Menezes Júnior,caca,25,Corinthians,,False,264,3.45,32,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,5.0,20.0,27.0,13.0,12.0,,6.0,1.0,4.0,,,,2.0,,1.0,1.0,,,,2.0
361,6,4,0.0,102352,0.0,Araos,3.0,Araos,Ángelo Giovanni Araos Llanos,araos,0,Atlético-GO,,False,373,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,,,,,,,,,,,,,,,,,,,,
362,5,5,0.0,102561,0.0,Mastriani,6.66,Mastriani,Gonzalo Mathías Mastriani Borges,mastriani,20,Athlético-PR,,False,293,3.55,32,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,,9.0,12.0,16.0,9.0,4.0,,,4.0,,,,5.0,3.0,,,,,,
363,6,4,0.0,102599,0.0,Thiaguinho,1.53,Thiaguinho,Thiago Beserra dos Santos Conti,thiaguinho,6,Juventude,,False,286,0.73,32,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,1.0,5.0,7.0,,5.0,,,,,,,,,,,1.0,,,,
364,7,5,14.0,102796,-0.34,Julimar,6.96,Julimar,Julimar Silva Oliveira Júnior,julimar,29,Athlético-PR,,True,293,4.09,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,3.0,29.0,28.0,23.0,12.0,4.0,,2.0,5.0,,,,18.0,,,,,,,
365,6,4,0.0,102878,0.0,Terans,4.06,Terans,Miguel David Terans Pérez,terans,7,Fluminense,,False,266,0.97,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,1.0,3.0,5.0,1.0,5.0,,,,,,,,2.0,,,,,,,
366,6,1,0.0,102906,0.0,Anderson,3.6,Anderson,Anderson Silva da Paixão,anderson,16,Cruzeiro,,False,283,3.5,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,1.0,,,,2.0,,6.0,,,46.0,20.0,,,,,,,,,
367,6,1,0.0,102907,0.0,Matheus Teixeira,3.0,M. Teixeira,Matheus Henrique Teixeira,matheus-teixeira,0,Criciúma,,False,288,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,,,,,,,,,,,,,,,,,,,,
368,7,4,0.0,102909,0.0,Luan Vinícius,2.67,L. Vinícius,Luan Vinícius da Silva Santos,luan-vinicius,22,Vitória,,False,287,1.11,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,4.0,17.0,26.0,3.0,16.0,,,,,,,,2.0,1.0,,,,,,
369,6,5,0.0,102928,0.0,Canobbio,9.28,Canobbio,Agustín Canobbio Graviz,canobbio,17,Athlético-PR,,False,293,5.13,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,3.0,24.0,12.0,11.0,24.0,7.0,,1.0,4.0,,,,9.0,,1.0,,,,,
370,6,4,0.0,103295,0.0,Eric Ramires,5.59,E. Ramires,Eric dos Santos Rodrigues,eric-ramires,21,Bragantino,,False,280,3.15,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,3.0,16.0,16.0,11.0,18.0,,,2.0,2.0,,,,4.0,2.0,,,,,,
371,7,2,7.4,103347,0.66,Matheus Alexandre,6.2,M. Alexandre,Matheus Alexandre Anastácio de Souza,matheus-alexandre,21,Cuiabá,,True,1371,3.83,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,5.0,45.0,20.0,3.0,7.0,,6.0,,,,,,2.0,,,1.0,,,,
372,7,4,9.2,103388,0.54,Emmanuel Martínez,6.99,E. Martínez,Leandro Emmanuel Martínez,emmanuel-martinez,13,Fortaleza,,True,356,3.77,32,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,2.0,20.0,10.0,5.0,14.0,1.0,,3.0,,,,,1.0,1.0,,,,,,
373,7,5,5.6,103445,0.3,Kaio Jorge,6.12,K. Jorge,Kaio Jorge Pinto Ramos,kaio-jorge,14,Cruzeiro,,True,283,3.22,32,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_GXGWlqW.png,2.0,6.0,20.0,11.0,16.0,2.0,,1.0,1.0,,,,11.0,1.0,,,,,,
374,6,3,0.0,103523,0.0,Ignácio,6.77,Ignácio,Ignácio da Silva Oliveira,ignacio,3,Fluminense,,False,266,5.03,32,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,,7.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,,
375,6,3,0.0,103575,0.0,Caetano,2.93,Caetano,João Victor Andrade Caetano,caetano,5,Corinthians,,False,264,0.22,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,,4.0,4.0,,1.0,,,,,,,,,,1.0,,,,,
376,6,2,0.0,103672,0.0,Gabriel Fuentes,5.39,G. Fuentes,Gabriel Rafael Fuentes Gómez,gabriel-fuentes,3,Fluminense,,False,266,1.73,32,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
377,7,3,1.2,103684,-0.82,Kaíque Rocha,6.02,K. Rocha,Kaíque Rocha Lima,kaique-rocha,28,Athlético-PR,,True,293,3.35,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,3.0,40.0,18.0,6.0,10.0,1.0,7.0,1.0,,,,,4.0,,,,,,,
378,6,4,0.0,103695,0.0,Jadsom Silva,2.29,J. Silva,Jadsom Meemyas de Oliveira da Silva,jadsom-silva,22,Bragantino,,False,280,1.23,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,8.0,35.0,32.0,3.0,4.0,,,,,,,,1.0,,1.0,,,,,
379,7,5,1.7,103764,-0.12,Gabriel Veron,4.53,G. Veron,Gabriel Veron Fonseca de Souza,gabriel-veron,22,Cruzeiro,,True,283,3.0,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,2.0,20.0,10.0,7.0,4.0,2.0,,1.0,4.0,,,,2.0,,,,,,,
380,6,4,5.3,103767,1.05,Gabriel Menino,5.38,G. Menino,Gabriel Vinícius Menino,gabriel-menino,22,Palmeiras,,True,275,2.54,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,7.0,27.0,25.0,16.0,21.0,5.0,,,1.0,,,,6.0,1.0,1.0,,,,,
381,6,4,0.0,103987,0.0,Higor Meritão,4.06,H. Meritão,Higor Matheus Meritão,higor-meritao,15,Criciúma,,False,288,3.0,32,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,3.0,18.0,18.0,8.0,12.0,1.0,,,2.0,,,,3.0,,,,,,,
382,6,3,5.3,104075,0.64,Sabino,6.74,Sabino,José Sabino Chagas Monteiro,sabino,9,São Paulo,,True,276,4.11,32,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,2.0,11.0,9.0,3.0,5.0,,4.0,,,,,,3.0,,,,,,,
383,6,3,1.2,104085,-0.3,Bruno Fuchs,4.19,B. Fuchs,Bruno de Lara Fuchs,bruno-fuchs,22,Atlético-MG,,True,282,2.08,32,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,7.0,30.0,20.0,1.0,14.0,,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,
384,7,1,3.0,104118,-0.03,Lucas Arcanjo,3.75,L. Arcanjo,Lucas Willians Assis Arcanjo,lucas-arcanjo,30,Vitória,,True,287,2.4,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,4.0,,,,7.0,,5.0,,,94.0,46.0,,,,,,,,,
385,6,4,0.0,104153,0.0,Ruan,3.0,Ruan,Ruan de Oliveira Ferreira,ruan,0,Corinthians,,False,264,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,,,,,,,,,,,,,,,,,,,,
386,6,1,0.0,104191,0.0,Raul,2.0,Raul,Raul Jonas Steffens,raul,0,Botafogo,,False,263,0.0,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,,,,,,,,,,,,,,,,,,,,
387,7,5,2.5,104204,-0.99,Edson Carioca,5.03,E. Carioca,Edson Guilherme Mendes dos Santos,edson-carioca,10,Juventude,,True,286,4.78,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,2.0,11.0,13.0,4.0,12.0,1.0,,1.0,3.0,,,,2.0,,,,,,,
388,3,3,-2.4,104250,-0.94,João Victor,4.13,J. Victor,João Victor da Silva Marcelino,joao-victor,17,Vasco,,True,267,2.32,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,4.0,19.0,11.0,2.0,18.0,,2.0,,1.0,,,,1.0,,2.0,,,,,
389,7,3,0.0,104253,0.0,Adriano Martins,4.31,A. Martins,Adriano Martins da Fonseca,adriano-martins,26,Atlético-GO,,False,373,3.22,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,6.0,46.0,25.0,8.0,11.0,2.0,5.0,,,,,,5.0,,,1.0,,,,
390,7,2,1.7,104257,-0.52,João Lucas,6.57,J. Lucas,João Lucas de Almeida Carvalho,joao-lucas,22,Juventude,,True,286,4.98,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,4.0,37.0,24.0,10.0,24.0,,4.0,5.0,1.0,,,,3.0,,,,,,,
391,6,1,0.0,104383,0.0,Matheus Mendes,4.69,M. Mendes,Matheus Mendes Werneck de Oliveira,matheus-mendes,11,Atlético-MG,,False,282,2.95,32,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,,,,,3.0,,1.0,,,37.0,18.0,,,,,,,1.0,,
392,6,4,0.0,104502,0.0,Christian,4.61,Christian,Christian Roberto Alves Cardoso,christian,19,Athlético-PR,,False,293,2.1,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,6.0,22.0,35.0,7.0,24.0,4.0,,,1.0,,,,4.0,,,,,,,
393,7,5,2.6,104528,-0.22,Igor Jesus,6.97,I. Jesus,Igor Jesus Maciel da Cruz,igor-jesus,16,Botafogo,,True,263,5.61,32,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,2.0,7.0,18.0,11.0,34.0,8.0,,1.0,5.0,,,,13.0,1.0,,,,,,
394,6,1,0.0,104588,0.0,Fabrício,0.64,Fabrício,Fabrício Oliveira de Souza,fabricio,1,Bragantino,,False,280,2.0,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,1.0,,,,,,,,,5.0,2.0,,,,,,,,,
395,7,5,8.4,104666,-0.23,Moisés,5.73,Moisés,Moisés Vieira da Veiga,moises,19,Fortaleza,,True,356,3.24,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,,5.0,2.0,10.0,5.0,5.0,,1.0,4.0,,,,5.0,1.0,,,,,,
396,7,4,-0.6,104693,-0.35,Newton,3.19,Newton,Newton Araújo da Costa Júnior,newton,21,Criciúma,,True,288,2.55,32,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,4.0,30.0,42.0,11.0,13.0,1.0,,1.0,1.0,,,,5.0,,,,,,,
397,7,6,9.5,104754,0.79,Juan Vojvoda,9.58,J. Vojvoda,Juan Pablo Vojvoda Rizzo,juan-vojvoda,30,Fortaleza,,True,356,5.37,32,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,,,,,,,,,,,,17.0,,,,,,,,
398,7,2,0.5,104759,-0.16,Leo Godoy,5.81,L. Godoy,Leonardo Ezequiel Godoy,leo-godoy,19,Athlético-PR,,True,293,2.54,32,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,3.0,9.0,24.0,4.0,13.0,1.0,5.0,1.0,1.0,,,,,,,,,,,
399,7,4,0.7,104783,-0.71,Acevedo,5.54,Acevedo,Nicolás Brian Acevedo Tabárez,acevedo,2,Bahia,,True,265,2.65,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,
400,6,5,0.0,104849,0.0,Arezo,4.52,Arezo,Douglas Matías Arezo Martínez,arezo,7,Grêmio,,False,284,1.73,32,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,,3.0,3.0,4.0,1.0,1.0,,,,,,,4.0,,,,1.0,,,
401,6,3,1.8,104994,-0.43,Wagner Leonardo,5.43,W. Leonardo,Wagner Leonardo Calvelo de Souza,wagner-leonardo,29,Vitória,,True,287,3.97,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,2.0,32.0,11.0,6.0,8.0,2.0,6.0,,5.0,,,,5.0,,1.0,,,,,
402,7,3,0.8,105047,-0.04,João Marcelo,4.46,J. Marcelo,João Marcelo Messias Ferreira,joao-marcelo,24,Cruzeiro,,True,283,3.23,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,6.0,24.0,16.0,5.0,10.0,2.0,8.0,2.0,,,,,3.0,,1.0,,,,,
403,6,3,0.0,105300,0.0,Ferraresi,6.86,Ferraresi,Nahuel Adolfo Ferraresi Hernández,ferraresi,14,São Paulo,,False,276,4.8,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,2.0,22.0,10.0,2.0,4.0,,5.0,1.0,1.0,,,,1.0,1.0,,,,,,
404,6,5,0.9,105301,-0.02,Hurtado,4.02,Hurtado,Jan Carlos Hurtado Anchico,hurtado,12,Atlético-GO,,True,373,1.68,32,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,1.0,7.0,15.0,1.0,9.0,3.0,,,1.0,,,,6.0,,1.0,,,,,
405,3,3,4.0,105373,0.6,Gabriel Xavier,5.73,G. Xavier,Gabriel Lheman Xavier - Lhman,gabriel-xavier,28,Bahia,,True,265,3.35,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,5.0,38.0,35.0,7.0,10.0,,9.0,,,,,,7.0,,,,,,,
406,7,2,5.0,105531,-0.2,Matheus Bidu,7.11,M. Bidu,Matheus Lima Beltrão Oliveira Valin,matheus-bidu,17,Corinthians,,True,264,4.34,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,2.0,19.0,9.0,7.0,15.0,2.0,6.0,,1.0,,,,4.0,,,,,,,
407,7,5,0.0,105568,-0.23,Lucero,7.78,Lucero,Juan Martín Lucero,lucero,24,Fortaleza,,True,356,3.62,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,8.0,6.0,31.0,15.0,23.0,8.0,,1.0,7.0,,,,11.0,,,,,,,
408,7,2,8.1,105584,0.57,Lucas Piton,7.49,L. Piton,Lucas Piton Crivellaro,lucas-piton,26,Vasco,,True,267,4.4,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,5.0,55.0,24.0,6.0,11.0,,4.0,4.0,1.0,,,,2.0,,,,,,,
409,7,4,0.0,105585,0.0,Roni,3.12,Roni,Roni Medeiros de Moura,roni,17,Atlético-GO,,False,373,2.09,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,3.0,18.0,10.0,5.0,9.0,,,,1.0,,,,3.0,,,,,,,
410,6,4,1.3,105647,0.03,Maurício,5.49,Maurício,Maurício Magalhães Prado,mauricio,20,Palmeiras,,True,275,2.74,32,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,2.0,11.0,9.0,9.0,20.0,,,,2.0,,,,7.0,1.0,,,2.0,,,
411,6,5,0.0,105786,0.0,Talles Magno,7.82,T. Magno,Talles Magno Bacelar Martins,talles-magno,8,Corinthians,,False,264,3.98,32,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,2.0,4.0,8.0,1.0,7.0,2.0,,1.0,2.0,,,,2.0,1.0,,,1.0,,,
412,6,5,12.4,105811,1.24,Wesley,11.93,Wesley,Wesley Ribeiro Silva,wesley,25,Internacional,,True,285,7.13,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,9.0,41.0,50.0,19.0,72.0,8.0,,1.0,8.0,,,,18.0,3.0,,,3.0,,,
413,7,3,0.9,105842,-0.03,Edu,3.78,Edu,Lucas Eduardo Ribeiro de Souza,edu,7,Vitória,,True,287,2.08,32,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,1.0,5.0,3.0,,1.0,,2.0,,,,,,,,,,,,,
414,6,3,0.0,105844,0.0,Belezi,2.84,Belezi,Lucas Belezi Barbosa,belezi,1,Athlético-PR,,False,293,2.8,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,1.0,2.0,2.0,1.0,,,,,,,,,1.0,,,,,,,
415,6,4,0.0,105845,0.0,Matheus Araújo,2.76,M. Araújo,Matheus de Araújo Andrade,matheus-araujo,4,Corinthians,,False,264,0.43,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,,1.0,,,1.0,,,,,,,,,,,,,,,
416,6,4,4.5,105911,0.53,Rômulo,3.94,Rômulo,Rômulo Zanre Zwarg,romulo,20,Internacional,,True,285,2.17,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,2.0,32.0,28.0,5.0,14.0,,,,,,,,1.0,1.0,,,,,,
417,6,1,9.0,105949,1.02,Rochet,6.62,Rochet,Sergio Ramón Rochet Álvarez,rochet,19,Internacional,,True,285,3.74,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,3.0,,,,6.0,,6.0,,,56.0,15.0,,,,,,,,,
418,7,2,0.0,106082,0.0,Ewerthon,5.12,Ewerthon,Ewerthon Diógenes da Silva,ewerthon,16,Juventude,,False,286,3.17,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,,10.0,2.0,8.0,8.0,1.0,2.0,1.0,1.0,,,,5.0,,,,,,,
419,7,6,5.6,106147,0.0,Thiago Carpini,8.0,T. Carpini,Thiago Carpini Barbosa,thiago-carpini,28,Vitória,,True,287,4.66,32,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,,,,,,,,,,,,11.0,,,,,,,,
420,6,1,0.0,106160,0.0,Lucão,3.36,Lucão,Lucas Alexandre Galdino de Azevedo,lucao,8,Bragantino,,False,280,2.13,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,1.0,,,,,,1.0,,,22.0,9.0,,,,,,,,,
