preco_num,variacao_num,atleta_id,status_id,clube_nome,pontos_num,rodada_id,apelido,posicao_id,FS,A,FT,FD,FF,G,I,PP,FC,GC,CA,CV,SG,DD,DP,GS,DS,DE,PC,PS,ano,Date,Time,casa,adversario_nome,odds_vitoria,odds_derrota,gols_time,gols_oponente,odds_empate
18.02,1.42,52253,Provável,flamengo,8.3,2,Réver,zag,1.0,,,0.0,2.0,0.0,,,,,,,1.0,,,,1.275,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
8.7,-0.39,71709,Provável,flamengo,2.0,2,Cuéllar,mei,,,,,1.0,,,,3.0,,,,,,,,2.55,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
5.43,-1.11,73896,Nulo,flamengo,-1.7,2,Geuvânio,ata,1.0,0.0,,,,,0.0,,1.0,,1.0,,,,,,1.275,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
8.81,1.85,73992,Provável,flamengo,7.2,2,Rodinei,lat,3.0,,,,2.0,,,,,,,,1.0,,,,0.0,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
8.15,3.12,78445,Provável,flamengo,9.4,2,Renê,lat,0.0,,,,,,,,2.0,,,,1.0,,,,5.1,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
4.58,-0.17,78478,Provável,flamengo,3.0,2,Willian Arão,mei,,,,,,,,,3.0,,0.0,,,,,,5.1,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
17.76,2.26,81905,Provável,flamengo,15.9,2,Henrique Dourado,ata,3.0,,,,,2.0,,,2.0,,,,,,,,,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
10.95,1.45,82792,Provável,flamengo,7.59,2,Maurício Barbieri,tec,,,,,,,,,,,,,,,,,,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
5.43,-1.57,85586,Nulo,flamengo,1.2,2,Jonas,mei,,,,,,,,,,,,,,,,,1.275,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
4.85,-1.15,89827,Nulo,flamengo,1.5,2,Marlos,ata,1.0,,,,,,1.0,,,,,,,,,,1.275,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
5.92,0.92,94214,Dúvida,flamengo,5.7,2,Léo Duarte,zag,,,,1.0,,,,,1.0,,,,1.0,,,,,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
19.9,1.92,94930,Provável,flamengo,9.1,2,Lucas Paquetá,mei,5.0,,,1.0,2.0,0.0,,,2.0,,,,,,,,5.1,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
1.2,-0.8,98517,Nulo,flamengo,-0.5,2,Jean Lucas,mei,,,,,,,,,1.0,,,,,,,,,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
13.3,2.0,99535,Provável,flamengo,8.4,2,Vinicius Junior,ata,2.0,1.0,,1.0,0.0,,,,0.0,,,,,,,,1.275,0.0,,,2018,21/04/2018,23:00,1,américa-mg,1.41,8.0,2,0,4.43
12.65,3.86,38509,Nulo,flamengo,16.4,4,Diego Alves,gol,0.0,,,,,,,,,,,,1.0,4.0,,0.0,,6.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
4.72,2.25,51772,Nulo,flamengo,9.8,4,Éverton Ribeiro,mei,1.0,,,1.0,,1.0,,,1.0,,,0.0,,,,,1.275,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
18.22,0.44,52253,Nulo,flamengo,6.0,4,Réver,zag,2.0,,,0.0,0.0,0.0,,,,,,,1.0,,,,0.0,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
12.05,0.45,71709,Provável,flamengo,6.9,4,Cuéllar,mei,0.0,0.0,,,0.0,,,,2.0,,1.0,,,,,,8.924999999999999,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
5.03,-0.4,73896,Provável,flamengo,0.7,4,Geuv<e2>nio,ata,0.0,0.0,,1.0,1.0,,0.0,,4.0,,1.0,,,,,,2.55,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
12.76,0.92,73992,Provável,flamengo,8.7,4,Rodinei,lat,3.0,0.0,,1.0,0.0,,1.0,,,,,,1.0,,,,1.275,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
12.87,-2.13,75295,Dúvida,flamengo,6.3,4,Paolo Guerrero,ata,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
11.73,1.3,78445,Provável,flamengo,9.0,4,Renê,lat,0.0,,,1.0,0.0,,,,1.0,,,,1.0,,,,3.8249999999999997,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
13.72,-0.53,81905,Dúvida,flamengo,-0.2,4,Henrique Dourado,ata,0.0,,,,1.0,0.0,0.0,,1.0,,1.0,,,,,,1.275,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
13.28,1.03,82792,Provável,flamengo,7.88,4,Maurício Barbieri,tec,,,,,,,,,,,,,,,,,,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
6.87,0.95,94214,Provável,flamengo,6.5,4,Léo Duarte,zag,,,,0.0,,,,,0.0,,,,1.0,,,,1.275,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
23.82,0.26,94930,Nulo,flamengo,9.9,4,Lucas Paquetá,mei,2.0,0.0,,0.0,0.0,1.0,,,2.0,,1.0,,,,,,3.8249999999999997,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
4.41,0.41,95738,Nulo,flamengo,5.0,4,Trauco,lat,,,,,,,,,,,,,1.0,,,,,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
1.11,0.07,98517,Provável,flamengo,0.5,4,Jean Lucas,mei,1.0,,,,,,,,0.0,,,,,,,,,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
14.85,-1.68,99535,Provável,flamengo,1.2,4,Vinicius Junior,ata,3.0,0.0,,0.0,1.0,0.0,,,0.0,,1.0,,,,,,1.275,0.0,,,2018,06/05/2018,20:00,1,internacional,1.77,4.84,2,0,3.41
9.58,-3.07,38509,Provável,flamengo,-2.0,6,Diego Alves,gol,0.0,,,,,,,,,,,,0.0,0.0,,1.0,,6.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
8.76,0.55,38909,Provável,flamengo,3.6,6,Diego,mei,4.0,,,,1.0,0.0,0.0,,2.0,,0.0,,,,,,2.55,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
5.87,-3.13,42501,Suspenso,flamengo,-3.0,6,Rhodolfo,zag,1.0,,,,,,,,,,,1.0,,,,,1.275,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
4.51,-0.21,51772,Provável,flamengo,4.4,6,Éverton Ribeiro,mei,8.0,,,1.0,1.0,0.0,,,4.0,,1.0,0.0,,,,,2.55,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
16.24,-1.98,52253,Contundido,flamengo,0.8,6,Réver,zag,0.0,,,0.0,1.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
9.43,-1.04,71709,Suspenso,flamengo,-2.9,6,Cuéllar,mei,1.0,0.0,,,0.0,,,,3.0,,1.0,1.0,,,,,5.1,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
11.08,-0.85,73992,Provável,flamengo,-0.3,6,Rodinei,lat,1.0,0.0,,0.0,0.0,,0.0,,1.0,,,,0.0,,,,0.0,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
10.58,-1.15,78445,Provável,flamengo,2.4,6,Renê,lat,2.0,,,0.0,0.0,,1.0,,1.0,,,,0.0,,,,2.55,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
12.07,-0.7,81905,Provável,flamengo,-0.8,6,Henrique Dourado,ata,2.0,,,,0.0,0.0,1.0,,2.0,,0.0,,,,,,0.0,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
12.09,-0.64,82792,Provável,flamengo,1.27,6,Maurício Barbieri,tec,,,,,,,,,,,,,,,,,,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
3.69,-0.13,89827,Nulo,flamengo,0.0,6,Marlos,ata,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
5.98,-0.91,94214,Provável,flamengo,-0.6,6,Léo Duarte,zag,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,,,0.0,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
21.76,-2.06,94930,Provável,flamengo,3.6,6,Lucas Paquetá,mei,1.0,0.0,,0.0,1.0,0.0,,,2.0,,0.0,,,,,,3.8249999999999997,0.0,,,2018,19/05/2018,23:00,1,vasco,1.59,5.62,1,1,3.86
