preco_num,variacao_num,atleta_id,status_id,clube_nome,pontos_num,rodada_id,apelido,posicao_id,FS,A,FT,FD,FF,G,I,PP,FC,GC,CA,CV,SG,DD,DP,GS,DS,DE,PC,PS,ano,Date,Time,casa,adversario_nome,odds_vitoria,odds_derrota,gols_time,gols_oponente,odds_empate
8.47,-0.78,37655,,internacional,0.6,2,Rafael Moura,ata,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
13.84,-3.25,38219,,internacional,0.9,2,Alex,mei,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
13.01,1.94,38852,,internacional,7.6,2,Anderson,mei,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.375,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
11.34,1.53,52253,,internacional,7.9,2,Réver,zag,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
5.43,3.85,63110,,internacional,10.8,2,Alan Ruschel,lat,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.55,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
4.75,1.51,63172,,internacional,7.2,2,Paulão,zag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.55,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
6.18,3.18,69041,,internacional,8.0,2,Muriel,gol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
9.55,3.3,69177,,internacional,8.4,2,Léo,lat,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
6.05,1.05,73750,,internacional,4.4,2,Nicolás Freitas,mei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
11.1,1.27,73766,,internacional,6.69,2,Diego Aguirre,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
16.07,0.88,78435,,internacional,7.7,2,Vitinho,ata,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
7.26,1.25,80280,,internacional,2.2,2,Taiberson,ata,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
3.96,1.96,86970,,internacional,5.0,2,Eduardo,zag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
5.09,-0.91,88366,,internacional,0.7,2,Martín Luque,mei,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
3.33,0.88,90481,,internacional,2.2,2,Alisson Farias,mei,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,,,2015,17/05/2015,22:30,1,avaí,1.65,5.26,1,0,3.68
13.45,0.58,38219,,internacional,4.3,4,Alex,mei,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
10.0,-1.23,38573,,internacional,0.0,4,Nilton,mei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
10.23,-1.94,38852,,internacional,-4.0,4,Anderson,mei,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
11.49,1.94,52253,,internacional,6.9,4,Réver,zag,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
6.46,2.75,63172,,internacional,8.8,4,Paulão,zag,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.55,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
12.41,-3.59,71495,,internacional,-1.8,4,Lisandro López,ata,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
11.37,0.91,73766,,internacional,4.65,4,Diego Aguirre,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
15.42,-0.86,78435,,internacional,1.1,4,Vitinho,ata,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
4.52,0.52,78865,,internacional,3.9,4,Rodrigo Dourado,mei,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8249999999999997,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
6.08,-0.41,80280,,internacional,-0.7,4,Taiberson,ata,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
7.73,1.73,82613,,internacional,8.8,4,Alan Costa,zag,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.55,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
5.32,1.37,82896,,internacional,8.0,4,Alisson Becker,gol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
4.61,3.61,89275,,internacional,11.7,4,William,lat,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.1,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
2.67,1.22,89976,,internacional,4.5,4,Geferson,lat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
2.9,-0.43,90481,,internacional,-0.3,4,Alisson Farias,mei,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,,,2015,31/05/2015,20:00,1,são paulo,2.35,3.03,0,0,3.17
17.17,2.21,37653,,internacional,10.9,6,Nilmar,ata,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
8.73,-1.49,37655,,internacional,0.0,6,Rafael Moura,ata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
12.88,0.9,38219,,internacional,4.0,6,Alex,mei,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
11.05,1.91,38852,,internacional,6.1,6,Anderson,mei,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
8.69,2.1,49651,,internacional,8.6,6,Ernando,zag,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.55,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
11.22,-1.19,71495,,internacional,-1.7,6,Lisandro López,ata,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
5.58,-0.88,73750,,internacional,0.0,6,Nicolás Freitas,mei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
12.18,1.47,73766,,internacional,6.95,6,Diego Aguirre,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
16.15,1.82,78435,,internacional,7.5,6,Vitinho,ata,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,,,2015,07/06/2015,15:00,1,coritiba,1.6,5.74,2,0,3.63
