preco_num,variacao_num,atleta_id,status_id,clube_nome,pontos_num,rodada_id,apelido,posicao_id,FS,A,FT,FD,FF,G,I,PP,FC,GC,CA,CV,SG,DD,DP,GS,DS,DE,PC,PS,ano,Date,Time,casa,adversario_nome,odds_vitoria,odds_derrota,gols_time,gols_oponente,odds_empate
6.84,2.84,37623,,coritiba,5.3,1,Rafael Marques,zag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.275,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
3.01,-0.99,74210,,coritiba,0.1,1,César González,mei,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
14.34,3.34,63194,,coritiba,8.5,1,Carlinhos,lat,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.55,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
5.22,0.22,70132,,coritiba,2.1,1,Alan Santos,mei,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
7.35,2.35,50284,,coritiba,5.0,1,Wilson,gol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
13.46,4.46,92182,,coritiba,9.3,1,Juninho,zag,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.55,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
4.19,-0.81,92225,,coritiba,0.7,1,Thiago Lopes,mei,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
9.19,6.19,94985,,coritiba,9.5,1,Dodô,lat,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.55,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
7.28,-2.72,73085,,coritiba,-0.1,1,Leandro,ata,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
6.79,2.79,37306,,coritiba,5.24,1,Gilson Kleina,tec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016,15/05/2016,01:00,1,cruzeiro,2.69,2.66,1,0,3.09
