preco_num,variacao_num,atleta_id,status_id,clube_nome,pontos_num,rodada_id,apelido,posicao_id,FS,A,FT,FD,FF,G,I,PP,FC,GC,CA,CV,SG,DD,DP,GS,DS,DE,PC,PS,ano,Date,Time,casa,adversario_nome,odds_vitoria,odds_derrota,gols_time,gols_oponente,odds_empate
4.66,0.47,36886,Provável,avaí,2.39,2,Geninho,tec,,,,,,,,,,,,,,,,,,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
1.04,-2.08,37646,Provável,avaí,-1.8,2,Betão,zag,0.0,,,,,,,,2.0,,1.0,,,,,,1.275,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
8.3,1.92,38515,Provável,avaí,5.7,2,Marquinhos Silva,zag,3.0,,,,3.0,,,,2.0,,1.0,,,,,,5.1,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
4.56,0.47,42208,Nulo,avaí,3.1,2,André Moritz,mei,0.0,,,1.0,2.0,,,,,,,,,,,,1.275,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
0.72,0.03,69040,Provável,avaí,-2.0,2,Vladimir,gol,,,,,,,,,,,,,,,,1.0,,1.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
3.04,-0.08,70161,Nulo,avaí,0.8,2,Jones Carioca,ata,,,,,1.0,,,,,,,,,,,,0.0,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
4.51,1.87,74069,Provável,avaí,4.8,2,Matheus Barbosa,mei,,,,,0.0,,,,0.0,,,,,,,,5.1,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
1.97,-0.04,78512,Provável,avaí,0.6,2,Paulinho,lat,2.0,,,,1.0,,,,0.0,,,,,,,,0.0,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
2.73,0.16,78840,Provável,avaí,2.2,2,Pedro Castro,mei,2.0,,,,,,,,3.0,,,,,,,,2.55,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
4.35,-0.65,84861,Provável,avaí,1.7,2,Alex Silva,lat,3.0,,,1.0,1.0,,,,2.0,,1.0,,,,,,1.275,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
4.77,0.19,86770,Provável,avaí,2.3,2,João Paulo,mei,2.0,,,,,,,,1.0,,,,,,,,2.55,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
7.59,2.18,90573,Provável,avaí,6.6,2,Getúlio,ata,2.0,,0.0,2.0,0.0,,0.0,,2.0,,,,,,,,3.8249999999999997,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
0.72,-1.28,95476,Provável,avaí,-2.1,2,Kunde,zag,,,,,,,,,2.0,,1.0,,,,,,1.275,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
2.91,-0.09,99900,Nulo,avaí,1.7,2,Luan Pereira,mei,1.0,,,,,,,,,,,,,,,,1.275,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
7.98,1.25,104819,Provável,avaí,2.7,2,Brizuela,ata,1.0,,,,,0.0,0.0,,1.0,,,,,,,,2.55,0.0,,,2019,01/05/2019,23:15,1,grêmio,3.72,2.1,1,1,3.11
5.2,0.17,36886,Provável,avaí,2.53,4,Geninho,tec,,,,,,,,,,,,,,,,,,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
3.62,1.06,37646,Provável,avaí,5.9,4,Betão,zag,1.0,,,,,,,,1.0,,0.0,,1.0,,,,1.275,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
3.64,-0.92,42208,Nulo,avaí,-0.6,4,André Moritz,mei,0.0,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
4.55,-0.39,69040,Provável,avaí,5.0,4,Vladimir,gol,0.0,,,,,,,,,,,,1.0,0.0,,0.0,,1.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
2.41,-0.63,70161,Nulo,avaí,-0.6,4,Jones Carioca,ata,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
2.89,0.43,78840,Provável,avaí,2.2,4,Pedro Castro,mei,2.0,,,,1.0,,,,1.0,,,,,,,,1.275,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
2.49,0.49,82635,Provável,avaí,3.5,4,Igor Fernandes,lat,,,,,,,1.0,,2.0,,,,1.0,,,,,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
5.67,-0.6,82880,Provável,avaí,0.7,4,Daniel Amorim,ata,3.0,,,0.0,1.0,,1.0,,1.0,,,,,,,,,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
2.69,-0.78,86116,Provável,avaí,0.0,4,Mosquera,mei,1.0,,,,1.0,,,,2.0,,,,,,,,1.275,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
4.26,-0.16,86770,Provável,avaí,0.7,4,João Paulo,mei,3.0,,,1.0,1.0,,,,2.0,,,,,,,,0.0,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
6.26,-0.92,90573,Provável,avaí,-1.1,4,Getúlio,ata,0.0,,0.0,0.0,0.0,,0.0,,1.0,,,,,,,,0.0,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
2.58,0.58,99032,Nulo,avaí,3.8,4,Lourenço,ata,1.0,,,2.0,,,,,,,,,,,,,1.275,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
2.29,-0.18,99900,Provável,avaí,0.0,4,Luan Pereira,mei,4.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,0.0,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
4.04,0.04,101491,Provável,avaí,3.8,4,Ricardo,zag,1.0,,,,,,2.0,,2.0,,,,1.0,,,,1.275,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
6.76,1.21,101846,Provável,avaí,4.5,4,Iury,lat,0.0,0.0,,,,,,,1.0,,0.0,,1.0,,,,1.275,0.0,,,2019,12/05/2019,23:00,1,csa,1.69,5.28,0,0,3.5
5.7,0.14,36886,Provável,avaí,2.58,6,Geninho,tec,,,,,,,,,,,,,,,,,,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
6.52,-0.96,38515,Nulo,avaí,-0.6,6,Marquinhos Silva,zag,0.0,,,,0.0,,,,0.0,,0.0,,,,,,1.275,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
6.04,-1.96,38738,Nulo,avaí,0.0,6,Douglas,mei,,,,,,,,,,,,,,,,,,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
4.09,-0.8,69040,Provável,avaí,-1.0,6,Vladimir,gol,0.0,,,,,,,,,,,,0.0,1.0,,2.0,,2.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
3.21,-0.2,74069,Provável,avaí,-1.1,6,Matheus Barbosa,mei,0.0,,,,0.0,,0.0,,1.0,,,,,,,,0.0,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
3.76,-0.3,78840,Provável,avaí,1.9,6,Pedro Castro,mei,2.0,,,0.0,0.0,,,,3.0,,,,,,,,2.55,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
6.03,2.7,80080,Provável,avaí,9.2,6,Brenner,ata,4.0,,1.0,1.0,1.0,1.0,2.0,,5.0,,1.0,,,,,,,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
3.59,0.98,82474,Provável,avaí,6.4,6,Gegê,mei,0.0,,1.0,0.0,,,,,1.0,,,,,,,,3.8249999999999997,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
2.19,-0.74,82635,Provável,avaí,-1.0,6,Igor Fernandes,lat,1.0,,,,,,0.0,,2.0,,1.0,,0.0,,,,2.55,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
6.26,-1.12,82880,Nulo,avaí,0.0,6,Daniel Amorim,ata,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
3.93,-0.95,86770,Provável,avaí,-1.7,6,João Paulo,mei,2.0,,,1.0,0.0,,,,2.0,,1.0,,,,,,0.0,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
3.92,0.04,99032,Provável,avaí,3.8,6,Lourenço,ata,4.0,1.0,,0.0,0.0,,,,3.0,,1.0,,,,,,1.275,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
3.26,-0.36,99900,Nulo,avaí,1.5,6,Luan Pereira,mei,0.0,0.0,,0.0,1.0,,,,1.0,,0.0,,,,,,1.275,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
4.51,1.43,101491,Provável,avaí,5.4,6,Ricardo,zag,0.0,,,1.0,1.0,,0.0,,1.0,,,,0.0,,,,3.8249999999999997,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
3.09,1.14,102318,Provável,avaí,5.6,6,Caio Paulista,ata,1.0,,,1.0,2.0,,,,2.0,,,,,,,,3.8249999999999997,0.0,,,2019,28/05/2019,00:00,1,ceará,2.49,3.14,1,2,2.88
6.41,0.48,36886,Provável,avaí,4.77,8,Geninho,tec,,,,,,,,,,,,,,,,,,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
3.52,-0.59,37646,Provável,avaí,2.1,8,Betão,zag,1.0,,,,,,,,1.0,,1.0,,1.0,,,,0.0,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
6.64,2.11,69040,Provável,avaí,11.0,8,Vladimir,gol,0.0,,,,,,,,,,,,1.0,2.0,,0.0,,2.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
3.92,-0.48,78840,Provável,avaí,0.9,8,Pedro Castro,mei,1.0,,,0.0,0.0,,,,1.0,,,,,,,,1.275,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
4.52,-1.51,80080,Suspenso,avaí,-0.4,8,Brenner,ata,2.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,,,1.275,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
4.69,2.19,82635,Provável,avaí,10.7,8,Igor Fernandes,lat,2.0,,,,,,0.0,,1.0,,1.0,,1.0,,,,6.375,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
6.08,0.1,82880,Provável,avaí,1.2,8,Daniel Amorim,ata,0.0,,,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
4.75,0.1,86770,Provável,avaí,2.7,8,João Paulo,mei,2.0,,,0.0,0.0,,,,5.0,,0.0,,,,,,3.8249999999999997,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
7.51,1.41,90573,Provável,avaí,7.5,8,Getúlio,ata,3.0,,0.0,1.0,1.0,,0.0,,1.0,,,,,,,,3.8249999999999997,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
1.64,0.91,95476,Provável,avaí,4.9,8,Kunde,zag,,,,,,,,,2.0,,0.0,,1.0,,,,1.275,0.0,,,2019,09/06/2019,01:00,1,são paulo,2.99,2.67,0,0,2.82
